,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
86,1,housemaid,single,tertiary,no,13181,no,no,cellular,17,mar,494,1,0,0,unknown,2
87,1,services,married,secondary,no,958,yes,yes,telephone,14,mar,229,1,0,0,unknown,1
88,1,housemaid,single,tertiary,no,10882,yes,no,unknown,26,mar,455,2,-1,0,unknown,1
89,0,retired,divorced,tertiary,no,837,no,no,cellular,29,apr,72,8,98,0,failure,1
90,0,self-employed,married,tertiary,no,2378,no,no,cellular,20,may,349,1,47,4,success,1
91,1,student,married,secondary,no,877,no,no,cellular,11,dec,480,1,0,0,unknown,1
92,1,student,single,secondary,no,508,no,no,cellular,14,apr,268,3,0,0,unknown,2
93,1,services,single,secondary,no,110,yes,yes,cellular,2,feb,256,1,0,0,unknown,1
94,1,student,single,tertiary,no,13751,no,no,cellular,2,jul,218,2,0,0,unknown,1
95,1,housemaid,single,tertiary,no,12538,no,no,cellular,6,may,84,1,0,0,unknown,1
96,1,blue-collar,married,primary,no,1916,yes,yes,cellular,17,may,134,1,-1,0,unknown,1
97,1,student,married,primary,no,8795,yes,no,cellular,25,jul,242,5,-1,0,unknown,1
98,1,admin.,married,secondary,no,1016,yes,no,cellular,24,jul,210,3,0,0,unknown,1
99,1,admin.,single,secondary,no,241,yes,no,unknown,6,mar,127,2,-1,0,unknown,1
100,1,admin.,married,secondary,no,220,yes,no,cellular,14,jan,340,5,0,0,unknown,1
101,1,admin.,divorced,secondary,no,1195,yes,no,cellular,8,feb,361,1,0,0,unknown,1
102,1,management,single,tertiary,no,108,yes,no,cellular,14,may,450,1,362,1,other,2
103,1,self-employed,divorced,secondary,no,1984,no,no,cellular,27,feb,145,3,0,0,unknown,1
104,1,self-employed,divorced,tertiary,no,100,yes,no,unknown,18,mar,371,1,-1,0,unknown,1
105,1,entrepreneur,divorced,primary,no,109,yes,no,cellular,11,mar,77,1,352,4,unknown,1
106,1,admin.,single,unknown,no,154,yes,no,cellular,30,apr,32,3,-1,0,unknown,1
107,1,technician,single,tertiary,no,335,yes,no,cellular,25,apr,142,5,0,0,unknown,1
108,1,admin.,single,primary,no,87,yes,no,unknown,6,feb,598,1,0,0,unknown,2
109,1,technician,married,primary,no,123,no,no,unknown,14,may,36,3,0,0,unknown,1
110,0,management,married,tertiary,no,2402,no,no,cellular,21,apr,236,2,274,2,failure,1
111,1,retired,married,secondary,no,4346,no,no,cellular,19,aug,494,2,0,0,unknown,1
112,1,housemaid,married,tertiary,no,876,yes,yes,cellular,17,jul,237,1,0,0,unknown,1
113,1,retired,married,tertiary,no,1073,no,no,cellular,29,jul,150,1,0,0,unknown,1
114,1,housemaid,married,unknown,no,748,no,no,unknown,29,jun,66,7,-1,0,unknown,1
115,1,student,married,tertiary,no,-228,no,no,cellular,8,nov,409,1,0,0,unknown,1
116,1,blue-collar,single,secondary,no,205,yes,no,unknown,7,may,244,1,-1,0,unknown,1
117,1,unemployed,married,primary,no,882,yes,no,unknown,20,mar,151,2,0,0,unknown,1
118,1,student,divorced,tertiary,no,3328,yes,yes,cellular,12,mar,237,1,-1,0,unknown,1
119,1,housemaid,single,tertiary,no,899,yes,no,cellular,19,apr,151,1,265,2,failure,1
120,1,unemployed,married,tertiary,no,805,no,no,cellular,17,mar,75,1,0,0,unknown,1
121,1,student,divorced,tertiary,no,570,no,no,cellular,11,apr,78,3,0,0,unknown,1
122,1,self-employed,single,secondary,no,267,yes,no,cellular,20,jan,248,15,0,0,unknown,1
123,1,services,married,secondary,no,70,no,no,cellular,17,jan,367,7,-1,0,unknown,1
124,1,student,single,tertiary,no,150,yes,no,cellular,14,mar,115,2,337,2,failure,1
125,1,self-employed,single,secondary,no,3147,yes,yes,unknown,18,mar,29,1,0,0,unknown,1
126,1,entrepreneur,married,secondary,no,13867,no,no,telephone,2,jul,260,2,-1,0,unknown,1
127,1,services,married,secondary,no,2492,yes,no,cellular,29,apr,61,5,-1,0,unknown,1
128,1,self-employed,married,secondary,no,161,yes,no,cellular,7,apr,232,3,345,6,failure,1
129,1,student,divorced,secondary,no,513,yes,no,cellular,6,apr,152,2,279,1,failure,1
130,1,management,single,tertiary,no,13,no,no,cellular,11,aug,163,1,0,0,unknown,1
131,1,admin.,single,unknown,no,398,yes,no,cellular,16,jul,73,2,-1,0,unknown,1
132,1,admin.,married,secondary,no,2390,yes,no,telephone,23,mar,232,5,-1,0,unknown,1
133,1,self-employed,married,secondary,no,863,yes,no,cellular,20,nov,277,1,184,1,failure,1
134,1,student,divorced,secondary,no,907,no,no,cellular,25,apr,61,7,0,0,unknown,1
135,1,entrepreneur,divorced,secondary,no,4964,yes,no,telephone,29,jul,498,1,0,0,unknown,1
136,1,management,single,tertiary,no,164,yes,no,cellular,11,may,156,3,0,0,unknown,1
137,0,retired,married,primary,no,194,no,no,cellular,19,apr,660,5,0,0,unknown,2
138,1,housemaid,married,tertiary,no,122,no,no,cellular,1,sep,53,5,0,0,unknown,1
139,1,student,single,secondary,no,144,yes,no,unknown,3,may,134,5,0,0,unknown,1
140,1,entrepreneur,married,secondary,no,0,no,no,cellular,19,apr,142,7,0,0,unknown,1
141,1,admin.,single,secondary,no,903,yes,no,cellular,27,mar,150,3,-1,0,unknown,1
142,1,blue-collar,divorced,secondary,no,2113,no,yes,telephone,17,jul,32,2,0,0,unknown,1
143,1,self-employed,married,tertiary,no,4780,no,no,cellular,19,aug,242,7,-1,0,unknown,1
144,1,housemaid,married,unknown,no,150,yes,no,cellular,13,jan,224,3,0,0,unknown,1
145,1,student,single,secondary,no,130,yes,yes,cellular,14,mar,135,3,356,3,failure,1
146,1,student,single,secondary,no,41,no,no,cellular,14,may,145,3,-1,0,unknown,1
147,1,student,married,secondary,no,5028,yes,no,cellular,7,apr,243,2,368,1,failure,1
148,1,technician,single,tertiary,no,7348,yes,yes,cellular,16,mar,631,1,0,0,unknown,1
149,1,blue-collar,married,primary,no,88,yes,no,unknown,28,mar,223,10,0,0,unknown,1
150,1,self-employed,married,secondary,no,741,yes,no,cellular,14,mar,121,4,-1,0,unknown,1
151,1,retired,married,primary,no,-248,yes,no,cellular,3,feb,621,2,353,2,failure,2
152,1,housemaid,married,secondary,no,572,yes,no,cellular,29,jan,135,3,0,0,unknown,1
153,1,services,married,secondary,no,29,yes,yes,unknown,12,mar,626,1,-1,0,unknown,1
154,1,self-employed,married,secondary,no,2124,no,yes,unknown,17,jul,649,1,0,0,unknown,1
155,1,student,single,secondary,no,717,yes,no,unknown,17,mar,253,7,-1,0,unknown,1
156,1,entrepreneur,married,tertiary,no,82,yes,no,cellular,26,may,85,1,0,0,unknown,1
157,1,housemaid,married,secondary,no,78,yes,no,cellular,18,may,221,1,0,0,unknown,1
158,0,retired,divorced,tertiary,no,686,no,no,cellular,7,jan,367,1,-1,0,unknown,1
159,1,admin.,married,secondary,no,7711,yes,no,unknown,16,mar,381,1,0,0,unknown,1
160,1,student,married,tertiary,no,278,yes,yes,cellular,19,apr,359,1,0,0,unknown,1
161,1,housemaid,single,primary,no,121,no,no,cellular,13,may,52,1,364,2,failure,1
162,1,retired,married,tertiary,no,199,yes,no,cellular,11,aug,128,1,-1,0,unknown,1
163,1,entrepreneur,divorced,tertiary,no,2761,no,no,cellular,2,aug,470,1,-1,0,unknown,1
164,1,management,married,tertiary,no,691,no,yes,unknown,20,jun,57,2,0,0,unknown,1
165,1,admin.,married,primary,no,183,yes,no,unknown,21,may,301,1,-1,0,unknown,1
166,1,blue-collar,married,secondary,no,118,yes,no,unknown,28,mar,494,5,-1,0,unknown,1
167,1,student,married,primary,no,816,yes,no,cellular,2,aug,158,1,0,0,unknown,1
168,1,unemployed,divorced,secondary,no,80,no,no,cellular,15,may,44,3,0,0,unknown,1
169,1,services,married,secondary,no,78,yes,yes,unknown,4,jul,139,5,0,0,unknown,1
170,1,admin.,married,secondary,no,958,no,no,cellular,14,oct,898,3,180,1,other,2
171,1,management,married,tertiary,no,141,yes,no,cellular,17,nov,322,1,0,0,other,1
172,1,entrepreneur,married,secondary,no,2573,yes,no,cellular,15,mar,337,1,265,2,unknown,1
173,1,admin.,married,secondary,no,2475,no,no,cellular,1,oct,76,1,98,6,success,1
174,1,admin.,married,secondary,no,5347,yes,no,cellular,7,feb,245,2,97,1,success,2
175,1,self-employed,married,tertiary,no,83,no,no,cellular,14,aug,897,3,0,0,unknown,1
176,1,admin.,single,secondary,no,378,yes,no,cellular,29,jan,38,5,0,0,unknown,1
177,1,housemaid,married,tertiary,no,7298,no,no,cellular,20,may,369,1,38,0,unknown,2
178,1,blue-collar,divorced,tertiary,no,4468,no,no,unknown,6,jul,157,4,-1,0,unknown,1
179,1,blue-collar,married,primary,no,594,yes,no,unknown,14,mar,375,1,0,0,unknown,1
180,1,entrepreneur,divorced,secondary,no,2000,yes,no,unknown,16,mar,357,1,-1,0,unknown,1
181,1,entrepreneur,married,tertiary,no,232,no,no,cellular,6,apr,377,2,0,0,unknown,1
182,1,management,married,secondary,no,31,no,no,cellular,7,mar,205,1,283,4,other,1
183,1,housemaid,single,primary,no,144,no,no,unknown,6,jul,392,1,0,0,unknown,1
184,1,services,married,secondary,no,10,no,no,cellular,21,nov,43,3,0,0,unknown,1
185,1,student,married,tertiary,no,785,yes,no,cellular,14,mar,138,1,263,10,failure,1
186,1,management,married,tertiary,no,930,yes,no,cellular,27,may,186,2,0,0,unknown,1
187,1,unemployed,single,tertiary,no,51,no,no,telephone,1,oct,29,1,0,0,unknown,1
188,1,admin.,divorced,secondary,no,123,yes,no,cellular,24,jul,504,1,0,0,unknown,1
189,1,unemployed,married,secondary,no,-27,yes,no,cellular,12,aug,326,1,0,0,unknown,1
190,1,self-employed,married,secondary,no,741,no,no,telephone,19,aug,57,1,0,0,unknown,1
191,1,blue-collar,single,tertiary,no,782,no,no,cellular,20,nov,42,1,184,4,other,1
192,1,student,married,tertiary,no,7281,no,no,cellular,11,apr,137,1,-1,0,unknown,1
193,1,student,single,secondary,no,2498,no,no,cellular,17,jan,141,7,0,0,unknown,1
194,1,retired,married,primary,no,580,yes,no,cellular,20,may,136,2,0,0,unknown,1
195,1,blue-collar,married,primary,no,2558,yes,no,telephone,17,apr,142,1,-1,0,unknown,1
196,1,self-employed,married,secondary,no,152,yes,yes,unknown,4,may,324,1,0,0,unknown,1
197,1,self-employed,single,tertiary,no,954,no,yes,unknown,25,jan,611,1,-1,0,unknown,1
198,1,student,divorced,secondary,no,214,no,no,telephone,6,jul,240,3,-1,0,unknown,1
199,1,student,divorced,secondary,no,94,yes,yes,cellular,1,oct,211,1,0,0,unknown,1
200,1,management,married,tertiary,no,48,yes,no,cellular,25,jul,494,2,0,0,unknown,1
201,1,entrepreneur,single,tertiary,no,101,yes,no,cellular,17,may,52,1,0,0,unknown,1
202,1,admin.,married,secondary,no,2216,yes,no,cellular,20,aug,257,5,0,0,unknown,1
203,1,admin.,divorced,secondary,no,47,yes,yes,cellular,16,may,137,1,-1,0,unknown,1
204,1,blue-collar,single,primary,no,441,no,no,unknown,12,mar,389,2,0,0,unknown,1
205,1,entrepreneur,married,tertiary,no,514,no,yes,cellular,8,jan,651,1,0,0,unknown,1
206,1,services,married,secondary,no,104,yes,no,unknown,27,may,244,2,-1,0,unknown,1
207,1,blue-collar,married,secondary,no,1850,yes,no,cellular,29,jan,55,1,0,0,unknown,1
208,1,retired,married,secondary,no,4666,no,no,telephone,29,jan,535,3,0,0,unknown,1
209,1,admin.,single,secondary,no,76,no,yes,telephone,7,jan,247,4,0,0,unknown,1
210,1,housemaid,single,tertiary,no,4509,yes,no,cellular,19,jan,244,2,0,0,unknown,1
211,1,housemaid,married,tertiary,no,13432,no,no,cellular,17,nov,89,5,0,0,unknown,1
212,1,management,married,secondary,no,967,no,yes,cellular,6,aug,372,2,0,0,unknown,1
213,1,student,married,tertiary,no,137,no,no,cellular,19,nov,75,1,-1,0,unknown,1
214,1,management,single,secondary,no,1062,no,no,unknown,20,may,234,1,-1,0,unknown,1
215,1,student,married,tertiary,no,1107,no,no,telephone,29,jan,56,2,-1,0,unknown,1
216,1,admin.,single,primary,no,841,yes,no,cellular,17,may,126,1,355,4,failure,1
217,1,management,married,primary,no,-37,yes,no,cellular,7,mar,222,1,-1,0,unknown,1
218,1,housemaid,divorced,secondary,no,65,no,no,unknown,3,dec,188,1,-1,0,unknown,1
219,1,admin.,married,secondary,no,4939,no,no,cellular,20,aug,54,4,96,2,success,2
220,1,management,married,secondary,no,4593,no,no,cellular,25,aug,256,4,0,0,unknown,1
221,1,entrepreneur,married,primary,no,130,yes,no,unknown,14,may,246,1,0,0,unknown,1
222,1,unemployed,single,secondary,no,133,yes,no,cellular,7,dec,239,1,0,0,unknown,1
223,1,management,single,tertiary,no,66,no,no,cellular,14,aug,140,3,0,0,unknown,1
224,1,student,single,tertiary,no,749,no,no,cellular,17,aug,264,5,0,0,unknown,1
225,1,housemaid,married,secondary,no,45,yes,no,telephone,6,jan,349,3,-1,0,unknown,1
226,0,management,married,tertiary,no,-53,no,no,cellular,16,sep,342,3,318,3,failure,2
227,1,admin.,married,secondary,no,-44,yes,no,cellular,19,jan,322,5,0,0,unknown,1
228,1,retired,married,tertiary,no,415,no,no,unknown,29,jul,973,7,0,0,unknown,2
229,1,admin.,married,secondary,no,878,no,yes,cellular,5,jan,45,1,-1,0,unknown,1
230,1,management,married,secondary,no,4244,no,no,cellular,17,aug,48,1,0,0,unknown,1
231,1,retired,married,unknown,no,125,no,yes,cellular,16,jul,366,5,-1,0,unknown,1
232,1,student,single,tertiary,no,-131,yes,no,unknown,27,mar,447,1,-1,0,unknown,1
233,1,housemaid,divorced,tertiary,no,2030,yes,no,cellular,19,apr,374,2,0,0,unknown,1
234,1,entrepreneur,married,tertiary,no,129,yes,no,cellular,3,nov,111,5,94,4,other,1
235,1,technician,single,secondary,no,2763,no,no,cellular,7,feb,450,1,90,0,success,2
236,1,unemployed,divorced,tertiary,no,366,yes,no,cellular,7,dec,49,2,0,0,other,1
237,1,unemployed,married,secondary,no,821,yes,no,cellular,14,mar,136,3,-1,0,unknown,1
238,1,housemaid,married,tertiary,no,184,no,no,unknown,17,jun,152,1,0,0,unknown,1
239,0,unemployed,married,tertiary,no,1060,no,no,cellular,6,aug,264,3,-1,0,unknown,2
240,1,student,divorced,secondary,no,96,no,yes,cellular,14,aug,53,2,-1,0,unknown,1
241,1,admin.,single,secondary,no,585,no,no,cellular,6,feb,178,1,288,0,other,1
242,1,blue-collar,married,tertiary,no,956,yes,no,unknown,6,mar,180,3,0,0,unknown,1
243,1,admin.,married,primary,no,-18,yes,no,unknown,7,jun,237,1,-1,0,unknown,1
244,1,self-employed,married,secondary,no,8,yes,yes,unknown,19,mar,233,4,-1,0,unknown,1
245,1,entrepreneur,married,secondary,no,2445,yes,no,unknown,13,mar,859,1,-1,0,unknown,1
246,0,retired,divorced,secondary,no,510,no,no,cellular,18,may,355,1,-1,0,unknown,2
247,1,blue-collar,married,unknown,no,2137,no,no,telephone,28,nov,43,3,-1,0,unknown,1
248,1,blue-collar,married,tertiary,no,14844,no,no,cellular,12,aug,249,5,-1,0,unknown,2
249,1,entrepreneur,divorced,primary,no,73,yes,no,cellular,20,jan,369,1,190,4,failure,1
250,1,self-employed,married,secondary,no,1142,no,no,cellular,13,jan,872,2,0,0,unknown,2
251,1,retired,married,tertiary,no,418,yes,no,cellular,16,apr,240,1,130,1,other,1
252,1,entrepreneur,married,primary,no,79,yes,no,cellular,25,feb,73,7,-1,0,unknown,1
253,1,unemployed,divorced,tertiary,no,160,no,no,cellular,12,apr,236,3,0,0,unknown,2
254,1,housemaid,married,primary,no,547,no,no,cellular,21,aug,267,5,0,0,unknown,1
255,1,blue-collar,divorced,primary,no,190,no,no,unknown,20,mar,210,1,-1,0,unknown,1
256,1,retired,married,tertiary,no,2213,no,no,cellular,20,may,245,10,0,0,unknown,1
257,1,housemaid,divorced,unknown,no,1140,yes,no,unknown,16,jun,527,1,-1,0,unknown,1
258,1,unemployed,married,tertiary,no,2331,no,no,cellular,3,apr,73,1,90,6,success,1
259,1,services,single,secondary,no,30,yes,yes,cellular,19,apr,110,1,-1,0,unknown,1
260,1,admin.,single,secondary,no,2003,no,no,cellular,29,jun,67,3,0,0,unknown,1
261,1,admin.,married,secondary,no,2636,yes,no,cellular,25,nov,136,1,-1,0,unknown,1
262,1,student,married,secondary,no,2362,no,no,cellular,7,mar,157,2,0,0,unknown,2
263,1,student,divorced,tertiary,no,32,yes,no,telephone,8,jan,46,1,0,0,unknown,1
264,1,self-employed,single,secondary,no,4828,no,no,cellular,17,aug,605,2,-1,0,unknown,1
265,1,management,single,secondary,no,39,no,no,cellular,26,dec,449,1,0,0,unknown,1
266,1,management,single,tertiary,no,1003,no,no,cellular,25,jul,278,1,0,0,unknown,2
267,1,housemaid,married,primary,no,-14,no,no,cellular,20,nov,156,1,142,3,failure,2
268,1,retired,married,tertiary,no,4606,no,no,unknown,4,may,238,1,0,0,unknown,1
269,1,student,single,tertiary,no,117,no,no,cellular,6,aug,209,5,0,0,unknown,1
270,1,management,married,tertiary,no,757,yes,no,telephone,22,jul,546,1,-1,0,unknown,1
271,1,housemaid,married,tertiary,no,2013,no,yes,cellular,29,jan,155,2,-1,0,unknown,1
272,1,entrepreneur,married,tertiary,no,199,no,no,cellular,6,aug,260,1,0,0,unknown,1
273,1,housemaid,married,primary,no,1598,yes,yes,unknown,18,mar,242,1,0,0,unknown,1
274,1,self-employed,single,secondary,no,832,no,no,cellular,20,feb,74,1,174,1,other,1
275,1,management,married,tertiary,no,1135,no,yes,cellular,6,aug,517,10,0,0,unknown,1
276,1,admin.,married,primary,no,62,no,no,cellular,12,aug,218,2,0,0,unknown,1
277,1,blue-collar,married,primary,no,120,yes,no,cellular,14,may,67,1,352,4,failure,1
278,1,housemaid,single,tertiary,no,3090,yes,yes,cellular,2,mar,314,5,0,0,unknown,2
279,1,blue-collar,divorced,secondary,no,863,yes,no,cellular,28,mar,328,2,-1,0,unknown,1
280,1,entrepreneur,married,primary,no,115,no,no,cellular,25,aug,249,2,0,0,unknown,1
281,1,admin.,single,secondary,no,3006,yes,yes,cellular,2,feb,337,1,0,0,unknown,2
282,1,student,married,unknown,no,5032,no,no,unknown,16,jul,48,1,-1,0,unknown,1
283,1,blue-collar,married,tertiary,no,131,no,no,cellular,7,nov,131,2,97,4,success,1
284,0,management,single,secondary,no,1060,no,no,cellular,5,aug,682,16,0,0,unknown,2
285,1,entrepreneur,single,secondary,no,176,no,no,cellular,16,jan,670,1,0,0,unknown,2
286,1,housemaid,single,tertiary,no,886,yes,no,unknown,4,mar,336,5,0,0,unknown,1
287,1,retired,married,secondary,no,903,yes,no,cellular,22,jul,229,2,0,0,unknown,1
288,1,student,married,secondary,no,28,no,no,cellular,17,jul,82,2,0,0,unknown,1
289,1,admin.,married,secondary,no,-263,yes,yes,cellular,11,apr,802,2,0,0,unknown,2
290,1,management,married,secondary,no,5644,no,no,telephone,15,feb,76,2,0,0,unknown,1
291,1,management,married,tertiary,no,159,yes,no,cellular,17,may,232,1,0,0,unknown,1
292,1,student,single,secondary,no,39,yes,no,cellular,3,aug,65,1,0,0,unknown,1
293,1,admin.,divorced,primary,no,3097,no,yes,cellular,7,jul,63,2,-1,0,unknown,1
294,1,student,single,secondary,no,480,yes,no,cellular,7,apr,374,2,0,0,unknown,1
295,1,services,single,secondary,no,1025,no,no,unknown,17,may,249,1,0,0,unknown,1
296,1,management,married,tertiary,no,1960,no,no,unknown,28,jun,380,4,0,0,unknown,1
297,1,blue-collar,married,secondary,no,522,no,no,cellular,7,feb,178,3,-1,0,unknown,1
