,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
62,0,management,single,secondary,no,1042,yes,no,cellular,29,may,775,1,362,1,failure,2
63,1,blue-collar,married,tertiary,no,2243,yes,no,unknown,19,mar,176,2,-1,0,unknown,1
64,1,blue-collar,married,primary,no,292,yes,no,unknown,14,may,180,1,-1,0,unknown,1
65,1,housemaid,married,tertiary,no,-66,no,yes,cellular,29,jan,211,4,0,0,unknown,1
66,1,admin.,married,secondary,no,509,yes,no,cellular,7,jan,156,1,359,0,unknown,1
67,1,retired,married,secondary,no,-61,yes,yes,cellular,26,apr,94,5,0,0,unknown,1
68,1,management,married,secondary,no,59,no,yes,telephone,13,jan,1279,2,0,9,unknown,1
69,1,student,married,secondary,no,-673,yes,no,cellular,13,apr,123,2,0,0,unknown,1
70,1,student,single,tertiary,no,462,yes,no,cellular,19,may,870,1,0,0,unknown,1
71,1,technician,married,secondary,no,462,yes,no,unknown,14,mar,123,3,-1,0,unknown,1
72,1,blue-collar,married,secondary,no,71,yes,no,cellular,5,may,210,3,350,4,other,1
73,1,blue-collar,single,secondary,no,17,yes,yes,cellular,15,may,318,1,368,5,other,1
74,1,housemaid,married,tertiary,no,1322,yes,no,cellular,12,jan,292,2,0,0,unknown,1
75,1,admin.,married,primary,no,-50,yes,no,unknown,18,jun,134,3,-1,0,unknown,1
76,0,retired,married,secondary,no,-667,no,no,cellular,23,jul,469,1,0,0,unknown,1
77,1,admin.,married,secondary,no,-144,yes,no,unknown,17,mar,33,4,-1,0,unknown,1
78,1,retired,divorced,secondary,no,3385,no,no,unknown,3,jul,262,1,-1,0,unknown,1
79,1,housemaid,married,tertiary,no,66,yes,no,unknown,7,may,204,1,0,0,unknown,1
80,1,admin.,single,secondary,no,-47,yes,no,unknown,22,mar,486,2,0,0,unknown,1
81,1,self-employed,married,tertiary,no,1241,no,no,cellular,25,aug,246,1,102,2,success,1
82,1,management,married,secondary,no,273,yes,yes,unknown,5,mar,188,1,-1,0,unknown,1
83,1,admin.,married,secondary,no,23,no,no,unknown,11,mar,660,2,0,0,unknown,1
84,1,admin.,married,primary,no,3424,no,yes,cellular,5,feb,249,1,100,0,success,1
85,1,student,single,tertiary,no,967,no,no,cellular,28,apr,565,8,-1,0,unknown,2
86,1,admin.,married,primary,no,313,no,no,cellular,23,jan,375,1,-1,0,unknown,2
87,1,admin.,single,secondary,no,-28,no,no,unknown,21,may,359,1,0,0,unknown,1
88,1,student,married,tertiary,no,-59,yes,no,unknown,6,mar,109,2,0,0,unknown,1
89,1,self-employed,married,secondary,no,4396,yes,no,unknown,19,jun,334,3,0,0,unknown,1
90,1,admin.,single,tertiary,no,236,yes,no,cellular,29,apr,257,2,-1,0,unknown,2
91,1,management,married,secondary,no,6755,yes,no,unknown,6,jul,141,4,0,0,unknown,1
92,1,housemaid,married,tertiary,no,227,no,no,cellular,28,jan,144,3,0,0,unknown,1
93,1,admin.,single,tertiary,no,768,yes,yes,cellular,17,jan,112,1,0,0,unknown,1
94,1,admin.,single,secondary,no,311,yes,no,unknown,5,mar,114,19,0,0,unknown,1
95,1,technician,single,secondary,no,545,no,no,cellular,11,apr,886,1,-1,0,unknown,1
96,1,housemaid,married,tertiary,no,4465,no,no,cellular,22,aug,122,1,0,0,unknown,1
97,1,student,married,secondary,no,122,yes,no,cellular,14,may,123,1,351,1,failure,1
98,1,blue-collar,married,primary,no,-83,no,no,unknown,26,mar,235,1,-1,0,unknown,1
99,1,admin.,married,secondary,no,540,yes,no,cellular,18,mar,276,1,0,0,unknown,1
100,1,self-employed,single,unknown,no,-32,yes,no,cellular,17,feb,93,1,0,0,unknown,1
101,1,entrepreneur,single,secondary,no,5345,no,no,cellular,2,dec,627,1,-1,0,unknown,2
102,1,entrepreneur,married,secondary,no,383,no,no,cellular,3,mar,168,1,-1,0,unknown,1
103,1,student,married,secondary,no,90,no,no,cellular,29,aug,606,1,-1,0,unknown,1
104,1,student,married,secondary,no,58,no,no,unknown,17,jul,110,3,-1,0,unknown,1
105,1,admin.,married,secondary,no,510,no,yes,telephone,26,jul,54,1,-1,0,unknown,1
106,1,management,married,tertiary,no,628,no,no,cellular,8,oct,354,2,253,1,failure,2
107,1,admin.,married,primary,no,687,no,no,cellular,20,may,138,2,-1,0,unknown,1
108,1,self-employed,married,secondary,no,987,no,no,cellular,18,may,25,2,0,0,unknown,1
109,1,housemaid,single,secondary,no,1465,no,no,cellular,26,apr,108,4,0,0,unknown,1
110,1,housemaid,married,tertiary,no,1877,no,yes,cellular,12,apr,156,2,0,0,unknown,1
111,1,housemaid,single,secondary,no,1627,yes,no,unknown,16,nov,630,2,-1,0,unknown,1
112,1,housemaid,divorced,tertiary,no,1757,yes,yes,cellular,12,apr,740,2,0,0,unknown,1
113,1,housemaid,married,tertiary,no,9322,yes,no,cellular,2,dec,39,5,279,1,failure,1
114,1,admin.,divorced,primary,no,1070,no,no,unknown,22,jun,36,2,-1,0,unknown,1
115,1,admin.,married,secondary,yes,-229,yes,yes,cellular,3,may,156,1,148,1,failure,1
116,1,admin.,married,primary,no,322,yes,yes,unknown,25,mar,473,3,-1,0,unknown,1
117,1,housemaid,single,tertiary,no,658,yes,no,cellular,15,oct,212,1,294,2,failure,1
118,1,student,married,tertiary,no,362,yes,no,cellular,7,apr,108,36,98,4,failure,1
119,1,blue-collar,divorced,secondary,no,-69,yes,no,unknown,9,mar,324,15,-1,0,unknown,1
120,1,blue-collar,married,secondary,no,1405,yes,no,telephone,6,feb,288,1,278,2,unknown,2
121,1,admin.,single,secondary,no,-416,yes,no,cellular,8,apr,241,1,332,5,failure,1
122,1,student,married,unknown,no,8,no,yes,unknown,21,mar,160,1,0,0,unknown,1
123,1,services,single,tertiary,no,-67,no,no,unknown,10,jan,243,1,0,0,unknown,1
124,1,housemaid,married,tertiary,no,-463,yes,no,unknown,8,may,108,2,-1,0,unknown,1
125,1,entrepreneur,single,primary,no,130,yes,no,unknown,4,mar,185,2,-1,0,unknown,1
126,1,management,married,tertiary,no,7577,yes,no,unknown,12,mar,144,2,-1,0,unknown,1
127,1,admin.,divorced,secondary,no,-93,no,no,unknown,15,mar,50,4,-1,0,unknown,1
128,1,housemaid,single,tertiary,no,6569,no,no,cellular,20,may,109,1,0,0,unknown,1
129,1,blue-collar,married,secondary,no,1218,yes,no,unknown,5,may,593,2,0,0,unknown,1
130,1,admin.,single,secondary,no,488,yes,no,unknown,8,mar,40,3,0,0,unknown,1
131,1,student,single,secondary,no,-532,no,yes,cellular,17,may,386,1,0,0,unknown,1
132,1,admin.,married,tertiary,no,31,no,yes,cellular,29,jan,311,3,0,0,unknown,1
133,1,management,married,primary,no,3227,no,no,cellular,12,apr,385,2,0,0,unknown,1
134,1,self-employed,single,secondary,no,4472,no,no,unknown,11,mar,857,2,-1,0,unknown,2
135,1,entrepreneur,married,secondary,no,16,yes,no,unknown,6,mar,104,6,0,0,unknown,1
136,1,housemaid,single,tertiary,no,562,yes,no,telephone,15,may,33,1,365,0,other,1
137,1,retired,divorced,secondary,no,5,yes,no,cellular,21,may,298,1,0,0,unknown,1
138,1,student,married,secondary,no,-85,yes,no,cellular,10,jan,636,10,0,0,unknown,1
139,1,management,divorced,secondary,no,145,no,yes,telephone,9,jan,461,5,-1,0,unknown,2
140,1,admin.,married,secondary,no,5,yes,no,unknown,6,mar,267,1,-1,0,unknown,1
141,1,admin.,single,secondary,no,-10,yes,no,unknown,28,feb,335,3,0,0,unknown,1
142,0,retired,divorced,primary,no,5,no,no,cellular,26,aug,169,3,100,3,other,1
143,1,housemaid,married,tertiary,no,8,yes,no,cellular,18,jan,268,1,-1,0,unknown,1
144,1,housemaid,divorced,secondary,no,416,yes,no,unknown,19,jul,43,5,-1,0,unknown,1
145,1,technician,married,secondary,yes,-92,yes,yes,unknown,14,jul,156,2,0,0,unknown,1
146,1,housemaid,single,tertiary,no,1784,yes,no,unknown,26,mar,503,1,-1,0,unknown,1
147,1,admin.,single,secondary,no,3560,no,no,telephone,2,jul,330,1,0,0,unknown,1
148,1,student,single,secondary,no,0,yes,no,cellular,29,jan,278,6,0,0,unknown,1
149,1,management,married,primary,no,1473,no,no,cellular,26,apr,967,3,0,0,unknown,1
150,1,management,divorced,tertiary,no,22,no,no,telephone,12,mar,105,1,-1,0,unknown,1
151,1,management,divorced,tertiary,no,244,yes,no,unknown,21,mar,82,1,-1,0,unknown,1
152,1,admin.,single,tertiary,no,-78,yes,no,cellular,12,feb,27,5,0,0,unknown,1
153,1,student,single,secondary,no,2005,no,no,cellular,29,jan,246,2,0,0,unknown,1
154,1,housemaid,single,tertiary,no,520,yes,no,cellular,5,may,28,2,0,0,unknown,1
155,1,admin.,married,secondary,no,2215,yes,yes,cellular,21,may,103,4,0,0,unknown,1
156,1,entrepreneur,married,primary,no,-54,no,no,cellular,12,apr,322,1,0,0,unknown,1
157,1,admin.,divorced,secondary,no,99,yes,yes,unknown,30,mar,234,1,0,0,unknown,1
158,1,student,single,tertiary,no,-37,no,no,cellular,3,nov,163,1,-1,0,unknown,1
159,1,admin.,divorced,secondary,no,-32,yes,no,unknown,13,mar,220,3,-1,0,unknown,1
160,1,housemaid,single,tertiary,no,12021,yes,no,cellular,18,feb,392,15,0,0,unknown,1
161,0,self-employed,married,secondary,no,1691,no,no,cellular,5,dec,164,2,187,1,success,1
162,1,technician,married,primary,no,4929,no,no,cellular,28,feb,375,1,-1,0,unknown,1
163,1,services,married,secondary,no,-6,yes,no,cellular,28,may,243,10,0,0,other,1
164,1,housemaid,married,tertiary,no,1622,no,no,cellular,28,feb,231,6,-1,0,unknown,1
165,1,admin.,married,secondary,no,1114,yes,no,cellular,19,apr,290,2,345,1,failure,1
166,1,admin.,single,secondary,no,44,yes,yes,cellular,2,jul,360,1,0,0,unknown,1
167,1,technician,single,tertiary,no,900,no,no,cellular,2,dec,46,3,-1,0,unknown,1
168,1,management,single,secondary,no,118,no,no,cellular,2,dec,82,1,147,1,success,1
169,1,admin.,single,secondary,no,-382,yes,no,cellular,6,mar,258,1,313,3,other,1
170,1,retired,divorced,secondary,no,-119,no,yes,cellular,16,feb,151,1,0,0,unknown,1
171,1,management,married,secondary,no,-93,no,no,telephone,28,jan,107,2,0,0,unknown,1
172,1,housemaid,married,tertiary,no,-28,no,no,cellular,5,apr,679,2,0,0,unknown,2
173,1,admin.,single,secondary,no,1226,no,no,telephone,28,feb,183,1,-1,0,unknown,2
174,1,admin.,single,primary,no,492,yes,no,unknown,6,may,382,3,0,0,unknown,1
175,1,housemaid,married,tertiary,no,6499,no,no,cellular,5,apr,548,2,-1,0,unknown,1
176,0,retired,single,tertiary,no,4065,no,no,cellular,5,jun,213,1,-1,0,unknown,2
177,1,housemaid,married,tertiary,no,746,yes,no,cellular,11,mar,104,2,365,0,failure,1
178,1,student,single,tertiary,no,379,no,no,cellular,4,dec,243,2,-1,0,unknown,1
179,1,student,divorced,secondary,no,52,yes,no,unknown,26,mar,79,1,0,0,unknown,1
180,1,admin.,married,primary,no,4,yes,no,unknown,30,mar,121,2,-1,0,unknown,1
181,1,admin.,married,secondary,no,266,no,no,cellular,8,aug,433,7,-1,0,unknown,1
182,1,management,divorced,tertiary,no,-652,no,no,cellular,24,apr,88,6,0,0,unknown,1
183,1,technician,married,secondary,no,1214,yes,no,cellular,19,may,232,3,193,9,success,1
184,1,admin.,married,tertiary,no,19,yes,no,telephone,17,may,562,1,102,1,other,2
185,1,admin.,married,primary,no,77,yes,yes,cellular,20,jul,174,3,0,0,unknown,1
186,1,blue-collar,married,unknown,no,127,yes,no,cellular,16,may,91,1,188,1,failure,1
187,1,retired,married,secondary,no,1065,no,no,cellular,16,apr,31,3,-1,0,unknown,1
188,1,housemaid,single,tertiary,no,-8,yes,no,cellular,22,jan,282,1,-1,0,unknown,1
189,1,management,married,tertiary,no,194,yes,no,cellular,30,jan,231,2,0,0,unknown,1
190,1,student,single,tertiary,no,339,no,no,cellular,19,may,189,2,0,0,unknown,1
191,1,admin.,married,primary,no,-20,no,no,cellular,14,mar,117,3,0,0,unknown,1
192,1,technician,divorced,unknown,no,894,yes,no,unknown,13,may,154,2,0,0,unknown,1
193,1,student,single,secondary,no,2226,no,no,cellular,18,jul,238,8,0,0,unknown,1
194,1,housemaid,married,tertiary,no,0,no,yes,cellular,2,feb,837,2,0,0,unknown,1
195,1,student,married,primary,no,153,yes,no,unknown,21,may,25,5,-1,0,unknown,1
196,1,admin.,married,secondary,yes,-35,yes,yes,cellular,2,feb,331,1,149,1,other,1
197,1,technician,single,tertiary,no,639,yes,no,cellular,2,feb,23,3,0,0,unknown,1
198,1,housemaid,married,tertiary,no,-98,yes,no,cellular,5,mar,161,2,358,2,failure,1
199,1,housemaid,married,tertiary,no,4676,no,no,cellular,14,apr,184,1,289,9,failure,1
200,1,admin.,married,secondary,no,-509,no,no,cellular,25,jul,103,4,-1,0,unknown,1
201,1,blue-collar,married,primary,no,11,yes,no,cellular,18,may,354,2,191,3,failure,1
202,1,self-employed,married,secondary,no,-290,yes,no,unknown,17,mar,219,1,-1,0,unknown,1
203,1,student,divorced,secondary,no,1194,yes,no,telephone,28,may,78,3,343,2,failure,1
204,1,blue-collar,married,secondary,no,453,yes,no,cellular,4,dec,112,1,-1,0,unknown,1
205,1,student,married,secondary,no,337,yes,no,unknown,5,may,10,3,-1,0,unknown,1
206,1,self-employed,divorced,secondary,no,1341,yes,no,cellular,11,dec,88,10,0,0,unknown,1
207,1,housemaid,married,tertiary,no,3068,yes,no,cellular,21,may,250,1,104,2,failure,2
208,1,admin.,married,primary,no,2224,no,no,cellular,18,apr,268,3,0,0,unknown,1
209,1,self-employed,married,secondary,no,2261,yes,no,cellular,29,apr,325,1,0,0,unknown,1
210,1,management,single,tertiary,no,975,no,no,cellular,21,nov,389,1,0,0,unknown,2
211,1,services,single,unknown,no,65,no,no,cellular,8,jan,253,1,-1,0,unknown,1
212,1,admin.,married,secondary,no,4689,yes,yes,cellular,23,jul,577,4,0,0,unknown,1
213,0,self-employed,married,secondary,yes,-144,yes,no,unknown,23,jun,71,6,0,0,unknown,1
214,1,management,married,unknown,no,-2,no,no,telephone,11,apr,167,2,0,0,unknown,1
215,1,self-employed,married,secondary,no,4133,yes,yes,telephone,8,mar,149,2,355,1,failure,1
216,1,blue-collar,single,secondary,no,426,no,no,cellular,13,jul,102,6,0,0,unknown,1
217,1,student,married,tertiary,no,2478,yes,no,cellular,12,aug,169,1,75,1,failure,1
218,1,self-employed,married,secondary,no,-744,yes,yes,unknown,19,mar,192,3,-1,0,unknown,1
219,1,management,married,tertiary,no,9292,no,no,cellular,6,apr,193,1,-1,0,unknown,1
220,1,technician,single,secondary,no,298,yes,no,cellular,14,mar,586,1,342,1,success,2
221,1,retired,married,secondary,no,1424,yes,yes,cellular,17,feb,462,1,278,1,failure,1
222,1,admin.,married,secondary,yes,288,yes,no,telephone,23,jan,33,2,-1,0,unknown,1
223,1,self-employed,married,primary,no,15822,no,no,unknown,2,jul,393,1,0,0,unknown,2
224,1,student,married,tertiary,no,13,no,no,cellular,20,may,169,4,0,0,unknown,1
225,1,entrepreneur,married,tertiary,no,6168,yes,yes,cellular,21,may,571,2,0,1,failure,1
226,1,housemaid,married,tertiary,no,1113,no,no,cellular,8,apr,472,1,-1,0,unknown,1
227,1,admin.,single,secondary,no,2264,yes,no,unknown,20,jun,39,3,0,0,unknown,1
228,0,entrepreneur,married,unknown,no,8290,no,no,unknown,3,jul,45,6,-1,0,unknown,1
229,1,management,married,primary,no,310,no,yes,cellular,8,dec,210,4,-1,0,unknown,1
230,1,retired,married,tertiary,no,-19,no,no,cellular,18,apr,116,3,-1,0,unknown,1
231,1,admin.,single,secondary,no,476,yes,no,cellular,18,may,169,3,361,2,failure,1
232,1,self-employed,single,tertiary,no,386,no,yes,cellular,9,jan,338,2,-1,0,unknown,1
233,1,technician,married,primary,no,13,no,no,telephone,19,apr,308,15,0,0,unknown,1
234,1,technician,married,secondary,no,50,yes,no,unknown,30,mar,93,2,-1,0,unknown,1
235,1,admin.,married,secondary,no,3777,yes,yes,unknown,15,mar,470,2,-1,0,unknown,1
236,1,services,divorced,primary,no,-42,no,no,cellular,26,may,224,2,366,1,failure,1
237,1,housemaid,married,tertiary,no,409,yes,no,cellular,20,jan,151,2,0,0,unknown,1
238,1,management,married,tertiary,no,464,yes,no,unknown,5,mar,197,2,0,0,unknown,1
239,1,admin.,married,secondary,no,77,yes,no,cellular,2,apr,498,2,360,0,unknown,2
240,1,student,married,secondary,no,1221,yes,no,cellular,12,jan,171,2,-1,0,unknown,1
241,1,student,married,secondary,no,3282,yes,no,cellular,7,mar,277,2,0,0,unknown,1
242,1,housemaid,married,tertiary,no,5935,no,no,cellular,22,aug,33,1,155,5,failure,1
243,0,retired,married,primary,no,527,no,no,cellular,13,apr,305,2,-1,0,unknown,1
244,1,housemaid,single,tertiary,no,651,no,no,cellular,18,apr,47,2,0,0,unknown,1
245,1,self-employed,single,secondary,no,228,yes,no,unknown,16,mar,897,1,-1,0,unknown,1
246,1,technician,married,tertiary,no,3567,no,no,cellular,20,may,31,6,0,0,unknown,1
247,1,technician,married,tertiary,no,-824,no,no,unknown,2,jun,99,2,0,0,unknown,1
248,1,student,single,tertiary,no,290,no,no,cellular,18,apr,85,2,0,0,unknown,1
249,1,housemaid,married,tertiary,no,4865,yes,yes,cellular,20,may,318,1,197,9,failure,1
250,0,self-employed,married,secondary,no,2897,no,yes,cellular,29,may,169,1,0,0,unknown,1
251,1,housemaid,married,tertiary,no,842,yes,no,unknown,8,jun,173,1,0,0,unknown,1
252,0,admin.,single,secondary,no,9,no,no,cellular,2,feb,111,1,255,4,success,1
253,1,admin.,married,secondary,no,131,no,no,cellular,5,dec,163,2,280,2,success,1
254,1,self-employed,divorced,secondary,no,-596,yes,no,cellular,12,mar,169,2,0,0,unknown,1
255,1,services,single,unknown,no,316,no,no,cellular,5,dec,447,1,189,9,failure,1
256,1,blue-collar,divorced,primary,no,-66,yes,yes,cellular,5,mar,287,1,0,0,unknown,1
257,1,management,divorced,unknown,no,388,no,no,cellular,17,oct,287,1,0,0,unknown,1
258,1,management,married,tertiary,no,26328,yes,yes,cellular,7,apr,281,1,226,3,other,1
259,0,management,married,tertiary,no,1458,no,no,telephone,21,may,286,1,192,1,failure,1
260,1,self-employed,divorced,secondary,no,446,no,no,unknown,25,jul,375,2,-1,0,unknown,1
261,1,housemaid,single,tertiary,no,260,yes,no,cellular,14,apr,233,2,0,0,unknown,1
262,1,housemaid,married,tertiary,no,8,no,no,cellular,23,apr,257,1,0,0,unknown,2
263,1,student,single,tertiary,no,4268,yes,no,cellular,15,oct,183,2,0,0,unknown,1
264,1,housemaid,married,tertiary,no,843,yes,no,cellular,30,jan,160,2,0,0,unknown,2
265,1,entrepreneur,divorced,secondary,no,1071,yes,yes,cellular,11,jan,194,10,0,0,unknown,1
266,1,admin.,divorced,secondary,no,33,no,no,unknown,3,jul,329,1,-1,0,unknown,1
267,1,admin.,divorced,secondary,no,2299,yes,no,cellular,17,apr,633,1,-1,0,unknown,2
268,1,blue-collar,divorced,primary,no,382,no,no,unknown,20,jul,570,1,-1,0,unknown,1
269,1,student,single,secondary,no,2477,no,no,cellular,6,feb,163,1,-1,0,unknown,1
270,1,housemaid,married,tertiary,no,-2,no,yes,cellular,8,jan,640,6,0,0,unknown,1
271,1,admin.,single,secondary,no,4,yes,no,cellular,28,jan,520,5,-1,0,unknown,1
272,1,housemaid,married,tertiary,no,331,no,yes,cellular,12,apr,231,1,0,0,unknown,1
273,1,self-employed,married,secondary,no,-614,no,yes,cellular,9,jan,135,8,0,0,unknown,1
274,1,services,divorced,secondary,no,2078,no,yes,unknown,6,mar,285,1,-1,0,unknown,1
275,1,self-employed,married,secondary,no,249,yes,yes,unknown,11,mar,110,5,-1,0,unknown,1
276,1,housemaid,single,unknown,no,-76,no,no,telephone,17,jul,172,2,0,0,unknown,1
277,1,admin.,married,secondary,no,-124,no,no,cellular,23,mar,89,1,0,0,unknown,1
278,1,admin.,single,secondary,no,-14,no,no,cellular,12,mar,186,1,0,0,unknown,1
279,1,admin.,married,secondary,no,-43,yes,no,cellular,3,jun,471,2,-1,0,unknown,1
280,1,self-employed,married,primary,no,956,yes,no,cellular,27,jan,725,3,-1,0,unknown,2
281,1,management,single,unknown,no,-304,yes,yes,unknown,5,mar,323,1,0,0,unknown,1
282,1,admin.,divorced,primary,no,187,yes,no,cellular,13,jul,996,3,0,0,unknown,1
283,1,entrepreneur,married,tertiary,no,1197,yes,yes,cellular,21,may,120,1,0,0,unknown,1
284,1,housemaid,married,secondary,no,1332,yes,no,cellular,15,may,103,2,81,2,failure,1
285,1,self-employed,married,secondary,no,5980,yes,no,cellular,23,aug,95,6,0,0,unknown,1
286,1,housemaid,single,secondary,no,36,yes,no,cellular,7,may,36,1,-1,0,unknown,1
287,1,blue-collar,married,tertiary,no,478,yes,no,unknown,3,may,82,2,-1,0,unknown,1
288,1,student,single,secondary,no,2585,no,no,unknown,19,mar,251,2,0,0,unknown,1
289,0,housemaid,divorced,tertiary,no,-69,yes,no,telephone,12,jan,151,2,0,0,unknown,1
290,1,blue-collar,married,tertiary,no,4431,no,yes,cellular,12,may,296,4,-1,0,unknown,1
291,1,housemaid,married,secondary,no,3550,yes,no,unknown,20,may,230,1,0,0,unknown,1
292,1,technician,single,secondary,no,-74,yes,no,telephone,28,jan,53,4,0,0,unknown,1
293,1,admin.,divorced,secondary,no,70,yes,no,cellular,18,mar,298,1,0,0,unknown,1
294,1,blue-collar,married,secondary,no,742,yes,no,cellular,19,mar,473,2,361,3,other,2
295,1,services,single,secondary,no,-17,no,no,cellular,26,aug,220,1,-1,0,unknown,1
296,1,admin.,divorced,secondary,no,-690,yes,no,unknown,18,jun,221,15,0,0,unknown,1
297,1,admin.,married,secondary,no,1931,yes,no,unknown,26,mar,459,1,-1,0,unknown,1
