,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
21,1,management,single,tertiary,no,435,no,no,cellular,12,may,248,2,187,2,failure,2
22,1,management,married,tertiary,no,5,no,no,cellular,28,aug,25,17,-1,0,unknown,1
23,1,management,married,tertiary,no,1665,yes,no,unknown,23,may,64,3,-1,0,unknown,1
24,1,housemaid,married,primary,no,1295,no,no,cellular,25,aug,158,3,-1,0,unknown,1
25,1,admin.,single,secondary,no,431,yes,no,unknown,9,may,137,2,-1,0,unknown,1
26,1,management,married,tertiary,no,2687,yes,no,cellular,13,aug,543,2,-1,0,unknown,1
27,1,technician,married,tertiary,no,118,yes,no,cellular,17,apr,118,1,-1,0,unknown,1
28,1,retired,married,secondary,no,1456,no,no,unknown,19,jun,432,1,-1,0,unknown,1
29,1,retired,married,secondary,no,0,no,yes,cellular,7,jul,94,2,-1,0,unknown,1
30,1,technician,married,secondary,no,8101,no,no,cellular,14,aug,140,2,-1,0,unknown,1
31,1,admin.,married,secondary,no,1162,yes,no,unknown,5,jun,149,1,-1,0,unknown,1
32,1,technician,married,primary,no,319,yes,yes,unknown,6,may,105,1,-1,0,unknown,1
33,1,admin.,married,secondary,no,6411,no,no,cellular,13,jan,250,2,-1,0,unknown,2
34,1,blue-collar,married,secondary,no,20125,yes,no,cellular,20,apr,183,2,-1,0,unknown,1
35,0,student,single,secondary,no,1925,no,no,cellular,2,sep,174,1,-1,0,unknown,1
36,1,technician,single,secondary,no,10137,yes,no,unknown,26,may,67,8,-1,0,unknown,1
37,1,blue-collar,married,secondary,no,1830,no,no,cellular,18,aug,83,4,-1,0,unknown,1
38,1,admin.,single,secondary,no,1095,yes,no,cellular,14,may,200,1,-1,0,unknown,1
39,1,services,single,secondary,no,-374,yes,no,unknown,9,may,171,3,-1,0,unknown,1
40,1,management,married,tertiary,no,3346,yes,no,cellular,31,jul,5,2,-1,0,unknown,1
41,1,blue-collar,married,secondary,no,1870,yes,yes,unknown,15,may,745,6,-1,0,unknown,1
42,1,self-employed,single,secondary,no,1355,yes,no,unknown,23,may,65,7,-1,0,unknown,1
43,1,technician,married,secondary,no,2070,no,no,cellular,16,nov,214,2,204,1,failure,1
44,1,blue-collar,married,primary,no,437,yes,no,unknown,29,may,552,7,-1,0,unknown,1
45,1,technician,divorced,secondary,no,994,no,no,unknown,11,jun,1093,4,-1,0,unknown,2
46,1,blue-collar,married,primary,no,9052,yes,no,telephone,15,may,14,7,367,11,other,1
47,1,self-employed,single,tertiary,no,1366,yes,no,unknown,16,may,425,1,-1,0,unknown,1
48,1,management,married,tertiary,no,622,no,no,cellular,30,apr,109,1,87,1,failure,1
49,1,blue-collar,married,primary,no,7137,yes,no,unknown,2,jun,123,9,-1,0,unknown,1
50,1,blue-collar,married,primary,no,-112,yes,no,unknown,15,may,134,3,-1,0,unknown,1
51,1,technician,single,secondary,no,1,no,no,cellular,19,aug,123,2,-1,0,unknown,1
52,1,housemaid,married,secondary,no,370,no,yes,cellular,25,jul,98,1,-1,0,unknown,1
53,1,student,single,primary,no,1061,yes,no,telephone,12,may,26,1,-1,0,unknown,1
54,1,technician,married,tertiary,no,1961,no,no,cellular,8,aug,64,4,-1,0,unknown,1
55,1,blue-collar,single,secondary,no,428,yes,no,cellular,13,may,998,1,-1,0,unknown,2
56,1,services,single,secondary,no,1568,no,no,unknown,9,jun,36,6,-1,0,unknown,1
57,1,admin.,divorced,secondary,no,1210,yes,no,unknown,8,may,135,1,-1,0,unknown,1
58,1,management,married,tertiary,no,498,yes,no,cellular,31,jul,61,23,-1,0,unknown,1
59,1,admin.,single,secondary,no,285,yes,no,cellular,4,feb,160,2,-1,0,unknown,1
60,1,self-employed,married,tertiary,no,125,yes,no,unknown,6,jun,311,2,-1,0,unknown,1
61,1,housemaid,married,secondary,no,9391,no,no,unknown,19,jun,103,2,-1,0,unknown,1
62,1,management,married,tertiary,no,222,yes,no,telephone,4,feb,199,4,-1,0,unknown,1
63,1,admin.,single,tertiary,no,90,no,no,cellular,28,jan,396,2,-1,0,unknown,1
64,1,technician,single,secondary,no,11231,yes,no,cellular,29,jan,102,2,247,1,other,1
65,1,services,single,secondary,no,2714,no,yes,cellular,6,feb,243,2,-1,0,unknown,1
66,1,services,single,secondary,no,15,no,no,telephone,8,jul,76,2,-1,0,unknown,1
67,1,technician,married,secondary,no,324,no,yes,cellular,27,aug,90,4,-1,0,unknown,1
68,1,blue-collar,married,primary,no,-490,yes,no,cellular,15,may,24,7,365,1,failure,1
69,1,admin.,single,secondary,no,127,no,no,cellular,6,feb,163,3,-1,0,unknown,1
70,1,technician,married,tertiary,no,1062,no,no,cellular,16,sep,175,2,-1,0,unknown,1
71,1,management,single,tertiary,no,918,no,no,cellular,6,feb,104,1,-1,0,unknown,1
72,1,blue-collar,married,secondary,no,75,yes,no,unknown,12,may,214,2,-1,0,unknown,1
73,1,blue-collar,single,secondary,no,-218,yes,yes,unknown,15,may,754,1,-1,0,unknown,1
74,1,services,married,secondary,no,145,yes,no,cellular,20,apr,42,2,-1,0,unknown,1
75,1,blue-collar,married,secondary,no,1630,no,no,unknown,5,jun,363,2,-1,0,unknown,1
76,1,blue-collar,married,secondary,no,-584,yes,yes,telephone,15,jul,74,4,-1,0,unknown,1
77,1,technician,single,secondary,no,11,yes,no,cellular,8,may,393,2,-1,0,unknown,1
78,1,technician,divorced,secondary,no,1208,no,no,cellular,27,aug,186,4,-1,0,unknown,1
79,1,self-employed,single,secondary,no,297,no,yes,unknown,5,may,98,1,-1,0,unknown,1
80,1,admin.,married,tertiary,no,19,no,yes,unknown,2,jul,297,3,-1,0,unknown,1
81,1,technician,single,tertiary,no,7554,yes,no,cellular,6,feb,164,1,-1,0,unknown,1
82,1,management,single,tertiary,no,12037,yes,no,telephone,13,may,446,2,64,2,failure,2
83,1,services,married,secondary,no,-91,yes,yes,unknown,3,jun,716,1,-1,0,unknown,1
84,1,retired,married,primary,no,-388,yes,no,cellular,8,jul,239,1,-1,0,unknown,1
85,1,management,married,primary,no,5691,yes,no,cellular,21,nov,173,2,-1,0,unknown,1
86,1,unemployed,married,secondary,no,7782,no,no,cellular,22,sep,593,1,92,4,success,2
87,1,technician,married,primary,no,5398,no,no,unknown,18,jun,635,4,-1,0,unknown,1
88,1,admin.,single,unknown,no,27,no,yes,cellular,7,jul,407,1,-1,0,unknown,1
89,1,services,single,secondary,no,758,yes,no,unknown,3,jun,30,1,-1,0,unknown,1
90,1,management,married,tertiary,no,6208,no,no,cellular,18,feb,313,5,-1,0,unknown,2
91,1,technician,married,secondary,no,51,no,no,cellular,31,jul,105,2,-1,0,unknown,1
92,1,technician,single,tertiary,no,110,no,no,cellular,14,aug,124,2,-1,0,unknown,1
93,0,blue-collar,married,secondary,no,220,yes,no,cellular,17,apr,286,1,344,1,failure,1
94,1,entrepreneur,married,secondary,no,1962,yes,no,cellular,30,jan,413,2,2,1,other,1
95,1,admin.,married,secondary,no,193,yes,no,unknown,20,may,138,2,-1,0,unknown,1
96,1,management,married,tertiary,no,422,no,no,unknown,16,jun,205,1,-1,0,unknown,1
97,1,management,single,tertiary,no,236,no,no,cellular,27,aug,121,4,-1,0,unknown,1
98,1,management,married,tertiary,no,1876,no,no,unknown,12,jun,43,1,-1,0,unknown,1
99,1,blue-collar,married,primary,no,400,yes,yes,cellular,13,may,502,1,295,2,failure,1
100,1,housemaid,married,secondary,no,335,no,no,cellular,11,aug,265,1,363,5,other,2
101,1,management,single,tertiary,no,594,no,no,cellular,25,aug,94,3,-1,0,unknown,1
102,1,blue-collar,married,secondary,no,3,yes,no,unknown,5,may,119,2,-1,0,unknown,1
103,1,housemaid,married,unknown,no,4942,no,no,unknown,9,jun,25,1,-1,0,unknown,1
104,1,blue-collar,married,primary,no,1309,no,no,cellular,29,aug,28,12,-1,0,unknown,1
105,1,services,married,secondary,no,0,yes,no,cellular,22,jul,183,1,-1,0,unknown,1
106,1,admin.,married,secondary,no,1036,yes,no,unknown,6,may,751,3,-1,0,unknown,1
107,1,technician,married,primary,no,0,no,no,cellular,20,aug,221,3,-1,0,unknown,1
108,1,blue-collar,married,primary,no,1608,yes,no,unknown,15,may,422,4,-1,0,unknown,1
109,1,technician,married,secondary,no,-119,no,yes,telephone,24,jul,218,4,-1,0,unknown,1
110,1,management,single,tertiary,no,0,no,no,cellular,8,aug,799,2,-1,0,unknown,2
111,1,management,divorced,tertiary,no,864,no,no,cellular,12,aug,123,2,-1,0,unknown,1
112,1,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,179,1,-1,0,unknown,1
113,1,admin.,divorced,tertiary,no,-467,no,no,unknown,20,jun,85,4,-1,0,unknown,1
114,1,management,married,tertiary,no,1731,no,yes,cellular,18,jul,322,2,-1,0,unknown,1
115,1,housemaid,married,primary,no,193,no,no,unknown,9,jun,182,1,-1,0,unknown,1
116,1,blue-collar,single,secondary,no,1843,yes,no,cellular,12,jul,429,2,475,3,success,1
117,1,services,married,secondary,no,311,yes,yes,cellular,2,feb,112,1,5,1,other,1
118,1,management,married,tertiary,no,3851,yes,no,unknown,15,may,70,5,-1,0,unknown,1
119,1,admin.,married,secondary,no,1300,yes,no,unknown,9,may,232,2,-1,0,unknown,1
120,1,admin.,divorced,secondary,no,-201,yes,yes,cellular,21,nov,208,1,-1,0,unknown,1
121,1,admin.,married,secondary,no,0,yes,no,cellular,16,jul,201,7,-1,0,unknown,1
122,1,blue-collar,divorced,primary,no,1026,yes,yes,telephone,29,jul,45,2,-1,0,unknown,1
123,1,services,single,secondary,no,597,no,no,cellular,7,jul,485,1,-1,0,unknown,1
124,1,technician,married,secondary,no,3629,yes,no,cellular,21,nov,139,1,177,1,failure,1
125,1,admin.,married,secondary,no,113,yes,no,unknown,21,may,126,1,-1,0,unknown,1
126,1,blue-collar,married,primary,no,314,no,no,unknown,5,jun,49,2,-1,0,unknown,1
127,1,services,married,secondary,no,265,no,no,cellular,30,jan,434,5,-1,0,unknown,1
128,1,technician,married,secondary,no,10,no,no,cellular,13,aug,65,2,-1,0,unknown,1
129,1,blue-collar,married,primary,no,555,yes,no,cellular,18,nov,72,1,187,2,failure,1
130,1,management,divorced,tertiary,no,3885,no,no,cellular,1,jun,221,1,-1,0,unknown,2
131,1,services,single,secondary,no,8111,yes,no,cellular,26,may,202,1,-1,0,unknown,1
132,1,blue-collar,married,secondary,no,405,yes,no,unknown,16,may,196,3,-1,0,unknown,1
133,1,management,married,primary,no,2331,yes,no,cellular,15,may,378,3,-1,0,unknown,1
134,1,management,divorced,tertiary,no,0,no,no,cellular,10,mar,84,2,-1,0,unknown,1
135,1,management,divorced,secondary,no,1198,no,yes,cellular,16,jul,640,1,-1,0,unknown,1
136,1,technician,single,secondary,no,221,no,no,cellular,19,aug,243,8,-1,0,unknown,1
137,1,admin.,married,unknown,no,26,no,no,unknown,5,jun,55,2,-1,0,unknown,1
138,1,services,married,secondary,no,1615,yes,no,cellular,19,nov,500,1,-1,0,unknown,1
139,1,unemployed,married,secondary,no,-265,no,yes,cellular,21,jul,529,1,-1,0,unknown,1
140,1,management,divorced,tertiary,no,0,no,no,cellular,13,oct,485,1,182,3,success,2
141,1,technician,married,tertiary,no,1847,no,no,cellular,11,aug,42,3,-1,0,unknown,1
142,1,blue-collar,married,secondary,no,-125,yes,no,unknown,30,may,282,3,-1,0,unknown,1
143,1,technician,divorced,secondary,no,1042,yes,no,cellular,4,feb,277,2,-1,0,unknown,1
144,1,admin.,single,tertiary,no,1034,yes,no,cellular,22,jul,584,3,-1,0,unknown,1
145,1,self-employed,single,tertiary,no,-606,no,yes,cellular,29,jan,190,1,-1,0,unknown,1
146,1,blue-collar,married,primary,no,132,no,no,cellular,29,aug,84,5,-1,0,unknown,1
147,1,services,single,secondary,no,402,yes,no,unknown,4,jun,218,1,-1,0,unknown,1
148,1,management,single,tertiary,no,328,no,no,cellular,21,aug,345,1,91,1,failure,1
149,1,management,single,tertiary,no,1314,yes,no,cellular,13,may,169,1,-1,0,unknown,1
150,1,blue-collar,married,secondary,no,95,yes,no,cellular,15,may,472,1,-1,0,unknown,1
151,1,management,married,tertiary,no,0,no,no,telephone,19,nov,214,1,-1,0,unknown,1
152,1,self-employed,married,tertiary,no,266,no,no,cellular,5,aug,124,2,-1,0,unknown,1
153,1,housemaid,married,secondary,no,1279,yes,no,cellular,20,apr,174,2,-1,0,unknown,1
154,1,services,single,secondary,no,24,no,no,cellular,28,jan,474,1,-1,0,unknown,1
155,0,retired,married,primary,no,6236,no,no,unknown,9,jun,102,1,-1,0,unknown,1
156,1,blue-collar,married,secondary,no,732,no,yes,unknown,12,jun,348,1,-1,0,unknown,1
157,1,technician,married,secondary,no,1612,no,no,cellular,28,jan,236,1,-1,0,unknown,1
158,1,management,married,tertiary,no,0,no,no,cellular,31,jul,16,22,-1,0,unknown,1
159,1,blue-collar,single,secondary,no,-7,yes,no,unknown,4,jun,262,2,-1,0,unknown,1
160,1,blue-collar,married,primary,no,3184,yes,no,unknown,19,may,555,2,-1,0,unknown,1
161,1,unknown,married,unknown,no,4011,no,no,cellular,26,aug,53,13,-1,0,unknown,1
162,1,blue-collar,married,secondary,no,42,no,no,cellular,18,aug,717,4,-1,0,unknown,1
163,1,management,single,tertiary,no,844,yes,no,cellular,11,jan,202,1,270,2,success,2
164,1,management,single,tertiary,no,5756,no,no,cellular,26,aug,25,10,-1,0,unknown,1
165,1,self-employed,single,tertiary,no,1099,no,no,cellular,29,jan,209,2,-1,0,unknown,1
166,1,blue-collar,married,secondary,no,228,yes,no,unknown,13,may,114,2,-1,0,unknown,1
167,1,retired,married,secondary,no,3848,yes,yes,cellular,11,aug,201,2,-1,0,unknown,1
168,1,retired,married,unknown,no,1312,yes,yes,unknown,15,may,249,1,-1,0,unknown,1
169,1,technician,married,secondary,no,1027,yes,yes,cellular,6,apr,162,4,-1,0,unknown,1
170,1,technician,married,secondary,no,602,yes,no,cellular,16,apr,252,2,269,3,failure,1
171,1,management,single,tertiary,no,1873,yes,no,unknown,20,may,118,1,-1,0,unknown,1
172,0,retired,married,primary,no,2329,no,no,telephone,6,feb,420,2,7,3,failure,2
173,1,services,married,secondary,no,-272,yes,yes,cellular,7,may,360,1,357,1,other,1
174,1,technician,single,tertiary,no,0,no,no,cellular,27,aug,64,3,-1,0,unknown,1
175,1,blue-collar,married,secondary,no,-23,yes,no,cellular,18,may,115,2,364,2,failure,1
176,1,technician,married,secondary,no,809,no,no,cellular,1,jun,387,1,-1,0,unknown,2
177,1,admin.,married,secondary,no,32,yes,yes,cellular,3,apr,203,3,-1,0,unknown,1
178,1,services,divorced,tertiary,no,21,yes,no,unknown,8,may,96,1,-1,0,unknown,1
179,1,management,married,tertiary,no,3341,no,no,unknown,19,jun,35,3,-1,0,unknown,1
180,1,blue-collar,married,primary,no,1290,yes,no,unknown,21,may,118,2,-1,0,unknown,1
181,1,management,single,tertiary,no,2588,yes,no,cellular,22,oct,681,1,184,1,success,2
182,1,services,single,tertiary,no,2433,no,no,cellular,10,feb,158,1,-1,0,unknown,2
183,1,blue-collar,divorced,primary,no,810,yes,no,cellular,9,feb,14,3,-1,0,unknown,1
184,1,management,married,tertiary,no,192,no,no,cellular,2,feb,91,4,5,3,other,1
185,1,self-employed,married,tertiary,no,675,no,no,cellular,4,feb,206,1,-1,0,unknown,1
186,1,blue-collar,married,secondary,no,-368,yes,no,unknown,28,may,694,4,-1,0,unknown,1
187,1,blue-collar,married,secondary,no,1015,yes,yes,cellular,27,feb,131,2,55,2,failure,1
188,1,management,single,tertiary,no,311,no,no,unknown,29,jun,54,1,-1,0,unknown,1
189,1,self-employed,single,tertiary,no,125,no,no,cellular,11,aug,225,1,98,4,success,2
190,1,entrepreneur,married,tertiary,no,1567,yes,yes,cellular,7,jul,280,2,-1,0,unknown,1
191,1,technician,married,secondary,no,73,no,no,unknown,9,jun,252,3,-1,0,unknown,1
192,1,management,married,tertiary,no,121,yes,no,unknown,19,jun,14,17,-1,0,unknown,1
193,1,management,married,tertiary,no,688,yes,no,cellular,7,may,175,1,323,1,failure,1
194,1,blue-collar,married,primary,no,4163,no,no,telephone,9,apr,236,9,-1,0,unknown,1
195,1,technician,single,tertiary,no,255,no,no,cellular,5,mar,73,2,-1,0,unknown,1
196,1,technician,married,tertiary,no,1098,no,no,cellular,3,jul,196,2,77,2,failure,1
197,1,management,single,tertiary,no,2565,yes,no,cellular,24,jul,667,1,-1,0,unknown,1
198,1,management,married,secondary,no,8,yes,yes,cellular,4,feb,179,2,225,4,other,1
199,0,blue-collar,married,secondary,no,192,yes,no,unknown,5,may,210,3,-1,0,unknown,1
200,1,technician,married,tertiary,no,3160,no,no,cellular,18,aug,62,2,-1,0,unknown,1
201,1,management,married,primary,no,1755,no,no,telephone,2,mar,237,2,-1,0,unknown,2
202,1,services,married,unknown,no,494,yes,no,unknown,29,may,174,2,-1,0,unknown,1
203,1,unemployed,married,secondary,no,0,yes,no,cellular,5,may,233,2,342,3,failure,1
204,1,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,129,2,-1,0,unknown,1
205,1,admin.,married,secondary,no,499,no,no,cellular,21,jul,236,2,-1,0,unknown,1
206,1,blue-collar,married,secondary,yes,-1049,yes,yes,unknown,7,may,542,2,-1,0,unknown,1
207,1,blue-collar,married,primary,no,714,no,no,unknown,21,nov,458,2,-1,0,unknown,1
208,1,entrepreneur,single,primary,no,0,yes,no,cellular,25,jul,1499,6,-1,0,unknown,2
209,1,blue-collar,single,primary,no,-388,yes,no,cellular,9,jul,126,2,-1,0,unknown,1
210,1,blue-collar,married,primary,no,799,yes,no,telephone,13,may,64,1,-1,0,unknown,1
211,1,technician,single,unknown,no,940,yes,no,unknown,2,jun,445,4,-1,0,unknown,1
212,1,blue-collar,married,secondary,no,0,no,yes,unknown,30,jun,168,3,-1,0,unknown,1
213,1,blue-collar,married,secondary,no,700,yes,no,unknown,15,may,278,2,-1,0,unknown,1
214,1,technician,married,unknown,no,376,yes,no,unknown,13,may,302,2,-1,0,unknown,1
215,1,blue-collar,married,secondary,no,0,yes,no,cellular,9,apr,94,2,270,2,failure,1
216,1,blue-collar,single,unknown,no,17,yes,no,unknown,5,may,292,1,-1,0,unknown,1
217,1,technician,single,tertiary,no,111,no,no,cellular,13,aug,103,1,-1,0,unknown,1
218,1,unknown,married,tertiary,no,1147,no,no,unknown,6,jun,92,2,-1,0,unknown,1
219,1,admin.,married,secondary,no,3492,yes,no,cellular,12,may,149,2,369,5,failure,1
220,1,admin.,single,secondary,yes,-287,yes,no,cellular,6,may,119,1,363,2,failure,1
221,1,entrepreneur,married,tertiary,no,134,no,yes,unknown,8,may,342,2,-1,0,unknown,1
222,1,entrepreneur,married,secondary,no,68,yes,no,cellular,5,may,697,1,-1,0,unknown,2
223,1,management,single,tertiary,no,178,no,no,cellular,22,aug,232,2,-1,0,unknown,1
224,1,entrepreneur,married,tertiary,no,1176,no,no,cellular,19,nov,90,3,-1,0,unknown,1
225,1,unemployed,single,secondary,no,79,no,no,cellular,31,jul,79,2,-1,0,unknown,1
226,1,admin.,single,secondary,no,3,no,yes,cellular,21,jul,194,2,-1,0,unknown,1
227,1,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,72,5,-1,0,unknown,1
228,1,management,single,tertiary,no,1048,no,no,cellular,4,may,248,1,-1,0,unknown,1
229,1,services,married,secondary,no,-12,yes,no,cellular,4,feb,324,1,-1,0,unknown,1
230,1,self-employed,single,secondary,no,268,yes,no,unknown,5,may,77,2,-1,0,unknown,1
231,1,admin.,married,secondary,no,1210,yes,no,telephone,8,may,42,1,-1,0,unknown,1
232,1,blue-collar,single,primary,no,-98,no,yes,cellular,25,jul,164,3,-1,0,unknown,1
233,1,management,married,tertiary,no,606,yes,no,telephone,30,jul,70,2,-1,0,unknown,1
234,1,housemaid,married,primary,no,10355,yes,yes,unknown,20,jun,23,2,-1,0,unknown,1
235,1,management,single,tertiary,no,12289,yes,no,cellular,29,jan,247,3,247,3,failure,1
236,1,blue-collar,married,primary,no,627,yes,no,cellular,20,apr,48,1,150,3,failure,1
237,1,blue-collar,single,secondary,no,31,yes,no,cellular,14,may,9,3,371,2,failure,1
238,1,blue-collar,married,secondary,no,-315,yes,yes,cellular,2,feb,145,1,195,2,failure,1
239,1,unemployed,married,secondary,yes,-234,yes,no,cellular,21,nov,190,2,-1,0,unknown,1
240,1,housemaid,married,secondary,no,4,yes,no,cellular,21,nov,148,1,28,5,success,1
241,1,technician,divorced,secondary,no,279,yes,no,cellular,21,jul,93,15,-1,0,unknown,1
242,1,blue-collar,married,primary,no,665,yes,no,unknown,20,may,109,1,-1,0,unknown,1
243,1,self-employed,single,tertiary,no,811,no,yes,unknown,27,jun,371,1,-1,0,unknown,1
244,1,management,single,tertiary,no,2312,no,no,cellular,19,nov,486,1,-1,0,unknown,1
245,1,admin.,divorced,unknown,no,585,yes,yes,unknown,30,may,911,13,-1,0,unknown,1
246,1,services,married,primary,no,538,no,yes,cellular,12,aug,226,2,-1,0,unknown,1
247,1,technician,single,secondary,no,413,yes,no,cellular,11,may,495,1,-1,0,unknown,1
248,1,entrepreneur,married,tertiary,no,0,yes,no,cellular,9,jul,590,1,-1,0,unknown,1
249,1,services,married,secondary,no,1500,yes,no,cellular,29,jan,277,2,229,2,failure,1
250,1,management,single,secondary,no,0,no,no,cellular,11,aug,108,4,-1,0,unknown,1
251,1,technician,married,secondary,no,80,no,no,cellular,27,jan,294,1,167,14,failure,2
252,1,unemployed,married,secondary,no,7798,no,no,cellular,28,apr,167,4,-1,0,unknown,1
253,1,admin.,married,secondary,no,151,yes,yes,cellular,4,may,127,2,-1,0,unknown,1
254,1,unknown,single,secondary,no,11,no,no,cellular,15,jul,810,4,-1,0,unknown,1
255,1,self-employed,divorced,secondary,no,754,no,no,unknown,20,jun,18,2,-1,0,unknown,1
256,1,retired,married,primary,no,1171,no,no,telephone,28,jan,364,1,-1,0,unknown,1
257,1,technician,married,secondary,no,375,no,no,cellular,7,aug,99,2,-1,0,unknown,1
258,1,blue-collar,married,secondary,no,133,yes,yes,unknown,9,may,279,2,-1,0,unknown,1
259,1,unemployed,married,primary,no,19,no,no,telephone,29,jan,143,1,-1,0,unknown,1
260,1,blue-collar,married,primary,no,3222,no,no,cellular,28,aug,151,4,-1,0,unknown,1
261,1,technician,single,secondary,no,20,no,no,cellular,19,aug,226,4,-1,0,unknown,1
262,1,retired,married,secondary,no,-497,no,no,cellular,7,jul,428,2,-1,0,unknown,1
263,1,management,married,tertiary,no,8,yes,no,cellular,27,may,80,4,-1,0,unknown,1
264,1,retired,divorced,primary,no,658,yes,yes,telephone,11,may,243,4,-1,0,unknown,1
265,1,blue-collar,married,primary,no,553,yes,no,cellular,31,jul,164,2,-1,0,unknown,1
266,1,admin.,married,secondary,no,47,no,no,cellular,17,aug,87,1,-1,0,unknown,1
267,0,student,single,tertiary,no,137,no,no,cellular,6,may,206,1,-1,0,unknown,1
268,1,blue-collar,married,primary,no,34,yes,no,unknown,7,may,108,1,-1,0,unknown,1
269,1,technician,single,secondary,no,1009,yes,no,cellular,1,jun,203,1,28,2,success,1
270,1,blue-collar,single,secondary,no,-81,yes,no,unknown,26,may,342,1,-1,0,unknown,1
271,0,retired,married,primary,no,1388,no,no,cellular,2,feb,219,1,-1,0,unknown,1
272,1,admin.,married,secondary,no,50,no,yes,cellular,15,jul,59,2,-1,0,unknown,1
273,1,management,single,tertiary,no,1022,no,no,unknown,5,jun,11,1,-1,0,unknown,1
274,1,blue-collar,married,secondary,no,164,yes,no,cellular,12,may,132,5,359,2,failure,1
275,1,blue-collar,married,secondary,no,1,yes,no,cellular,13,may,151,2,-1,0,unknown,1
276,1,management,single,tertiary,no,1598,no,no,cellular,26,aug,90,17,-1,0,unknown,1
277,1,blue-collar,divorced,primary,no,415,yes,no,unknown,13,may,142,7,-1,0,unknown,1
278,1,blue-collar,single,secondary,no,0,yes,no,cellular,26,oct,239,1,121,2,other,2
279,1,management,single,tertiary,no,937,no,no,cellular,29,jul,476,2,-1,0,unknown,1
280,1,admin.,divorced,secondary,no,207,yes,no,cellular,6,may,61,1,-1,0,unknown,1
281,1,management,single,tertiary,no,6359,yes,no,unknown,30,may,1116,2,-1,0,unknown,2
282,1,self-employed,single,tertiary,no,1416,no,no,telephone,9,nov,240,2,-1,0,unknown,1
283,1,unknown,married,secondary,no,5943,yes,no,cellular,25,aug,90,4,-1,0,unknown,1
284,1,management,single,tertiary,no,2,yes,no,telephone,9,nov,144,1,-1,0,unknown,1
285,1,services,single,secondary,no,126,yes,no,cellular,5,feb,105,2,233,2,failure,1
286,1,technician,single,tertiary,no,1375,yes,yes,cellular,14,aug,88,2,-1,0,unknown,1
287,1,management,single,tertiary,no,3501,no,no,cellular,18,aug,633,3,-1,0,unknown,2
288,1,management,single,tertiary,no,2973,yes,no,cellular,12,aug,1105,2,-1,0,unknown,2
289,1,self-employed,married,tertiary,no,580,no,no,cellular,8,aug,393,4,-1,0,unknown,1
290,1,management,single,tertiary,no,1639,no,no,cellular,22,aug,300,4,-1,0,unknown,1
291,1,blue-collar,married,secondary,no,811,yes,no,unknown,8,may,164,1,-1,0,unknown,1
292,1,blue-collar,married,secondary,no,334,yes,yes,cellular,14,jul,454,2,-1,0,unknown,1
293,1,student,single,tertiary,no,304,yes,no,cellular,14,may,568,1,352,2,other,2
294,1,services,married,secondary,no,2155,no,no,cellular,15,mar,203,3,91,2,failure,2
295,1,technician,married,secondary,no,654,no,no,cellular,2,feb,147,2,-1,0,unknown,1
296,1,blue-collar,married,primary,no,1800,no,no,cellular,4,aug,445,1,-1,0,unknown,1
