,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0001,5,0.001,512,100,500,tanh,0.191211862270095,4,500,relu,0.00776458587528106,100,100,0.75,0.45652173913043476,0.3392857142857143,0.7152380952380952,0.2952380952380952,0.38888888888888895,0.38888888888888895,0.19337606837606836,2.8771398510812105,1.7772515756908733,0.030146448664198466,100.083176612854
0,1000,0.0001,5,0.001,512,100,500,tanh,0.19327282534332563,4,500,relu,0.00014706269169538488,100,100,0.72,0.3,0.2182178902359924,0.6726190476190477,0.14285714285714288,0.2916666666666667,0.2916666666666667,0.03525641025641025,2.885577348449062,1.8276248700970041,0.030339398743209234,98.63596892356873
0,1000,0.0001,5,0.001,512,100,400,tanh,0.19834189167519753,4,500,relu,0.027555673625654746,100,100,0.71,0.3958333333333333,0.23287937700192396,0.6948809523809524,0.14761904761904762,0.3055555555555556,0.3055555555555556,0.023504273504273504,2.8567027139359022,1.7227338095128206,0.02703879802878628,88.87113976478577
0,1000,0.0001,4,0.001,512,200,450,tanh,0.165035629166496,3,400,relu,0.0033957445138782794,100,100,0.735,0.4421052631578947,0.30151134457776363,0.7448809523809524,0.15476190476190477,0.3194444444444444,0.3194444444444444,0.014957264957264946,3.028069458837316,2.0006123860464275,0.04405165822102042,81.01765203475952
0,1000,0.0001,5,0.001,512,200,500,tanh,0.11538818462305989,4,400,tanh,0.11773401302982589,100,100,0.715,0.42424242424242425,0.2561108984421921,0.7072619047619048,0.05476190476190476,0.25,0.25,0.0982905982905983,2.9315538942436272,2.0325990918541934,0.028580426183161922,90.98821640014648
0,1000,0.0001,4,0.001,512,50,350,leaky_relu,0.17137470959529594,5,300,relu,0.06241179520302216,100,100,0.695,0.34408602150537637,0.17931019470348308,0.6765476190476191,0.11666666666666668,0.16666666666666666,0.16666666666666666,0.12606837606837606,3.0101840385694665,2.0950615588424286,0.03007371923336777,73.64007067680359
0,1000,0.001,5,0.001,512,200,400,tanh,0.11579388093603984,3,450,tanh,0.03250563735087314,100,100,0.745,0.5048543689320388,0.3479185577045467,0.7316666666666667,0.16904761904761903,0.3194444444444444,0.3194444444444444,0.023504273504273504,2.804261726264834,1.5141485788716877,0.024870142373407234,85.90972137451172
0,1000,0.001,5,0.001,512,250,500,tanh,0.04901303499876372,3,450,relu,0.03904363635837763,100,100,0.7,0.3877551020408163,0.21137549582474263,0.6304761904761904,0.18095238095238095,0.3055555555555556,0.3055555555555556,0.07905982905982906,2.7013898483681977,1.417034483592916,0.02966300890306739,103.3725368976593
0,1000,0.001,2,0.0001,512,50,300,tanh,0.16878561737882813,3,250,tanh,0.09597506485039697,100,100,0.715,0.3132530120481928,0.20862657889254385,0.7222619047619048,0.04523809523809523,0.08333333333333334,0.08333333333333334,0.05876068376068376,2.947595688016464,1.9407189773083664,0.022334859684496333,76.30581164360046
0,1000,0.001,5,0.001,512,150,450,leaky_relu,0.04283611887270564,2,350,relu,0.029545287819448516,100,100,0.615,0.2803738317757009,0.02315998200933296,0.6235714285714286,0.0023809523809523725,0.13888888888888887,0.13888888888888887,0.08333333333333334,2.4995260227126916,0.36620033838346155,0.020063839201897693,84.61674213409424
