checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
< 0 DM,23,critical account/ other credits existing (not at this bank),business,11458,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,33,bank,for free,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),1846,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,40,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
no checking account,42,existing credits paid back duly till now,business,8283,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,2308,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,22,none,own,3,unskilled - resident,1,none,yes,1,male,divorced/separated
no checking account,12,critical account/ other credits existing (not at this bank),business,1491,... < 100 DM,... < 1 year,2,none,3,real estate,27,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,car (new),7485,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,19,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,19,critical account/ other credits existing (not at this bank),radio/television,1552,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",59,none,for free,2,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,3336,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,49,critical account/ other credits existing (not at this bank),furniture/equipment,1243,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",37,bank,rent,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,23,delay in paying off in the past,furniture/equipment,7842,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,rent,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,15,no credits taken/ all credits paid back duly,radio/television,1270,unknown/ no savings account,.. >= 7 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",48,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,11,existing credits paid back duly till now,repairs,1448,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,42,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,5983,100 <= ... < 500 DM,unemployed,2,none,2,real estate,58,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,22,existing credits paid back duly till now,car (used),5991,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
0 <= ... < 200 DM,32,delay in paying off in the past,business,6511,... < 100 DM,unemployed,4,none,4,unknown / no property,68,none,for free,2,skilled employee / official,2,none,yes,2,male,divorced/separated
0 <= ... < 200 DM,24,all credits at this bank paid back duly,car (used),4352,100 <= ... < 500 DM,unemployed,4,none,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,single
no checking account,24,all credits at this bank paid back duly,others,1652,500 <= ... < 1000 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,2,skilled employee / official,2,none,yes,2,female,divorced/separated/married
no checking account,13,existing credits paid back duly till now,radio/television,3330,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
no checking account,10,existing credits paid back duly till now,car (new),1878,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,business,1546,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,848,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,44,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),6500,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,26,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
no checking account,5,existing credits paid back duly till now,radio/television,1547,unknown/ no savings account,1 <= ... < 4 years,2,guarantor,3,real estate,30,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,27,delay in paying off in the past,radio/television,1882,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,42,bank,own,2,skilled employee / official,1,none,no,1,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,2102,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,2,female,single
no checking account,23,critical account/ other credits existing (not at this bank),business,1652,unknown/ no savings account,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,65,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,3047,... < 100 DM,unemployed,2,none,3,real estate,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,23,critical account/ other credits existing (not at this bank),business,1553,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,42,none,rent,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,23,critical account/ other credits existing (not at this bank),car (new),1250,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,24,delay in paying off in the past,radio/television,3324,100 <= ... < 500 DM,.. >= 7 years,1,none,4,real estate,39,none,rent,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,38,delay in paying off in the past,retraining,3517,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,unskilled - resident,1,none,yes,2,male,single
< 0 DM,26,existing credits paid back duly till now,furniture/equipment,6440,100 <= ... < 500 DM,... < 1 year,2,none,4,unknown / no property,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
no checking account,21,existing credits paid back duly till now,education,1661,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,48,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
< 0 DM,5,existing credits paid back duly till now,radio/television,1113,100 <= ... < 500 DM,... < 1 year,1,none,4,real estate,39,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,9,delay in paying off in the past,radio/television,1056,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (used),2510,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,25,delay in paying off in the past,business,4138,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",63,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,13,existing credits paid back duly till now,car (new),3195,unknown/ no savings account,1 <= ... < 4 years,4,none,3,real estate,29,stores,own,2,skilled employee / official,2,"yes, registered under the customers name",no,1,male,single
no checking account,13,existing credits paid back duly till now,radio/television,3053,.. >= 1000 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,16,all credits at this bank paid back duly,furniture/equipment,1548,unknown/ no savings account,unemployed,1,none,4,real estate,37,none,own,3,skilled employee / official,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),business,8187,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,4,real estate,35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,8,delay in paying off in the past,radio/television,3616,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,56,bank,rent,2,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,44,no credits taken/ all credits paid back duly,car (used),7559,500 <= ... < 1000 DM,.. >= 7 years,3,co-applicant,3,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,24,no credits taken/ all credits paid back duly,radio/television,1422,.. >= 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,6,existing credits paid back duly till now,furniture/equipment,5424,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,furniture/equipment,789,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,22,critical account/ other credits existing (not at this bank),business,2527,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",63,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,1239,unknown/ no savings account,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,23,critical account/ other credits existing (not at this bank),car (new),5425,.. >= 1000 DM,1 <= ... < 4 years,3,none,4,real estate,54,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
no checking account,22,existing credits paid back duly till now,car (used),2852,100 <= ... < 500 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,41,existing credits paid back duly till now,business,12820,... < 100 DM,1 <= ... < 4 years,1,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,39,all credits at this bank paid back duly,radio/television,7698,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),business,1464,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,24,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,25,critical account/ other credits existing (not at this bank),car (used),958,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,61,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,10,delay in paying off in the past,furniture/equipment,13170,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,68,stores,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,54,no credits taken/ all credits paid back duly,business,8438,... < 100 DM,... < 1 year,4,none,4,unknown / no property,29,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,10,existing credits paid back duly till now,furniture/equipment,1275,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,30,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,17,existing credits paid back duly till now,business,1052,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,40,existing credits paid back duly till now,car (used),3954,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,36,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,43,critical account/ other credits existing (not at this bank),business,1826,... < 100 DM,unemployed,3,none,3,unknown / no property,64,none,own,2,skilled employee / official,2,none,yes,2,male,single
no checking account,8,critical account/ other credits existing (not at this bank),car (new),3141,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,36,none,rent,1,skilled employee / official,1,none,yes,2,female,married/widowed
no checking account,22,existing credits paid back duly till now,furniture/equipment,4024,... < 100 DM,.. >= 7 years,3,none,3,unknown / no property,35,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,8,critical account/ other credits existing (not at this bank),car (new),933,... < 100 DM,... < 1 year,4,none,3,real estate,65,none,for free,2,unskilled - resident,2,none,yes,1,male,single
no checking account,38,delay in paying off in the past,car (used),5734,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,39,stores,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),car (used),3979,500 <= ... < 1000 DM,4 <= ... < 7 years,3,co-applicant,2,unknown / no property,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1646,... < 100 DM,.. >= 7 years,4,none,4,real estate,30,stores,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,23,critical account/ other credits existing (not at this bank),car (new),2072,... < 100 DM,.. >= 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",58,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,1,male,single
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),radio/television,6698,... < 100 DM,... < 1 year,2,none,2,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,22,delay in paying off in the past,furniture/equipment,1649,... < 100 DM,... < 1 year,4,none,4,real estate,28,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,8,delay in paying off in the past,business,3033,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,31,none,own,2,unskilled - resident,1,none,yes,2,male,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1287,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,38,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),1900,... < 100 DM,4 <= ... < 7 years,2,none,3,unknown / no property,47,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),repairs,794,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,56,none,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,female,single
no checking account,13,critical account/ other credits existing (not at this bank),car (new),3297,.. >= 1000 DM,... < 1 year,1,none,4,real estate,50,bank,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,8,critical account/ other credits existing (not at this bank),car (new),3520,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,59,delay in paying off in the past,car (used),14496,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,22,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
< 0 DM,46,delay in paying off in the past,car (used),7213,... < 100 DM,4 <= ... < 7 years,2,none,2,unknown / no property,36,bank,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,2536,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),4511,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,29,no credits taken/ all credits paid back duly,car (used),7592,unknown/ no savings account,... < 1 year,1,none,3,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,22,critical account/ other credits existing (not at this bank),radio/television,1493,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,58,none,own,2,unskilled - resident,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,8,critical account/ other credits existing (not at this bank),retraining,1259,... < 100 DM,.. >= 7 years,2,none,2,real estate,46,none,own,2,skilled employee / official,2,none,no,1,male,single
no checking account,12,delay in paying off in the past,repairs,15945,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,15,no credits taken/ all credits paid back duly,car (new),1132,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",62,bank,own,1,skilled employee / official,2,none,yes,2,male,single
