checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,13,delay in paying off in the past,car (new),2166,... < 100 DM,1 <= ... < 4 years,3,guarantor,3,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,2683,unknown/ no savings account,... < 1 year,3,none,2,real estate,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,furniture/equipment,2959,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,252,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,55,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,22,existing credits paid back duly till now,radio/television,1503,... < 100 DM,4 <= ... < 7 years,1,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,12,critical account/ other credits existing (not at this bank),car (new),7211,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,51,bank,rent,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,female,single
no checking account,19,delay in paying off in the past,education,1932,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,real estate,32,none,for free,1,skilled employee / official,1,none,yes,1,male,single
no checking account,29,critical account/ other credits existing (not at this bank),furniture/equipment,1066,... < 100 DM,.. >= 7 years,4,none,2,real estate,46,none,own,1,skilled employee / official,1,none,yes,1,female,single
no checking account,8,critical account/ other credits existing (not at this bank),furniture/equipment,2060,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,48,existing credits paid back duly till now,business,6280,unknown/ no savings account,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,19,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,21,existing credits paid back duly till now,car (new),1367,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,48,none,for free,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
0 <= ... < 200 DM,19,critical account/ other credits existing (not at this bank),furniture/equipment,2355,unknown/ no savings account,unemployed,3,none,1,if not A121 : building society savings agreement/ life insurance,35,none,for free,2,unskilled - resident,2,"yes, registered under the customers name",yes,2,male,single
no checking account,6,existing credits paid back duly till now,radio/television,785,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",73,none,rent,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
< 0 DM,40,critical account/ other credits existing (not at this bank),radio/television,2681,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,32,critical account/ other credits existing (not at this bank),radio/television,2356,... < 100 DM,.. >= 7 years,4,none,1,real estate,50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,32,no credits taken/ all credits paid back duly,business,5195,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,922,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,22,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,3101,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",64,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
< 0 DM,37,no credits taken/ all credits paid back duly,car (new),8112,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),317,... < 100 DM,... < 1 year,2,none,1,real estate,70,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,17,critical account/ other credits existing (not at this bank),radio/television,3787,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",53,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,10,delay in paying off in the past,furniture/equipment,3257,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,51,none,own,1,unskilled - resident,2,none,yes,1,male,single
< 0 DM,21,existing credits paid back duly till now,furniture/equipment,1788,100 <= ... < 500 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,stores,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,6669,unknown/ no savings account,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,47,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,8,critical account/ other credits existing (not at this bank),repairs,2057,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,2,female,single
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),retraining,1219,... < 100 DM,.. >= 7 years,4,none,4,real estate,35,none,own,3,skilled employee / official,1,none,yes,1,male,single
< 0 DM,26,critical account/ other credits existing (not at this bank),car (used),2240,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,55,none,for free,1,skilled employee / official,2,none,yes,1,male,single
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,4254,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",45,none,rent,2,skilled employee / official,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,1243,unknown/ no savings account,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,22,existing credits paid back duly till now,furniture/equipment,4457,... < 100 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,26,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,48,all credits at this bank paid back duly,radio/television,2942,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,unknown / no property,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
no checking account,26,no credits taken/ all credits paid back duly,furniture/equipment,1765,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,14,critical account/ other credits existing (not at this bank),business,1196,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,married/widowed
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1892,... < 100 DM,.. >= 7 years,4,none,4,real estate,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,27,no credits taken/ all credits paid back duly,education,4384,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1,none,yes,1,male,single
no checking account,11,critical account/ other credits existing (not at this bank),radio/television,1168,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,37,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,5,existing credits paid back duly till now,car (used),1656,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,36,critical account/ other credits existing (not at this bank),education,6091,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,31,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,11,critical account/ other credits existing (not at this bank),radio/television,2124,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,51,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
no checking account,23,existing credits paid back duly till now,car (new),5915,unknown/ no savings account,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,17,existing credits paid back duly till now,business,13226,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,female,single
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,car (new),1739,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,furniture/equipment,753,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,11,critical account/ other credits existing (not at this bank),furniture/equipment,3490,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,3,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,28,critical account/ other credits existing (not at this bank),business,3489,... < 100 DM,.. >= 7 years,3,none,3,real estate,32,stores,own,1,unskilled - resident,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,radio/television,1093,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),6379,100 <= ... < 500 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",43,none,for free,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,23,no credits taken/ all credits paid back duly,furniture/equipment,1003,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,radio/television,1219,... < 100 DM,.. >= 7 years,4,none,1,real estate,40,none,own,1,unskilled - resident,2,none,yes,1,female,single
< 0 DM,24,delay in paying off in the past,car (new),1488,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,52,bank,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,single
< 0 DM,42,existing credits paid back duly till now,furniture/equipment,3549,... < 100 DM,... < 1 year,2,none,1,real estate,36,bank,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,21,existing credits paid back duly till now,domestic appliances,2511,... < 100 DM,... < 1 year,4,none,1,real estate,20,none,own,1,skilled employee / official,1,none,yes,1,female,married/widowed
... >= 200 DM / salary assignments for at least 1 year,17,no credits taken/ all credits paid back duly,radio/television,2465,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
no checking account,22,existing credits paid back duly till now,car (new),3127,... < 100 DM,... < 1 year,1,none,1,unknown / no property,24,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,radio/television,9805,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,45,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,radio/television,651,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
< 0 DM,22,existing credits paid back duly till now,business,8740,100 <= ... < 500 DM,unemployed,2,none,1,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,divorced/separated/married
< 0 DM,30,critical account/ other credits existing (not at this bank),business,7898,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,52,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
< 0 DM,15,existing credits paid back duly till now,business,3255,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,19,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),car (new),5527,unknown/ no savings account,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,1,skilled employee / official,1,none,yes,1,female,single
< 0 DM,24,no credits taken/ all credits paid back duly,others,1243,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,10,existing credits paid back duly till now,car (new),807,... < 100 DM,.. >= 7 years,4,none,1,real estate,35,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated
no checking account,13,existing credits paid back duly till now,car (new),818,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,42,none,own,2,unskilled - resident,1,none,no,1,male,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1803,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,5,existing credits paid back duly till now,furniture/equipment,1707,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),3075,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,24,existing credits paid back duly till now,car (used),2031,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,4,existing credits paid back duly till now,car (new),1295,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
< 0 DM,31,existing credits paid back duly till now,car (new),7712,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,if not A121 : building society savings agreement/ life insurance,39,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,1073,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,46,stores,rent,1,skilled employee / official,1,none,yes,1,female,single
no checking account,12,existing credits paid back duly till now,car (used),3342,500 <= ... < 1000 DM,1 <= ... < 4 years,3,guarantor,2,real estate,39,none,own,2,skilled employee / official,2,none,yes,1,male,single
< 0 DM,49,critical account/ other credits existing (not at this bank),business,7273,... < 100 DM,... < 1 year,2,none,4,unknown / no property,22,stores,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,23,delay in paying off in the past,business,2111,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,28,bank,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),3458,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,1697,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,37,none,for free,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,50,critical account/ other credits existing (not at this bank),education,14725,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,38,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),education,2618,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,60,none,for free,2,skilled employee / official,2,none,yes,1,male,single
< 0 DM,28,existing credits paid back duly till now,business,7128,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,car (new),4987,... < 100 DM,.. >= 7 years,4,none,2,real estate,41,none,own,3,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),furniture/equipment,769,unknown/ no savings account,... < 1 year,2,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,bank,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,5,existing credits paid back duly till now,business,943,.. >= 1000 DM,4 <= ... < 7 years,1,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1536,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,23,critical account/ other credits existing (not at this bank),education,2998,... < 100 DM,unemployed,4,none,4,real estate,65,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,25,existing credits paid back duly till now,retraining,3825,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,real estate,26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),1674,100 <= ... < 500 DM,... < 1 year,4,none,2,real estate,21,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,29,critical account/ other credits existing (not at this bank),education,2330,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,20,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,7,existing credits paid back duly till now,radio/television,5186,unknown/ no savings account,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,41,existing credits paid back duly till now,radio/television,6737,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,44,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,single
0 <= ... < 200 DM,11,delay in paying off in the past,radio/television,6475,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,none,yes,1,female,married/widowed
no checking account,54,existing credits paid back duly till now,furniture/equipment,3230,... < 100 DM,.. >= 7 years,3,guarantor,2,unknown / no property,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (used),10827,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,51,no credits taken/ all credits paid back duly,car (used),11109,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",63,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),radio/television,2593,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,19,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),9469,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,26,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,40,critical account/ other credits existing (not at this bank),car (used),5332,... < 100 DM,unemployed,2,none,4,unknown / no property,26,none,own,2,skilled employee / official,1,none,yes,1,female,single
... >= 200 DM / salary assignments for at least 1 year,33,existing credits paid back duly till now,car (used),6956,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),car (new),5275,... < 100 DM,... < 1 year,1,none,3,real estate,41,none,own,2,unskilled - resident,2,none,yes,1,male,single
no checking account,6,existing credits paid back duly till now,radio/television,2407,unknown/ no savings account,1 <= ... < 4 years,2,none,1,real estate,36,bank,rent,1,unskilled - resident,2,none,yes,1,male,divorced/separated/married
no checking account,30,existing credits paid back duly till now,radio/television,4403,unknown/ no savings account,... < 1 year,3,none,3,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,29,existing credits paid back duly till now,radio/television,2486,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,26,no credits taken/ all credits paid back duly,business,11471,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),9032,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,2,"yes, registered under the customers name",no,1,female,single
... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,car (new),4984,.. >= 1000 DM,4 <= ... < 7 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,27,critical account/ other credits existing (not at this bank),car (new),3907,... < 100 DM,... < 1 year,2,none,3,real estate,40,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,9,existing credits paid back duly till now,radio/television,498,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,43,delay in paying off in the past,business,15033,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,10,existing credits paid back duly till now,radio/television,2646,... < 100 DM,.. >= 7 years,4,none,2,real estate,24,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
