checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,27,critical account/ other credits existing (not at this bank),furniture/equipment,1394,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,11,existing credits paid back duly till now,car (new),1683,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,1,female,divorced/separated/married
no checking account,16,critical account/ other credits existing (not at this bank),business,3027,... < 100 DM,... < 1 year,2,none,3,real estate,47,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,9,all credits at this bank paid back duly,radio/television,1377,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,25,bank,rent,1,skilled employee / official,1,none,yes,2,female,married/widowed
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,6416,... < 100 DM,.. >= 7 years,3,none,4,real estate,46,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,9,existing credits paid back duly till now,radio/television,1833,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,1354,unknown/ no savings account,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),1742,... < 100 DM,... < 1 year,1,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
no checking account,9,existing credits paid back duly till now,car (new),5462,... < 100 DM,4 <= ... < 7 years,2,guarantor,2,real estate,49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,car (new),1900,... < 100 DM,... < 1 year,1,none,1,unknown / no property,34,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,furniture/equipment,1246,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,2,female,divorced/separated/married
no checking account,11,existing credits paid back duly till now,radio/television,1688,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,37,existing credits paid back duly till now,furniture/equipment,9908,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,43,existing credits paid back duly till now,radio/television,3307,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,49,none,own,1,skilled employee / official,2,none,yes,2,male,single
no checking account,11,existing credits paid back duly till now,radio/television,1482,unknown/ no savings account,4 <= ... < 7 years,4,co-applicant,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,no,1,male,divorced/separated/married
no checking account,15,existing credits paid back duly till now,radio/television,3025,.. >= 1000 DM,.. >= 7 years,4,guarantor,1,unknown / no property,25,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),1513,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,10,existing credits paid back duly till now,car (new),1191,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,24,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,9554,unknown/ no savings account,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1235,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,36,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),1491,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,16,critical account/ other credits existing (not at this bank),radio/television,1599,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,14,existing credits paid back duly till now,furniture/equipment,1284,... < 100 DM,... < 1 year,2,co-applicant,1,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,2,none,yes,2,male,married/widowed
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1334,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,13,existing credits paid back duly till now,radio/television,1107,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),3193,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,41,existing credits paid back duly till now,car (new),7777,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,10,existing credits paid back duly till now,car (used),3031,100 <= ... < 500 DM,1 <= ... < 4 years,1,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes,1,male,single
no checking account,43,no credits taken/ all credits paid back duly,business,6798,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
no checking account,34,existing credits paid back duly till now,radio/television,1449,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,unskilled - resident,2,none,yes,2,male,single
< 0 DM,15,existing credits paid back duly till now,car (new),1055,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),furniture/equipment,5688,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,1,male,single
no checking account,14,existing credits paid back duly till now,furniture/equipment,1544,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,26,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1468,... < 100 DM,... < 1 year,1,none,1,unknown / no property,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,3755,... < 100 DM,1 <= ... < 4 years,3,none,2,unknown / no property,25,none,rent,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,38,existing credits paid back duly till now,education,1895,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,20,existing credits paid back duly till now,furniture/equipment,2487,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,33,existing credits paid back duly till now,car (used),4011,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,31,none,own,2,skilled employee / official,1,none,yes,1,female,single
< 0 DM,45,critical account/ other credits existing (not at this bank),furniture/equipment,3082,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,26,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),car (used),9545,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
< 0 DM,38,existing credits paid back duly till now,education,1605,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,35,stores,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,1928,... < 100 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,7,existing credits paid back duly till now,domestic appliances,1447,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,4,real estate,57,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,41,no credits taken/ all credits paid back duly,radio/television,3756,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
< 0 DM,11,all credits at this bank paid back duly,car (new),1945,100 <= ... < 500 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,3162,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,real estate,47,none,rent,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1575,... < 100 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1102,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,23,existing credits paid back duly till now,business,1416,unknown/ no savings account,... < 1 year,4,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),business,1278,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,35,none,own,2,unskilled - resident,2,none,yes,1,female,divorced/separated/married
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,1777,... < 100 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1856,... < 100 DM,.. >= 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,5404,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,unknown / no property,45,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
no checking account,14,existing credits paid back duly till now,car (used),3099,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,rent,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
< 0 DM,40,delay in paying off in the past,business,3327,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,35,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,38,existing credits paid back duly till now,radio/television,3413,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",56,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,14,critical account/ other credits existing (not at this bank),radio/television,3345,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,25,none,rent,2,skilled employee / official,1,none,yes,1,male,single
no checking account,38,delay in paying off in the past,car (new),3671,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,34,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,35,all credits at this bank paid back duly,car (used),1765,... < 100 DM,... < 1 year,3,none,4,real estate,37,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),radio/television,1030,... < 100 DM,... < 1 year,3,none,4,real estate,27,bank,own,2,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,repairs,1300,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,unskilled - resident,1,none,yes,1,female,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,5778,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,24,delay in paying off in the past,business,5682,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,51,stores,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,14,critical account/ other credits existing (not at this bank),car (new),3086,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,car (used),1317,100 <= ... < 500 DM,1 <= ... < 4 years,4,guarantor,4,real estate,50,bank,rent,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,female,single
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,business,3427,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,23,existing credits paid back duly till now,car (new),1182,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated
< 0 DM,15,existing credits paid back duly till now,car (new),1615,... < 100 DM,... < 1 year,4,none,3,real estate,34,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
no checking account,30,existing credits paid back duly till now,radio/television,9894,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,furniture/equipment,1824,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,car (new),9291,unknown/ no savings account,... < 1 year,4,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,3282,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,13,delay in paying off in the past,radio/television,1858,... < 100 DM,.. >= 7 years,3,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),business,6436,unknown/ no savings account,4 <= ... < 7 years,2,none,3,unknown / no property,27,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,11,all credits at this bank paid back duly,car (new),1541,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,car (new),3623,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1322,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
< 0 DM,8,existing credits paid back duly till now,car (new),1278,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,44,all credits at this bank paid back duly,furniture/equipment,7346,... < 100 DM,... < 1 year,2,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,2,female,single
< 0 DM,23,all credits at this bank paid back duly,car (new),1900,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,31,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,13,existing credits paid back duly till now,others,1855,... < 100 DM,unemployed,2,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,13,existing credits paid back duly till now,car (new),5956,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),car (new),1427,100 <= ... < 500 DM,.. >= 7 years,1,none,4,real estate,56,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,15,critical account/ other credits existing (not at this bank),radio/television,1709,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,none,yes,2,female,married/widowed
no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1384,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,41,critical account/ other credits existing (not at this bank),car (new),2663,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,1,none,yes,2,male,single
no checking account,22,existing credits paid back duly till now,furniture/equipment,1885,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,34,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,5401,... < 100 DM,... < 1 year,2,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,none,yes,2,male,divorced/separated
no checking account,13,existing credits paid back duly till now,business,3624,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,38,none,rent,1,unskilled - resident,2,none,yes,1,male,single
< 0 DM,10,existing credits paid back duly till now,car (new),3805,unknown/ no savings account,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,14,existing credits paid back duly till now,car (new),5858,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3308,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,unskilled - resident,1,none,yes,2,male,single
< 0 DM,12,delay in paying off in the past,radio/television,6069,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1392,... < 100 DM,.. >= 7 years,3,none,4,real estate,49,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,female,single
