checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,36,delay in paying off in the past,furniture/equipment,7978,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),car (new),2022,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,30,existing credits paid back duly till now,car (used),3857,.. >= 1000 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,.. >= 7 years,1,none,4,unknown / no property,38,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,20,critical account/ other credits existing (not at this bank),furniture/equipment,4526,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2878,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,57,none,for free,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3024,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,bank,rent,1,unskilled - resident,1,none,yes,1,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,.. >= 7 years,1,none,4,unknown / no property,48,none,for free,1,unskilled - resident,2,none,no,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,24,existing credits paid back duly till now,car (used),2997,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,30,critical account/ other credits existing (not at this bank),furniture/equipment,4596,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),repairs,1938,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,own,2,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1228,... < 100 DM,.. >= 7 years,4,none,2,real estate,46,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2136,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,20,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
< 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,2241,... < 100 DM,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,1221,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1428,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,3,real estate,42,none,own,1,unskilled - resident,2,none,yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),car (new),2862,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,3021,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,1217,unknown/ no savings account,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,21,existing credits paid back duly till now,car (new),2782,unknown/ no savings account,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),8398,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,21,delay in paying off in the past,furniture/equipment,2393,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,existing credits paid back duly till now,education,6314,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1620,500 <= ... < 1000 DM,1 <= ... < 4 years,2,co-applicant,3,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),3977,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1577,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,15,existing credits paid back duly till now,business,1512,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,12,existing credits paid back duly till now,radio/television,709,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,57,stores,own,1,unskilled - resident,1,none,yes,2,male,married/widowed
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1323,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,6,all credits at this bank paid back duly,others,11454,... < 100 DM,1 <= ... < 4 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,15,no credits taken/ all credits paid back duly,furniture/equipment,6403,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1928,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1377,100 <= ... < 500 DM,.. >= 7 years,4,none,2,unknown / no property,47,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,radio/television,1493,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1366,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,12,critical account/ other credits existing (not at this bank),education,2717,... < 100 DM,.. >= 7 years,2,none,2,unknown / no property,56,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,42,existing credits paid back duly till now,repairs,6514,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,54,bank,for free,1,unskilled - resident,2,none,yes,1,male,single
no checking account,60,delay in paying off in the past,radio/television,15653,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,5,existing credits paid back duly till now,furniture/equipment,3386,... < 100 DM,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,3062,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,married/widowed
no checking account,15,existing credits paid back duly till now,repairs,3468,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,retraining,3444,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,real estate,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,4746,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,25,stores,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,radio/television,2214,... < 100 DM,1 <= ... < 4 years,4,guarantor,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,3343,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,existing credits paid back duly till now,car (used),3445,unknown/ no savings account,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,48,existing credits paid back duly till now,business,3844,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),repairs,3517,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1158,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,907,... < 100 DM,... < 1 year,4,none,2,real estate,27,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4121,... < 100 DM,1 <= ... < 4 years,2,co-applicant,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),3577,... < 100 DM,... < 1 year,1,none,3,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2952,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,60,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,30,delay in paying off in the past,education,6288,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,57,bank,for free,1,skilled employee / official,1,none,yes,2,male,single
no checking account,18,existing credits paid back duly till now,furniture/equipment,1924,... < 100 DM,... < 1 year,4,none,2,real estate,27,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,10,critical account/ other credits existing (not at this bank),others,2145,... < 100 DM,... < 1 year,4,none,3,real estate,27,none,own,2,skilled employee / official,1,none,no,1,male,married/widowed
< 0 DM,20,critical account/ other credits existing (not at this bank),car (used),5234,unknown/ no savings account,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),education,1517,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,unknown / no property,43,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,45,existing credits paid back duly till now,radio/television,1116,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,unknown / no property,29,none,for free,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2139,... < 100 DM,unemployed,4,none,2,real estate,25,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,652,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,6,existing credits paid back duly till now,radio/television,708,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1199,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),5302,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1318,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,9,no credits taken/ all credits paid back duly,furniture/equipment,2406,... < 100 DM,unemployed,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,3275,.. >= 1000 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,708,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,real estate,48,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),5199,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,30,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,repairs,3507,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2020,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,36,delay in paying off in the past,car (new),8086,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,stores,own,1,skilled employee / official,1,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,21,critical account/ other credits existing (not at this bank),radio/television,1353,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,24,existing credits paid back duly till now,radio/television,1282,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,30,all credits at this bank paid back duly,furniture/equipment,3411,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,12620,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,18,existing credits paid back duly till now,repairs,2660,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,1265,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,15,critical account/ other credits existing (not at this bank),repairs,3524,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,1768,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,30,delay in paying off in the past,car (new),2533,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,40,stores,for free,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,6,delay in paying off in the past,car (new),2850,... < 100 DM,unemployed,1,none,1,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,2,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,2,skilled employee / official,2,none,yes,2,male,single
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),362,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,4,real estate,49,none,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,21,all credits at this bank paid back duly,business,3168,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,2029,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),1676,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,37,none,own,3,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),2862,100 <= ... < 500 DM,.. >= 7 years,4,none,3,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),2366,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,10,existing credits paid back duly till now,car (new),2240,100 <= ... < 500 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,40,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,24,critical account/ other credits existing (not at this bank),repairs,5507,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,44,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,36,existing credits paid back duly till now,education,6312,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,47,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),1291,... < 100 DM,.. >= 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,2,none,yes,2,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
< 0 DM,21,all credits at this bank paid back duly,car (new),5647,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
