checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
< 0 DM,37,existing credits paid back duly till now,furniture/equipment,3537,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,education,5772,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,50,stores,own,3,skilled employee / official,1,none,yes,1,male,single
no checking account,17,critical account/ other credits existing (not at this bank),education,3510,unknown/ no savings account,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,52,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1445,... < 100 DM,unemployed,4,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,1,male,single
< 0 DM,25,existing credits paid back duly till now,radio/television,1274,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",53,bank,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,42,critical account/ other credits existing (not at this bank),car (used),4630,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,22,existing credits paid back duly till now,car (used),3194,... < 100 DM,.. >= 7 years,3,co-applicant,4,real estate,71,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,32,existing credits paid back duly till now,car (used),5307,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1390,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,23,existing credits paid back duly till now,business,3090,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,41,none,for free,2,skilled employee / official,1,none,yes,2,male,single
no checking account,10,existing credits paid back duly till now,radio/television,1162,.. >= 1000 DM,.. >= 7 years,2,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1218,... < 100 DM,1 <= ... < 4 years,1,none,3,real estate,32,none,own,2,skilled employee / official,1,none,no,1,male,married/widowed
0 <= ... < 200 DM,24,all credits at this bank paid back duly,business,1336,unknown/ no savings account,4 <= ... < 7 years,4,none,2,real estate,34,bank,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,10,critical account/ other credits existing (not at this bank),car (new),2809,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,13,critical account/ other credits existing (not at this bank),retraining,1360,unknown/ no savings account,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,52,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),furniture/equipment,3225,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,34,none,for free,2,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),1160,.. >= 1000 DM,4 <= ... < 7 years,3,none,1,real estate,23,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,furniture/equipment,3743,... < 100 DM,.. >= 7 years,4,none,3,real estate,35,none,own,2,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),radio/television,2780,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,47,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated
< 0 DM,24,existing credits paid back duly till now,radio/television,2729,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,21,existing credits paid back duly till now,car (new),3312,.. >= 1000 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",55,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,27,critical account/ other credits existing (not at this bank),radio/television,1532,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,44,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,17,existing credits paid back duly till now,radio/television,1718,... < 100 DM,.. >= 7 years,4,none,4,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,11,all credits at this bank paid back duly,car (new),1185,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,35,bank,for free,2,unskilled - resident,2,none,yes,1,male,single
no checking account,35,delay in paying off in the past,radio/television,6621,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,5277,... < 100 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1121,... < 100 DM,... < 1 year,4,none,3,real estate,24,none,rent,1,unskilled - resident,1,none,yes,1,male,single
no checking account,15,existing credits paid back duly till now,education,2779,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,51,bank,for free,1,skilled employee / official,2,none,yes,1,male,married/widowed
0 <= ... < 200 DM,23,delay in paying off in the past,education,1328,100 <= ... < 500 DM,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,6,delay in paying off in the past,car (new),2579,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,53,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,35,existing credits paid back duly till now,furniture/equipment,5794,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,25,stores,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
no checking account,27,critical account/ other credits existing (not at this bank),car (used),2221,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,23,existing credits paid back duly till now,car (new),1394,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,26,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,14,existing credits paid back duly till now,radio/television,1334,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,14,delay in paying off in the past,business,6989,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,48,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,25,critical account/ other credits existing (not at this bank),education,2076,... < 100 DM,.. >= 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,4,skilled employee / official,2,none,yes,1,male,single
no checking account,9,all credits at this bank paid back duly,car (used),1442,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,35,none,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,31,existing credits paid back duly till now,radio/television,1294,... < 100 DM,1 <= ... < 4 years,4,guarantor,3,real estate,26,none,own,1,unskilled - resident,1,none,yes,2,male,single
no checking account,11,existing credits paid back duly till now,business,3136,... < 100 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,16,existing credits paid back duly till now,radio/television,3449,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,2,unskilled - resident,1,none,yes,2,male,single
no checking account,9,existing credits paid back duly till now,business,1600,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,35,none,own,2,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),3466,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,42,critical account/ other credits existing (not at this bank),car (used),6396,unknown/ no savings account,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,11,existing credits paid back duly till now,furniture/equipment,1529,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,8,critical account/ other credits existing (not at this bank),car (new),742,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,27,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,23,delay in paying off in the past,car (new),1844,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,10,existing credits paid back duly till now,radio/television,1504,500 <= ... < 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,1,male,divorced/separated
< 0 DM,23,existing credits paid back duly till now,furniture/equipment,4205,... < 100 DM,4 <= ... < 7 years,1,none,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,business,1694,100 <= ... < 500 DM,unemployed,1,none,4,real estate,49,none,for free,1,unskilled - resident,2,none,yes,2,male,divorced/separated/married
< 0 DM,22,all credits at this bank paid back duly,radio/television,1560,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,own,2,unskilled - resident,1,none,yes,2,male,single
< 0 DM,24,all credits at this bank paid back duly,business,1191,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,41,bank,own,2,skilled employee / official,2,none,yes,2,male,single
< 0 DM,11,existing credits paid back duly till now,radio/television,1163,100 <= ... < 500 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,24,all credits at this bank paid back duly,car (new),1549,.. >= 1000 DM,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
