checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
< 0 DM,18,all credits at this bank paid back duly,furniture/equipment,1553,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,1,unskilled - resident,2,none,yes,2,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),8657,unknown/ no savings account,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1486,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,real estate,39,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,3001,... < 100 DM,4 <= ... < 7 years,2,none,4,real estate,30,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,furniture/equipment,2766,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),repairs,1002,... < 100 DM,.. >= 7 years,4,none,4,real estate,30,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,42,existing credits paid back duly till now,radio/television,3015,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,2,real estate,30,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,48,all credits at this bank paid back duly,car (new),7763,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,15,critical account/ other credits existing (not at this bank),car (used),3368,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2712,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,skilled employee / official,2,none,yes,1,male,single
no checking account,18,existing credits paid back duly till now,furniture/equipment,1184,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,1,unskilled - resident,2,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,education,1393,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,48,critical account/ other credits existing (not at this bank),car (used),4751,unknown/ no savings account,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,4,critical account/ other credits existing (not at this bank),car (new),1455,... < 100 DM,4 <= ... < 7 years,2,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,1,male,single
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2328,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,22,stores,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,24,existing credits paid back duly till now,car (new),1249,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,28,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),radio/television,1126,unknown/ no savings account,1 <= ... < 4 years,4,none,2,unknown / no property,33,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,7119,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,53,none,for free,2,skilled employee / official,2,none,yes,2,male,single
0 <= ... < 200 DM,36,delay in paying off in the past,business,9857,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,31,stores,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,24,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,4491,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (used),6108,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,31,none,rent,1,unskilled - resident,1,none,yes,1,male,single
no checking account,24,existing credits paid back duly till now,car (used),2769,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),car (new),975,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,18,existing credits paid back duly till now,radio/television,1473,... < 100 DM,... < 1 year,4,none,1,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,21,delay in paying off in the past,business,2353,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,48,delay in paying off in the past,business,8386,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),7407,unknown/ no savings account,.. >= 7 years,3,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,existing credits paid back duly till now,radio/television,1474,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,21,existing credits paid back duly till now,radio/television,2606,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,1131,... < 100 DM,.. >= 7 years,4,none,4,real estate,33,bank,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,2736,... < 100 DM,.. >= 7 years,3,none,4,real estate,61,bank,rent,1,unskilled - resident,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,707,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,real estate,40,bank,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
< 0 DM,12,existing credits paid back duly till now,car (new),1286,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,18,all credits at this bank paid back duly,car (new),1142,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,24,critical account/ other credits existing (not at this bank),repairs,1238,... < 100 DM,unemployed,4,none,2,real estate,33,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),1361,... < 100 DM,... < 1 year,4,none,3,real estate,40,none,own,1,unskilled - resident,2,none,no,1,male,single
no checking account,6,existing credits paid back duly till now,education,443,500 <= ... < 1000 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,delay in paying off in the past,business,4612,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2748,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,31,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,9,existing credits paid back duly till now,domestic appliances,338,100 <= ... < 500 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4857,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,58,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,car (new),1393,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
0 <= ... < 200 DM,18,delay in paying off in the past,car (used),1903,... < 100 DM,unemployed,3,none,4,unknown / no property,31,none,for free,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1026,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,unskilled - resident,1,none,yes,2,male,married/widowed
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,484,... < 100 DM,4 <= ... < 7 years,3,none,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
< 0 DM,6,no credits taken/ all credits paid back duly,radio/television,426,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,1,unskilled - resident,1,none,yes,1,male,single
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,500 <= ... < 1000 DM,... < 1 year,4,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,30,existing credits paid back duly till now,car (used),8301,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,41,none,rent,1,skilled employee / official,1,none,yes,1,male,single
no checking account,18,existing credits paid back duly till now,car (used),2768,unknown/ no savings account,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,critical account/ other credits existing (not at this bank),business,7980,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,37,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,existing credits paid back duly till now,radio/television,1262,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1258,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,12,no credits taken/ all credits paid back duly,furniture/equipment,2959,... < 100 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,11977,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,40,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,48,existing credits paid back duly till now,education,7436,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,6,critical account/ other credits existing (not at this bank),car (new),1761,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,46,none,rent,2,unskilled - resident,2,none,no,1,male,single
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,1532,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,3062,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,none,yes,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1895,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,38,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,4127,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,real estate,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,21,delay in paying off in the past,radio/television,2353,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,18,existing credits paid back duly till now,car (new),4350,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,2,none,yes,2,male,single
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,918,... < 100 DM,1 <= ... < 4 years,1,none,1,if not A121 : building society savings agreement/ life insurance,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,18,delay in paying off in the past,business,6204,unknown/ no savings account,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
