checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
< 0 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,.. >= 7 years,3,none,4,real estate,47,none,own,2,unskilled - resident,2,none,yes,1,male,single
< 0 DM,22,all credits at this bank paid back duly,furniture/equipment,3024,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,26,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
no checking account,11,existing credits paid back duly till now,car (used),2260,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),car (new),2392,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,41,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,18,all credits at this bank paid back duly,car (used),7187,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,54,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1229,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,real estate,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,21,critical account/ other credits existing (not at this bank),radio/television,2043,100 <= ... < 500 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),1405,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,38,none,own,2,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1392,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,3058,... < 100 DM,... < 1 year,3,none,1,real estate,31,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1389,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),1147,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,23,critical account/ other credits existing (not at this bank),radio/television,1731,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,2,none,1,real estate,39,none,own,3,unskilled - resident,2,none,yes,1,male,single
< 0 DM,13,existing credits paid back duly till now,car (new),1219,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
no checking account,13,existing credits paid back duly till now,car (new),1483,.. >= 1000 DM,.. >= 7 years,4,none,3,real estate,47,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,2354,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,4,critical account/ other credits existing (not at this bank),car (new),1806,... < 100 DM,4 <= ... < 7 years,2,none,1,real estate,36,none,own,3,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,1,none,4,real estate,19,none,rent,1,unskilled - resident,2,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,14,delay in paying off in the past,repairs,1492,.. >= 1000 DM,1 <= ... < 4 years,3,none,3,if not A121 : building society savings agreement/ life insurance,62,stores,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
< 0 DM,24,existing credits paid back duly till now,car (new),1266,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,12,all credits at this bank paid back duly,radio/television,1569,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",37,bank,rent,1,unskilled - resident,1,none,yes,1,male,married/widowed
no checking account,12,existing credits paid back duly till now,car (new),1463,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,unskilled - resident,1,none,no,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,6238,... < 100 DM,unemployed,4,none,1,unknown / no property,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,16,critical account/ other credits existing (not at this bank),radio/television,1514,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,33,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,radio/television,1109,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,44,stores,own,1,unskilled - resident,1,none,yes,2,male,single
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1701,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,real estate,51,none,own,2,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,furniture/equipment,2560,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,38,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,17,existing credits paid back duly till now,furniture/equipment,1674,... < 100 DM,.. >= 7 years,4,none,4,real estate,31,bank,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,3292,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,1986,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,12,delay in paying off in the past,car (new),1407,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,47,none,own,2,unskilled - resident,2,none,yes,1,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,3679,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1050,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),car (new),3363,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),9678,... < 100 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),education,1440,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,36,delay in paying off in the past,car (used),7242,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,44,none,for free,2,skilled employee / official,2,none,yes,2,male,single
no checking account,7,all credits at this bank paid back duly,radio/television,1492,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,43,bank,own,1,unskilled - resident,2,none,yes,1,male,single
no checking account,8,critical account/ other credits existing (not at this bank),furniture/equipment,1457,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,8,existing credits paid back duly till now,furniture/equipment,3281,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1409,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,23,critical account/ other credits existing (not at this bank),car (new),1997,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),1858,... < 100 DM,... < 1 year,4,none,1,real estate,30,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,36,existing credits paid back duly till now,car (new),11110,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
no checking account,20,existing credits paid back duly till now,radio/television,1157,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,40,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,13,existing credits paid back duly till now,radio/television,1422,unknown/ no savings account,... < 1 year,2,none,4,real estate,21,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,18,all credits at this bank paid back duly,radio/television,1953,... < 100 DM,... < 1 year,3,co-applicant,4,unknown / no property,37,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,21,existing credits paid back duly till now,car (used),2858,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1420,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,real estate,40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,14,critical account/ other credits existing (not at this bank),furniture/equipment,2168,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,car (new),1479,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,26,no credits taken/ all credits paid back duly,furniture/equipment,6290,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,43,existing credits paid back duly till now,furniture/equipment,8608,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1651,.. >= 1000 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,no,1,female,divorced/separated/married
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1264,unknown/ no savings account,.. >= 7 years,4,none,3,real estate,57,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,delay in paying off in the past,car (used),1879,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,17,existing credits paid back duly till now,radio/television,2993,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,business,3682,... < 100 DM,.. >= 7 years,1,none,2,real estate,35,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,furniture/equipment,2358,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,business,1394,... < 100 DM,.. >= 7 years,4,none,2,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,13,existing credits paid back duly till now,car (new),1131,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
