checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,26,existing credits paid back duly till now,car (used),2920,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
no checking account,10,critical account/ other credits existing (not at this bank),furniture/equipment,2666,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,25,none,own,1,skilled employee / official,1,none,no,1,male,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,2327,... < 100 DM,... < 1 year,4,none,4,real estate,21,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,34,delay in paying off in the past,furniture/equipment,4327,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,2438,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,11,existing credits paid back duly till now,car (used),10907,unknown/ no savings account,unemployed,3,none,2,unknown / no property,41,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,11,all credits at this bank paid back duly,education,6972,100 <= ... < 500 DM,... < 1 year,1,none,4,real estate,46,bank,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,41,critical account/ other credits existing (not at this bank),car (new),5071,unknown/ no savings account,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,48,existing credits paid back duly till now,car (new),3989,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,55,all credits at this bank paid back duly,car (used),13507,... < 100 DM,... < 1 year,2,none,4,unknown / no property,25,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,1730,unknown/ no savings account,... < 1 year,3,guarantor,1,real estate,52,bank,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
< 0 DM,47,existing credits paid back duly till now,car (new),2756,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,11,critical account/ other credits existing (not at this bank),furniture/equipment,2106,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,real estate,52,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,2018,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,14,existing credits paid back duly till now,education,2283,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),1814,... < 100 DM,... < 1 year,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",26,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,20,existing credits paid back duly till now,radio/television,900,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,unskilled - resident,1,none,yes,2,male,single
no checking account,26,existing credits paid back duly till now,furniture/equipment,2251,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,34,critical account/ other credits existing (not at this bank),business,6102,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,43,critical account/ other credits existing (not at this bank),education,8215,... < 100 DM,4 <= ... < 7 years,1,none,4,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,4938,... < 100 DM,unemployed,1,none,4,"if not A121/A122 : car or other, not in attribute 6",61,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,28,existing credits paid back duly till now,car (used),3143,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,21,delay in paying off in the past,car (new),1192,.. >= 1000 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,30,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,37,critical account/ other credits existing (not at this bank),car (used),11819,.. >= 1000 DM,1 <= ... < 4 years,1,none,4,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,56,critical account/ other credits existing (not at this bank),radio/television,6109,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,8,existing credits paid back duly till now,car (used),1489,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,35,none,for free,1,unskilled - resident,1,none,yes,1,male,single
< 0 DM,31,existing credits paid back duly till now,car (used),1570,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
no checking account,22,delay in paying off in the past,car (new),1583,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,26,none,own,2,skilled employee / official,1,none,no,1,male,single
no checking account,39,critical account/ other credits existing (not at this bank),car (new),4859,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,1676,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,18,existing credits paid back duly till now,business,3187,unknown/ no savings account,.. >= 7 years,4,none,3,unknown / no property,24,none,for free,1,skilled employee / official,2,none,yes,1,male,single
no checking account,49,critical account/ other credits existing (not at this bank),furniture/equipment,4866,... < 100 DM,4 <= ... < 7 years,1,none,1,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,22,critical account/ other credits existing (not at this bank),car (used),2258,500 <= ... < 1000 DM,.. >= 7 years,3,none,2,unknown / no property,38,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,12,all credits at this bank paid back duly,car (new),1375,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,15,existing credits paid back duly till now,radio/television,1403,500 <= ... < 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,2,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,15,delay in paying off in the past,furniture/equipment,1327,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,3686,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1,none,yes,2,male,single
< 0 DM,25,critical account/ other credits existing (not at this bank),business,2618,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",58,none,own,2,skilled employee / official,1,none,yes,1,female,single
< 0 DM,11,existing credits paid back duly till now,car (new),1957,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,critical account/ other credits existing (not at this bank),others,2032,unknown/ no savings account,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,12,existing credits paid back duly till now,radio/television,2238,.. >= 1000 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,14,existing credits paid back duly till now,furniture/equipment,2652,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,2646,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,2,none,yes,2,male,married/widowed
< 0 DM,52,critical account/ other credits existing (not at this bank),car (used),5160,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),radio/television,7034,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,2,female,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1273,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,real estate,34,none,own,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,57,all credits at this bank paid back duly,car (used),1915,100 <= ... < 500 DM,... < 1 year,3,none,4,unknown / no property,25,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,25,existing credits paid back duly till now,radio/television,3249,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated
no checking account,9,critical account/ other credits existing (not at this bank),car (used),2269,... < 100 DM,1 <= ... < 4 years,4,none,1,unknown / no property,40,none,own,3,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,1227,... < 100 DM,... < 1 year,1,none,1,unknown / no property,21,none,rent,1,skilled employee / official,2,none,yes,2,female,married/widowed
< 0 DM,35,delay in paying off in the past,radio/television,3879,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,unskilled - resident,1,none,yes,2,male,single
no checking account,22,existing credits paid back duly till now,car (new),3052,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,real estate,36,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,11,critical account/ other credits existing (not at this bank),business,1285,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,33,existing credits paid back duly till now,car (used),3232,unknown/ no savings account,... < 1 year,1,none,2,unknown / no property,30,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,51,existing credits paid back duly till now,car (new),3585,... < 100 DM,4 <= ... < 7 years,4,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,9,critical account/ other credits existing (not at this bank),repairs,1762,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,unknown / no property,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),car (new),2861,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,15,existing credits paid back duly till now,education,1160,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,10,critical account/ other credits existing (not at this bank),car (used),6411,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,58,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,13,critical account/ other credits existing (not at this bank),radio/television,2176,... < 100 DM,4 <= ... < 7 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,16,existing credits paid back duly till now,car (new),2345,100 <= ... < 500 DM,... < 1 year,2,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,24,all credits at this bank paid back duly,radio/television,2238,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
no checking account,26,existing credits paid back duly till now,car (used),10785,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
no checking account,7,critical account/ other credits existing (not at this bank),car (new),1786,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,car (used),10451,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,35,stores,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
no checking account,16,critical account/ other credits existing (not at this bank),car (used),7644,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),business,2026,.. >= 1000 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,none,yes,2,female,married/widowed
< 0 DM,27,existing credits paid back duly till now,furniture/equipment,2329,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,11,existing credits paid back duly till now,furniture/equipment,1589,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,11,existing credits paid back duly till now,car (used),1900,unknown/ no savings account,... < 1 year,4,none,1,unknown / no property,21,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,13,all credits at this bank paid back duly,furniture/equipment,2582,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4355,... < 100 DM,.. >= 7 years,3,guarantor,3,real estate,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,31,existing credits paid back duly till now,radio/television,3582,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),repairs,1909,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,1344,... < 100 DM,... < 1 year,4,none,2,real estate,26,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,13,existing credits paid back duly till now,furniture/equipment,1963,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,17,no credits taken/ all credits paid back duly,education,1787,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,21,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,8798,unknown/ no savings account,4 <= ... < 7 years,2,none,3,real estate,37,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,26,critical account/ other credits existing (not at this bank),furniture/equipment,7617,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,14,no credits taken/ all credits paid back duly,car (used),1722,100 <= ... < 500 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,1708,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,35,existing credits paid back duly till now,car (used),3180,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,34,critical account/ other credits existing (not at this bank),furniture/equipment,6330,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,26,stores,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,14,existing credits paid back duly till now,car (used),2865,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,39,none,rent,1,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes,1,male,single
no checking account,49,existing credits paid back duly till now,car (used),1773,... < 100 DM,... < 1 year,4,none,4,unknown / no property,26,stores,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),radio/television,2044,... < 100 DM,unemployed,3,none,3,real estate,38,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,19,critical account/ other credits existing (not at this bank),car (new),1876,... < 100 DM,4 <= ... < 7 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,8,existing credits paid back duly till now,car (new),2792,unknown/ no savings account,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,13,existing credits paid back duly till now,furniture/equipment,2315,... < 100 DM,unemployed,1,none,1,if not A121 : building society savings agreement/ life insurance,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1206,... < 100 DM,.. >= 7 years,4,none,1,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,11,existing credits paid back duly till now,radio/television,1272,unknown/ no savings account,... < 1 year,4,none,4,real estate,29,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,25,delay in paying off in the past,radio/television,2136,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,16,existing credits paid back duly till now,furniture/equipment,1899,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),4032,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,23,no credits taken/ all credits paid back duly,furniture/equipment,2297,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,stores,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),radio/television,2125,100 <= ... < 500 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,2062,... < 100 DM,4 <= ... < 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
