checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,10,existing credits paid back duly till now,furniture/equipment,1132,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,25,critical account/ other credits existing (not at this bank),car (new),6414,unknown/ no savings account,1 <= ... < 4 years,2,none,4,unknown / no property,42,none,rent,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,868,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,11,existing credits paid back duly till now,retraining,670,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,8,critical account/ other credits existing (not at this bank),car (new),2109,... < 100 DM,.. >= 7 years,3,none,4,real estate,41,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,31,existing credits paid back duly till now,education,2021,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,25,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,31,critical account/ other credits existing (not at this bank),car (new),1019,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1470,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,real estate,36,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,1,male,single
no checking account,9,existing credits paid back duly till now,furniture/equipment,1045,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,24,none,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,7,existing credits paid back duly till now,car (new),1787,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),radio/television,3251,... < 100 DM,... < 1 year,2,none,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,7,existing credits paid back duly till now,repairs,745,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,26,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
< 0 DM,6,existing credits paid back duly till now,furniture/equipment,1299,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,1861,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,39,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,33,critical account/ other credits existing (not at this bank),furniture/equipment,3507,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,25,stores,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,28,existing credits paid back duly till now,radio/television,1456,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,1135,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,34,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,33,critical account/ other credits existing (not at this bank),radio/television,1229,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,37,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,10,existing credits paid back duly till now,radio/television,1009,unknown/ no savings account,1 <= ... < 4 years,4,none,3,real estate,39,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,1282,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",71,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,1750,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,real estate,33,stores,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,8,existing credits paid back duly till now,car (new),1830,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,38,none,rent,1,unskilled - resident,1,none,no,1,male,single
no checking account,8,existing credits paid back duly till now,education,1902,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,37,none,rent,1,unskilled - resident,1,none,no,1,male,single
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,763,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,10,existing credits paid back duly till now,radio/television,790,... < 100 DM,.. >= 7 years,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,30,existing credits paid back duly till now,furniture/equipment,3287,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,6188,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,23,existing credits paid back duly till now,radio/television,3308,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,radio/television,1617,... < 100 DM,.. >= 7 years,4,guarantor,2,real estate,35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,907,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,real estate,25,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,578,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,16,existing credits paid back duly till now,business,3157,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,10,delay in paying off in the past,furniture/equipment,1490,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,23,existing credits paid back duly till now,radio/television,4574,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,12,delay in paying off in the past,car (used),3573,100 <= ... < 500 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
0 <= ... < 200 DM,34,existing credits paid back duly till now,business,7126,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,1188,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,23,critical account/ other credits existing (not at this bank),car (new),3329,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,34,existing credits paid back duly till now,radio/television,2156,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,1,male,single
no checking account,8,existing credits paid back duly till now,furniture/equipment,2197,... < 100 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,10,existing credits paid back duly till now,retraining,2979,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,real estate,57,none,for free,1,unskilled - resident,2,none,yes,1,male,divorced/separated/married
< 0 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,1550,... < 100 DM,... < 1 year,1,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1643,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,40,none,for free,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,583,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,68,none,own,2,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,repairs,855,... < 100 DM,... < 1 year,4,none,1,real estate,24,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
no checking account,43,existing credits paid back duly till now,furniture/equipment,11599,unknown/ no savings account,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,delay in paying off in the past,radio/television,1217,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,22,existing credits paid back duly till now,radio/television,2966,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1715,... < 100 DM,.. >= 7 years,1,guarantor,2,real estate,37,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,11,existing credits paid back duly till now,car (new),1050,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1322,... < 100 DM,1 <= ... < 4 years,1,co-applicant,2,real estate,35,bank,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,21,all credits at this bank paid back duly,car (new),1160,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,unskilled - resident,2,none,yes,1,male,single
< 0 DM,11,existing credits paid back duly till now,car (new),1020,... < 100 DM,... < 1 year,1,none,2,unknown / no property,38,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,radio/television,1871,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),car (new),7034,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,13,existing credits paid back duly till now,car (new),1757,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1020,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1452,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,21,existing credits paid back duly till now,car (new),3113,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,real estate,39,none,rent,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,702,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),1554,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,37,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
no checking account,14,delay in paying off in the past,business,1440,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
< 0 DM,11,existing credits paid back duly till now,car (new),856,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,24,none,own,1,unskilled - resident,1,none,yes,2,male,single
< 0 DM,39,existing credits paid back duly till now,car (new),13488,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,26,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,23,existing credits paid back duly till now,furniture/equipment,1434,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,2666,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,23,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,10,existing credits paid back duly till now,radio/television,952,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
0 <= ... < 200 DM,22,existing credits paid back duly till now,business,4686,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,49,existing credits paid back duly till now,education,5368,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,51,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
< 0 DM,11,existing credits paid back duly till now,repairs,1475,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,furniture/equipment,1782,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,2940,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,13,critical account/ other credits existing (not at this bank),car (used),1459,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,26,bank,rent,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,1143,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,883,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1161,... < 100 DM,... < 1 year,4,none,1,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,31,critical account/ other credits existing (not at this bank),car (new),1372,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,22,delay in paying off in the past,car (new),1560,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,11,existing credits paid back duly till now,car (new),1035,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,22,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,8,all credits at this bank paid back duly,car (new),1709,unknown/ no savings account,.. >= 7 years,4,none,2,unknown / no property,43,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,559,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,32,existing credits paid back duly till now,others,2017,... < 100 DM,.. >= 7 years,4,guarantor,4,real estate,49,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,17,existing credits paid back duly till now,furniture/equipment,2692,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,24,delay in paying off in the past,car (new),2140,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,for free,2,unskilled - resident,2,none,yes,2,male,single
no checking account,34,critical account/ other credits existing (not at this bank),radio/television,7806,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1,male,single
no checking account,34,delay in paying off in the past,radio/television,4051,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,business,1526,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",57,none,own,3,unskilled - resident,1,none,yes,2,male,single
< 0 DM,13,existing credits paid back duly till now,furniture/equipment,2978,... < 100 DM,1 <= ... < 4 years,3,guarantor,4,unknown / no property,44,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,47,existing credits paid back duly till now,radio/television,2405,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,28,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,37,existing credits paid back duly till now,car (new),2342,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,rent,1,skilled employee / official,1,none,yes,2,male,single
no checking account,11,existing credits paid back duly till now,radio/television,1283,unknown/ no savings account,.. >= 7 years,1,none,3,unknown / no property,52,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,11,existing credits paid back duly till now,radio/television,944,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,32,existing credits paid back duly till now,education,6746,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,39,none,for free,1,unskilled - resident,1,none,yes,1,male,single
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,704,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,real estate,28,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1935,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,713,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,37,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,13,existing credits paid back duly till now,car (new),1184,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,car (used),2584,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
< 0 DM,11,existing credits paid back duly till now,car (new),1573,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,23,existing credits paid back duly till now,retraining,767,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,unskilled - resident,1,none,yes,2,male,divorced/separated/married
< 0 DM,22,existing credits paid back duly till now,car (new),1521,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,23,existing credits paid back duly till now,car (new),1509,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,married/widowed
no checking account,12,existing credits paid back duly till now,furniture/equipment,962,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,11,existing credits paid back duly till now,car (new),3388,unknown/ no savings account,... < 1 year,3,none,2,real estate,35,none,rent,1,unskilled - resident,1,none,yes,1,female,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (used),3994,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,35,critical account/ other credits existing (not at this bank),car (used),12785,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,41,existing credits paid back duly till now,radio/television,5553,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,for free,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (used),3403,100 <= ... < 500 DM,.. >= 7 years,2,none,4,unknown / no property,42,bank,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,furniture/equipment,1601,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1396,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,real estate,36,stores,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
