checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,18,delay in paying off in the past,radio/television,4721,... < 100 DM,1 <= ... < 4 years,3,co-applicant,4,if not A121 : building society savings agreement/ life insurance,58,stores,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),radio/television,2428,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,none,yes,2,male,divorced/separated/married
no checking account,26,existing credits paid back duly till now,furniture/equipment,10775,unknown/ no savings account,4 <= ... < 7 years,2,none,2,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,18,delay in paying off in the past,business,1859,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (used),7312,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,7,existing credits paid back duly till now,furniture/equipment,2460,unknown/ no savings account,1 <= ... < 4 years,3,none,4,unknown / no property,35,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,2016,unknown/ no savings account,1 <= ... < 4 years,3,none,3,unknown / no property,54,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1906,500 <= ... < 1000 DM,... < 1 year,1,none,1,real estate,36,none,rent,1,skilled employee / official,1,none,yes,1,female,single
no checking account,11,no credits taken/ all credits paid back duly,radio/television,1061,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),furniture/equipment,1413,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,6253,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",43,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,27,existing credits paid back duly till now,car (new),2090,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,66,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,6,existing credits paid back duly till now,furniture/equipment,1692,unknown/ no savings account,... < 1 year,4,none,4,real estate,25,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,16,no credits taken/ all credits paid back duly,radio/television,2760,... < 100 DM,unemployed,1,none,2,real estate,30,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,31,existing credits paid back duly till now,furniture/equipment,5873,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,female,single
< 0 DM,29,no credits taken/ all credits paid back duly,education,6982,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1339,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,34,critical account/ other credits existing (not at this bank),car (used),5831,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,59,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1135,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,1175,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,52,none,own,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,40,all credits at this bank paid back duly,radio/television,3118,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,5467,100 <= ... < 500 DM,.. >= 7 years,1,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",53,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,952,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,unskilled - resident,1,none,yes,1,female,single
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,2956,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,26,existing credits paid back duly till now,domestic appliances,4712,unknown/ no savings account,1 <= ... < 4 years,4,co-applicant,3,real estate,29,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,27,delay in paying off in the past,car (new),11017,unknown/ no savings account,.. >= 7 years,3,none,3,unknown / no property,54,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,1098,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,35,none,rent,1,unskilled - resident,1,none,yes,2,male,married/widowed
< 0 DM,17,existing credits paid back duly till now,furniture/equipment,2430,500 <= ... < 1000 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2,none,yes,2,male,divorced/separated
no checking account,40,critical account/ other credits existing (not at this bank),business,10104,unknown/ no savings account,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,19,critical account/ other credits existing (not at this bank),car (new),938,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,17,existing credits paid back duly till now,radio/television,328,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,55,bank,for free,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,single
no checking account,23,critical account/ other credits existing (not at this bank),retraining,3089,... < 100 DM,1 <= ... < 4 years,4,none,1,unknown / no property,37,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,26,delay in paying off in the past,business,4281,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,2070,... < 100 DM,unemployed,4,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
no checking account,5,critical account/ other credits existing (not at this bank),car (used),7012,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,3,unknown / no property,23,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
no checking account,21,delay in paying off in the past,radio/television,4504,100 <= ... < 500 DM,unemployed,2,none,2,real estate,65,none,for free,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,26,existing credits paid back duly till now,business,6554,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,40,none,for free,2,skilled employee / official,2,none,yes,1,male,single
< 0 DM,46,no credits taken/ all credits paid back duly,furniture/equipment,10523,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,33,existing credits paid back duly till now,radio/television,2506,... < 100 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,19,critical account/ other credits existing (not at this bank),car (used),5387,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,38,stores,for free,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,17,existing credits paid back duly till now,car (new),4552,unknown/ no savings account,4 <= ... < 7 years,4,none,1,real estate,31,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,32,existing credits paid back duly till now,radio/television,2876,.. >= 1000 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
no checking account,5,existing credits paid back duly till now,business,1169,... < 100 DM,... < 1 year,2,none,1,real estate,27,stores,own,2,skilled employee / official,1,none,yes,1,female,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2173,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,21,existing credits paid back duly till now,car (new),3402,... < 100 DM,... < 1 year,3,none,4,real estate,21,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
no checking account,20,critical account/ other credits existing (not at this bank),furniture/equipment,3976,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,30,existing credits paid back duly till now,business,5841,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",47,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,4,critical account/ other credits existing (not at this bank),furniture/equipment,1109,... < 100 DM,.. >= 7 years,3,none,4,real estate,36,none,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,16,existing credits paid back duly till now,furniture/equipment,4144,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,32,none,for free,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
no checking account,8,existing credits paid back duly till now,radio/television,1323,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,20,existing credits paid back duly till now,radio/television,3891,... < 100 DM,unemployed,4,none,4,unknown / no property,46,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
< 0 DM,8,critical account/ other credits existing (not at this bank),furniture/equipment,1510,100 <= ... < 500 DM,.. >= 7 years,2,co-applicant,1,if not A121 : building society savings agreement/ life insurance,33,none,for free,2,skilled employee / official,1,none,yes,1,male,single
no checking account,10,delay in paying off in the past,car (new),1628,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,unskilled - resident,1,none,yes,1,female,married/widowed
< 0 DM,33,existing credits paid back duly till now,business,3392,100 <= ... < 500 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unskilled - resident,2,none,yes,2,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),car (used),2349,100 <= ... < 500 DM,4 <= ... < 7 years,2,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,47,existing credits paid back duly till now,furniture/equipment,9081,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",69,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
< 0 DM,25,existing credits paid back duly till now,education,4995,... < 100 DM,unemployed,4,none,4,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,13,no credits taken/ all credits paid back duly,radio/television,1379,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,none,yes,2,male,single
no checking account,15,existing credits paid back duly till now,domestic appliances,2187,100 <= ... < 500 DM,... < 1 year,1,co-applicant,4,real estate,48,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,40,existing credits paid back duly till now,repairs,3426,... < 100 DM,.. >= 7 years,4,none,3,real estate,35,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,34,existing credits paid back duly till now,furniture/equipment,4771,unknown/ no savings account,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,single
< 0 DM,11,no credits taken/ all credits paid back duly,car (used),3538,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,41,none,for free,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,25,existing credits paid back duly till now,radio/television,2430,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,21,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,18,critical account/ other credits existing (not at this bank),car (new),1393,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,21,critical account/ other credits existing (not at this bank),car (new),4178,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,20,existing credits paid back duly till now,radio/television,1900,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1396,500 <= ... < 1000 DM,.. >= 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
no checking account,27,existing credits paid back duly till now,repairs,9650,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,19,critical account/ other credits existing (not at this bank),radio/television,2809,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,40,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),car (new),5322,.. >= 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,stores,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,car (new),1565,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,34,none,rent,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,17,critical account/ other credits existing (not at this bank),radio/television,2593,unknown/ no savings account,1 <= ... < 4 years,2,none,4,unknown / no property,37,bank,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,19,all credits at this bank paid back duly,furniture/equipment,1001,... < 100 DM,4 <= ... < 7 years,1,none,1,unknown / no property,59,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,21,critical account/ other credits existing (not at this bank),car (used),6873,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,2,female,single
no checking account,29,existing credits paid back duly till now,car (new),6244,unknown/ no savings account,4 <= ... < 7 years,1,none,1,unknown / no property,36,bank,own,1,unskilled - resident,1,none,yes,1,female,married/widowed
0 <= ... < 200 DM,4,critical account/ other credits existing (not at this bank),car (new),1914,100 <= ... < 500 DM,... < 1 year,2,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
< 0 DM,16,all credits at this bank paid back duly,car (used),1083,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,no,1,male,single
0 <= ... < 200 DM,54,delay in paying off in the past,car (used),6729,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,33,stores,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,31,critical account/ other credits existing (not at this bank),car (used),1724,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
no checking account,49,critical account/ other credits existing (not at this bank),radio/television,2364,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,female,single
< 0 DM,32,critical account/ other credits existing (not at this bank),radio/television,1007,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,49,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (used),1637,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,10225,... < 100 DM,4 <= ... < 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,32,none,for free,3,skilled employee / official,2,none,yes,2,male,single
< 0 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,2854,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,existing credits paid back duly till now,car (new),8884,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,25,critical account/ other credits existing (not at this bank),education,3497,... < 100 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,23,stores,own,2,unskilled - resident,1,none,yes,1,female,married/widowed
no checking account,9,existing credits paid back duly till now,domestic appliances,1821,unknown/ no savings account,... < 1 year,4,none,1,real estate,26,none,own,3,skilled employee / official,1,none,yes,1,male,single
