checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
no checking account,23,existing credits paid back duly till now,radio/television,2658,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,23,existing credits paid back duly till now,radio/television,1355,... < 100 DM,.. >= 7 years,4,none,1,real estate,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7124,unknown/ no savings account,unemployed,1,none,2,real estate,24,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,28,critical account/ other credits existing (not at this bank),car (new),3622,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,married/widowed
< 0 DM,24,existing credits paid back duly till now,car (used),2385,... < 100 DM,1 <= ... < 4 years,3,guarantor,4,unknown / no property,56,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),3471,... < 100 DM,... < 1 year,1,none,3,real estate,50,bank,own,2,unskilled - resident,2,none,yes,1,male,single
no checking account,10,existing credits paid back duly till now,car (new),2117,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,unknown / no property,31,none,rent,1,skilled employee / official,1,none,no,1,male,single
< 0 DM,22,existing credits paid back duly till now,radio/television,2107,... < 100 DM,... < 1 year,4,none,4,real estate,32,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2431,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,8,existing credits paid back duly till now,radio/television,2744,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,33,none,own,1,skilled employee / official,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,education,656,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,36,delay in paying off in the past,car (new),8011,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,delay in paying off in the past,radio/television,4347,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,31,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,19,critical account/ other credits existing (not at this bank),radio/television,1868,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,54,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1377,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,26,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,11,existing credits paid back duly till now,education,772,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,unknown / no property,45,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,823,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
no checking account,14,existing credits paid back duly till now,car (used),2543,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,31,existing credits paid back duly till now,radio/television,2256,100 <= ... < 500 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,4901,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,3578,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1353,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),radio/television,1557,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,43,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),808,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,unskilled - resident,2,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),education,2107,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,rent,1,skilled employee / official,1,none,yes,2,male,divorced/separated
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),car (new),2609,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,2,male,divorced/separated
0 <= ... < 200 DM,60,delay in paying off in the past,car (new),18424,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),car (new),2294,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,14,existing credits paid back duly till now,car (new),3365,unknown/ no savings account,4 <= ... < 7 years,1,none,4,real estate,28,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,furniture/equipment,1876,... < 100 DM,4 <= ... < 7 years,3,none,4,real estate,33,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,784,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,28,none,own,2,unskilled - resident,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,18,delay in paying off in the past,business,2413,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,1176,unknown/ no savings account,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,36,existing credits paid back duly till now,radio/television,3689,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,49,critical account/ other credits existing (not at this bank),education,6124,... < 100 DM,1 <= ... < 4 years,1,none,3,unknown / no property,29,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1730,... < 100 DM,4 <= ... < 7 years,2,none,1,real estate,23,none,own,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,24,delay in paying off in the past,business,2998,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,9,existing credits paid back duly till now,furniture/equipment,1279,... < 100 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,25,existing credits paid back duly till now,radio/television,2444,... < 100 DM,.. >= 7 years,4,none,4,real estate,66,bank,rent,1,unskilled - resident,1,none,yes,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),furniture/equipment,2215,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,52,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,25,critical account/ other credits existing (not at this bank),radio/television,6107,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,radio/television,2100,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,furniture/equipment,1245,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,40,critical account/ other credits existing (not at this bank),car (new),6663,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,19,existing credits paid back duly till now,furniture/equipment,1121,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,20,critical account/ other credits existing (not at this bank),car (new),1465,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,30,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,13,existing credits paid back duly till now,radio/television,1427,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
no checking account,5,all credits at this bank paid back duly,car (new),747,unknown/ no savings account,1 <= ... < 4 years,1,guarantor,2,real estate,25,stores,own,1,unskilled - resident,2,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),1195,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,40,critical account/ other credits existing (not at this bank),furniture/equipment,14010,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1478,... < 100 DM,4 <= ... < 7 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,2,none,yes,1,male,single
< 0 DM,10,existing credits paid back duly till now,furniture/equipment,767,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,2,none,yes,1,male,single
< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),3978,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,65,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,furniture/equipment,1400,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),furniture/equipment,5383,... < 100 DM,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,36,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
< 0 DM,23,existing credits paid back duly till now,furniture/equipment,2728,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1915,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,17,existing credits paid back duly till now,furniture/equipment,2725,unknown/ no savings account,4 <= ... < 7 years,1,none,4,real estate,30,bank,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,furniture/equipment,782,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,22,existing credits paid back duly till now,car (new),1265,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,36,existing credits paid back duly till now,education,4750,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,40,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,24,existing credits paid back duly till now,car (used),5448,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1324,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),2914,... < 100 DM,1 <= ... < 4 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,2123,... < 100 DM,... < 1 year,1,none,3,real estate,23,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,19,existing credits paid back duly till now,business,1286,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,radio/television,2980,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),3911,100 <= ... < 500 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5145,unknown/ no savings account,4 <= ... < 7 years,1,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1820,... < 100 DM,... < 1 year,4,co-applicant,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,none,no,1,male,single
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2708,... < 100 DM,... < 1 year,4,none,4,real estate,22,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,20,critical account/ other credits existing (not at this bank),car (used),3460,unknown/ no savings account,unemployed,2,none,4,unknown / no property,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1027,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,real estate,57,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,36,delay in paying off in the past,business,3600,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,31,existing credits paid back duly till now,furniture/equipment,5744,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2424,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,40,none,rent,2,unskilled - resident,2,none,yes,1,male,single
no checking account,14,existing credits paid back duly till now,radio/television,1262,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2521,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,car (new),1366,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,2158,unknown/ no savings account,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,32,critical account/ other credits existing (not at this bank),furniture/equipment,4794,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,8,all credits at this bank paid back duly,car (new),1502,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,car (new),1102,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,radio/television,1349,unknown/ no savings account,1 <= ... < 4 years,3,none,4,real estate,28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,23,existing credits paid back duly till now,retraining,1141,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,furniture/equipment,1283,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,2837,.. >= 1000 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,936,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,3108,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,car (new),1386,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7428,unknown/ no savings account,unemployed,1,none,2,real estate,23,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
no checking account,25,existing credits paid back duly till now,car (used),5085,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,radio/television,1020,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,21,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,12,all credits at this bank paid back duly,radio/television,1991,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,54,bank,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,car (new),1001,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
no checking account,12,existing credits paid back duly till now,business,1212,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,real estate,61,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,21,existing credits paid back duly till now,retraining,1269,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
no checking account,12,no credits taken/ all credits paid back duly,radio/television,1863,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,10,critical account/ other credits existing (not at this bank),retraining,703,unknown/ no savings account,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,36,delay in paying off in the past,car (used),9903,unknown/ no savings account,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,car (used),3472,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,17,critical account/ other credits existing (not at this bank),car (new),3093,unknown/ no savings account,... < 1 year,2,none,4,real estate,42,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,2112,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,34,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,9,critical account/ other credits existing (not at this bank),car (new),564,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,4,real estate,42,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,50,existing credits paid back duly till now,car (new),4292,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,42,none,for free,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,3385,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,2,none,yes,1,male,single
