checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1101,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,2311,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,radio/television,2864,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),1050,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,6,existing credits paid back duly till now,radio/television,1238,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,52,none,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2960,... < 100 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1957,... < 100 DM,.. >= 7 years,4,co-applicant,3,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,radio/television,1058,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,12,existing credits paid back duly till now,furniture/equipment,6020,unknown/ no savings account,... < 1 year,1,none,3,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,36,existing credits paid back duly till now,radio/television,2592,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,rent,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,9,existing credits paid back duly till now,car (new),790,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,75,none,own,1,unskilled - resident,1,none,yes,2,male,single
no checking account,9,existing credits paid back duly till now,car (new),1378,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,20,critical account/ other credits existing (not at this bank),furniture/equipment,4742,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,24,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,18,delay in paying off in the past,education,6827,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,2020,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,1,real estate,30,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,24,existing credits paid back duly till now,radio/television,2233,500 <= ... < 1000 DM,.. >= 7 years,3,none,1,real estate,47,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,27,existing credits paid back duly till now,business,5711,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,education,8478,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,24,delay in paying off in the past,car (used),6324,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,67,bank,for free,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,4112,unknown/ no savings account,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,6412,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,42,existing credits paid back duly till now,car (new),8988,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,15,existing credits paid back duly till now,radio/television,2106,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,20,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1104,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,real estate,20,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,1060,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,28,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,business,1652,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,48,existing credits paid back duly till now,radio/television,3051,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1924,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1923,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,furniture/equipment,1535,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,real estate,50,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,1539,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,6,critical account/ other credits existing (not at this bank),furniture/equipment,1229,... < 100 DM,1 <= ... < 4 years,1,none,4,unknown / no property,28,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,36,existing credits paid back duly till now,business,4711,unknown/ no savings account,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
< 0 DM,45,existing credits paid back duly till now,retraining,941,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,33,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
no checking account,60,existing credits paid back duly till now,retraining,7494,unknown/ no savings account,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,51,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1090,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,64,none,own,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,6113,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,44,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,18,critical account/ other credits existing (not at this bank),business,1522,.. >= 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,business,5990,unknown/ no savings account,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,18,existing credits paid back duly till now,radio/television,1950,... < 100 DM,4 <= ... < 7 years,4,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1054,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,40,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,car (new),681,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
no checking account,21,critical account/ other credits existing (not at this bank),radio/television,1221,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
< 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,4376,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,29,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1167,unknown/ no savings account,.. >= 7 years,4,none,3,unknown / no property,39,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1113,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",48,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1138,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,5915,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,12,existing credits paid back duly till now,education,844,... < 100 DM,... < 1 year,4,none,2,real estate,43,bank,own,1,unskilled - resident,2,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1960,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,21,critical account/ other credits existing (not at this bank),business,1742,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,car (new),1823,... < 100 DM,unemployed,4,co-applicant,4,unknown / no property,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,700,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,27,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,furniture/equipment,1511,100 <= ... < 500 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,20,critical account/ other credits existing (not at this bank),furniture/equipment,2138,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,24,none,rent,2,skilled employee / official,1,none,yes,2,male,single
< 0 DM,20,critical account/ other credits existing (not at this bank),car (new),2235,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,46,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2362,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1965,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,30,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,business,2168,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,36,existing credits paid back duly till now,education,10874,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11124,unknown/ no savings account,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,delay in paying off in the past,repairs,1954,unknown/ no savings account,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,12,existing credits paid back duly till now,car (new),1220,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,39,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,15,delay in paying off in the past,education,1524,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,54,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,15,existing credits paid back duly till now,car (new),3513,... < 100 DM,unemployed,3,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),car (new),1042,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,39,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,18424,unknown/ no savings account,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,2,female,divorced/separated/married
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,3652,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,21,critical account/ other credits existing (not at this bank),car (new),2393,... < 100 DM,.. >= 7 years,4,co-applicant,4,if not A121 : building society savings agreement/ life insurance,45,none,own,2,skilled employee / official,1,none,no,1,male,single
< 0 DM,24,existing credits paid back duly till now,car (new),1293,... < 100 DM,... < 1 year,3,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),957,.. >= 1000 DM,4 <= ... < 7 years,4,none,3,real estate,50,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1857,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4122,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,8,existing credits paid back duly till now,business,907,... < 100 DM,4 <= ... < 7 years,1,none,3,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
< 0 DM,12,existing credits paid back duly till now,car (new),1382,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1237,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),2124,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,30,bank,own,2,skilled employee / official,2,none,yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,42,critical account/ other credits existing (not at this bank),car (used),4796,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,56,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1113,... < 100 DM,.. >= 7 years,2,none,2,real estate,36,none,own,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,12,existing credits paid back duly till now,car (new),1123,... < 100 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,car (used),1417,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1062,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1511,100 <= ... < 500 DM,4 <= ... < 7 years,4,guarantor,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,car (new),1208,... < 100 DM,.. >= 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,45,none,own,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,1295,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,48,no credits taken/ all credits paid back duly,car (used),6149,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,58,none,for free,2,skilled employee / official,2,none,yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,car (new),1303,... < 100 DM,... < 1 year,4,none,2,real estate,28,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,9,existing credits paid back duly till now,furniture/equipment,2528,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,24,none,own,1,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,30,no credits taken/ all credits paid back duly,business,4208,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes,2,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1811,100 <= ... < 500 DM,... < 1 year,4,none,3,real estate,26,none,rent,1,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2424,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1553,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3249,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1403,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,36,critical account/ other credits existing (not at this bank),education,7817,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,43,stores,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),8428,100 <= ... < 500 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2222,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,stores,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,24,existing credits paid back duly till now,car (new),993,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4101,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,48,existing credits paid back duly till now,business,5145,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1051,... < 100 DM,.. >= 7 years,4,guarantor,4,real estate,63,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),11054,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,furniture/equipment,3814,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2224,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,39,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,18,delay in paying off in the past,education,790,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,50,none,for free,2,skilled employee / official,2,none,yes,2,male,single
0 <= ... < 200 DM,18,all credits at this bank paid back duly,car (new),2525,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,34,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,2679,... < 100 DM,... < 1 year,4,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1882,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,49,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,797,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,33,bank,own,2,unskilled - resident,2,none,yes,1,male,single
no checking account,27,critical account/ other credits existing (not at this bank),furniture/equipment,2424,unknown/ no savings account,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),324,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,24,all credits at this bank paid back duly,car (new),2424,... < 100 DM,.. >= 7 years,4,none,1,real estate,54,bank,own,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,960,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4720,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1552,.. >= 1000 DM,.. >= 7 years,2,none,2,real estate,37,none,own,1,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),12631,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,radio/television,1682,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
