checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
< 0 DM,45,existing credits paid back duly till now,education,15492,... < 100 DM,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,25,delay in paying off in the past,business,2418,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,61,stores,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,11,existing credits paid back duly till now,car (new),1281,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,radio/television,3681,... < 100 DM,4 <= ... < 7 years,2,none,4,real estate,33,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,38,no credits taken/ all credits paid back duly,furniture/equipment,4082,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,unknown / no property,48,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,33,delay in paying off in the past,others,4331,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,skilled employee / official,2,none,yes,1,male,single
< 0 DM,23,existing credits paid back duly till now,education,7819,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,40,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,11,existing credits paid back duly till now,car (new),1469,unknown/ no savings account,.. >= 7 years,4,guarantor,3,if not A121 : building society savings agreement/ life insurance,41,bank,own,1,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,car (new),1909,... < 100 DM,.. >= 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,51,none,own,1,unskilled - resident,1,none,no,1,male,single
no checking account,8,critical account/ other credits existing (not at this bank),radio/television,994,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,39,none,own,4,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),3678,... < 100 DM,.. >= 7 years,4,co-applicant,4,real estate,38,none,for free,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),4076,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,2,none,yes,2,male,single
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1450,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1305,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,married/widowed
0 <= ... < 200 DM,54,delay in paying off in the past,car (used),10645,... < 100 DM,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",47,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,8,all credits at this bank paid back duly,furniture/equipment,1227,... < 100 DM,.. >= 7 years,4,none,4,real estate,32,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,8,existing credits paid back duly till now,car (new),1159,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,13,critical account/ other credits existing (not at this bank),radio/television,1638,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,repairs,1328,.. >= 1000 DM,.. >= 7 years,4,none,4,unknown / no property,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),education,6415,... < 100 DM,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,30,existing credits paid back duly till now,education,1982,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,4,skilled employee / official,1,none,no,2,female,divorced/separated/married
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1904,unknown/ no savings account,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1101,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,2,none,yes,1,male,single
no checking account,22,delay in paying off in the past,car (used),5226,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,unknown / no property,61,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),car (new),3274,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,35,bank,own,3,unskilled - resident,1,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),392,... < 100 DM,... < 1 year,2,none,2,real estate,26,bank,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,31,existing credits paid back duly till now,radio/television,4174,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1540,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,37,none,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,58,critical account/ other credits existing (not at this bank),furniture/equipment,7006,... < 100 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,15,critical account/ other credits existing (not at this bank),others,1695,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,13,existing credits paid back duly till now,radio/television,2562,... < 100 DM,.. >= 7 years,4,none,2,real estate,26,bank,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,38,critical account/ other credits existing (not at this bank),car (used),8153,... < 100 DM,unemployed,4,co-applicant,4,unknown / no property,59,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,62,critical account/ other credits existing (not at this bank),furniture/equipment,5776,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,2,skilled employee / official,2,none,yes,2,male,single
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,8583,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,7,critical account/ other credits existing (not at this bank),car (new),2627,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,54,bank,own,1,unskilled - resident,1,none,yes,1,female,single
no checking account,21,critical account/ other credits existing (not at this bank),radio/television,853,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,27,stores,own,1,unskilled - resident,1,none,yes,1,female,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1690,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,11,existing credits paid back duly till now,radio/television,788,.. >= 1000 DM,1 <= ... < 4 years,2,none,1,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,female,married/widowed
no checking account,14,existing credits paid back duly till now,radio/television,1486,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,1466,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,25,existing credits paid back duly till now,car (new),2708,... < 100 DM,.. >= 7 years,4,none,4,real estate,35,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,1426,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,25,none,rent,1,unskilled - resident,1,none,yes,2,male,married/widowed
0 <= ... < 200 DM,14,existing credits paid back duly till now,business,1715,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,34,existing credits paid back duly till now,repairs,1966,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,55,none,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,22,existing credits paid back duly till now,car (new),3877,... < 100 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
< 0 DM,10,existing credits paid back duly till now,furniture/equipment,1029,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,none,yes,1,female,married/widowed
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (new),3762,unknown/ no savings account,.. >= 7 years,4,guarantor,4,real estate,43,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),6214,... < 100 DM,unemployed,4,none,4,unknown / no property,40,bank,for free,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1748,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,11,existing credits paid back duly till now,retraining,1961,unknown/ no savings account,1 <= ... < 4 years,4,none,2,unknown / no property,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,38,existing credits paid back duly till now,car (new),3356,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,2,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,14,delay in paying off in the past,car (new),1328,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,29,none,own,1,unskilled - resident,2,none,yes,2,male,single
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),2052,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,2,none,yes,2,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,radio/television,3116,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,unknown / no property,53,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,11,existing credits paid back duly till now,car (new),1892,... < 100 DM,unemployed,4,none,2,real estate,33,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),3377,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,unskilled - resident,2,none,no,2,male,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),2884,500 <= ... < 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,20,critical account/ other credits existing (not at this bank),radio/television,1685,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,34,critical account/ other credits existing (not at this bank),education,8234,unknown/ no savings account,unemployed,1,none,4,if not A121 : building society savings agreement/ life insurance,54,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,4272,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,1669,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),business,7198,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,62,none,rent,2,unskilled - resident,2,none,yes,2,male,single
no checking account,7,delay in paying off in the past,car (new),980,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,38,none,own,2,unskilled - resident,2,none,yes,1,male,married/widowed
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,2973,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,12,existing credits paid back duly till now,car (new),2436,500 <= ... < 1000 DM,.. >= 7 years,3,none,3,unknown / no property,43,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,29,existing credits paid back duly till now,furniture/equipment,6580,... < 100 DM,unemployed,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1051,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,61,stores,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated
no checking account,22,existing credits paid back duly till now,car (new),3442,unknown/ no savings account,.. >= 7 years,1,none,2,real estate,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),radio/television,5713,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,39,delay in paying off in the past,others,7557,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,14,critical account/ other credits existing (not at this bank),car (new),1478,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,40,none,own,2,skilled employee / official,1,none,no,1,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,others,1934,unknown/ no savings account,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,38,critical account/ other credits existing (not at this bank),business,6841,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",55,stores,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,8,existing credits paid back duly till now,furniture/equipment,1168,.. >= 1000 DM,.. >= 7 years,4,none,3,unknown / no property,37,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,34,existing credits paid back duly till now,education,8029,... < 100 DM,unemployed,2,co-applicant,2,unknown / no property,28,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",no,2,female,divorced/separated/married
no checking account,15,existing credits paid back duly till now,car (used),3812,... < 100 DM,unemployed,1,none,4,unknown / no property,43,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,10268,... < 100 DM,unemployed,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,1649,... < 100 DM,unemployed,4,guarantor,3,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,17,critical account/ other credits existing (not at this bank),business,1340,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,3,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2992,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,9,critical account/ other credits existing (not at this bank),business,1756,... < 100 DM,... < 1 year,3,guarantor,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,unskilled - resident,1,none,no,1,male,married/widowed
no checking account,13,existing credits paid back duly till now,radio/television,1048,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,35,none,for free,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),car (used),997,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,38,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,2377,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,9,existing credits paid back duly till now,furniture/equipment,2668,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,3112,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,40,bank,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,756,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),others,1627,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),1254,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1774,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,54,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,13,critical account/ other credits existing (not at this bank),radio/television,3020,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,48,delay in paying off in the past,business,8158,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,61,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,2173,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),3587,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
no checking account,23,existing credits paid back duly till now,radio/television,3733,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,16,delay in paying off in the past,radio/television,1087,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",42,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,23,critical account/ other credits existing (not at this bank),business,4002,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,32,existing credits paid back duly till now,education,1843,... < 100 DM,1 <= ... < 4 years,4,co-applicant,4,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
< 0 DM,23,existing credits paid back duly till now,radio/television,2412,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
no checking account,11,critical account/ other credits existing (not at this bank),radio/television,2060,unknown/ no savings account,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,11,existing credits paid back duly till now,radio/television,3604,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,47,delay in paying off in the past,car (new),7106,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,57,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,22,existing credits paid back duly till now,retraining,3571,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,27,existing credits paid back duly till now,radio/television,2284,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,22,existing credits paid back duly till now,radio/television,1055,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,22,existing credits paid back duly till now,business,3224,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,none,yes,1,male,single
