checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
0 <= ... < 200 DM,41,existing credits paid back duly till now,business,960,... < 100 DM,1 <= ... < 4 years,1,none,3,unknown / no property,40,none,rent,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,4,critical account/ other credits existing (not at this bank),car (new),1051,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),furniture/equipment,4684,... < 100 DM,.. >= 7 years,2,none,4,real estate,28,bank,own,2,skilled employee / official,1,none,no,1,male,divorced/separated/married
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,1050,unknown/ no savings account,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,64,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),car (used),11046,unknown/ no savings account,unemployed,2,none,4,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,1,female,single
no checking account,34,no credits taken/ all credits paid back duly,education,4405,unknown/ no savings account,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,15,critical account/ other credits existing (not at this bank),education,3547,unknown/ no savings account,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,business,2563,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",53,none,for free,1,unskilled - resident,1,none,yes,1,female,divorced/separated
no checking account,12,all credits at this bank paid back duly,car (new),2458,... < 100 DM,... < 1 year,4,none,2,real estate,26,bank,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,16,existing credits paid back duly till now,car (new),591,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,rent,1,unemployed/ unskilled - non-resident,1,none,no,2,female,single
< 0 DM,30,critical account/ other credits existing (not at this bank),education,3346,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
< 0 DM,34,existing credits paid back duly till now,business,3260,unknown/ no savings account,.. >= 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,none,no,1,female,single
0 <= ... < 200 DM,32,all credits at this bank paid back duly,education,2541,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated/married
< 0 DM,21,existing credits paid back duly till now,education,1059,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,20,critical account/ other credits existing (not at this bank),car (used),747,unknown/ no savings account,.. >= 7 years,4,none,3,unknown / no property,34,none,rent,1,unskilled - resident,1,none,yes,1,male,single
< 0 DM,26,existing credits paid back duly till now,radio/television,835,... < 100 DM,unemployed,4,none,4,unknown / no property,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,5,critical account/ other credits existing (not at this bank),radio/television,869,... < 100 DM,1 <= ... < 4 years,1,none,1,real estate,21,none,rent,1,skilled employee / official,2,none,yes,1,male,divorced/separated/married
< 0 DM,31,no credits taken/ all credits paid back duly,education,9924,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,35,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,single
0 <= ... < 200 DM,38,existing credits paid back duly till now,business,4064,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,4828,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,42,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,1398,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,40,no credits taken/ all credits paid back duly,education,9783,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,32,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,37,critical account/ other credits existing (not at this bank),furniture/equipment,3769,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,61,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,39,delay in paying off in the past,car (used),6413,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
< 0 DM,23,all credits at this bank paid back duly,others,3598,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,23,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,30,delay in paying off in the past,car (used),7491,unknown/ no savings account,... < 1 year,3,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,38,critical account/ other credits existing (not at this bank),radio/television,2108,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,married/widowed
no checking account,10,critical account/ other credits existing (not at this bank),education,688,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,40,critical account/ other credits existing (not at this bank),car (used),3445,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,2,none,yes,2,male,single
< 0 DM,32,existing credits paid back duly till now,furniture/equipment,1759,... < 100 DM,1 <= ... < 4 years,2,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
0 <= ... < 200 DM,51,critical account/ other credits existing (not at this bank),car (used),5579,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,for free,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,14,all credits at this bank paid back duly,car (new),1458,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,41,bank,rent,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),repairs,3915,100 <= ... < 500 DM,unemployed,3,none,4,unknown / no property,60,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,27,all credits at this bank paid back duly,car (used),1808,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,26,delay in paying off in the past,education,4196,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",59,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,1535,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
< 0 DM,29,delay in paying off in the past,car (new),4852,... < 100 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
no checking account,33,existing credits paid back duly till now,radio/television,7417,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,repairs,2837,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,9,critical account/ other credits existing (not at this bank),car (new),6823,unknown/ no savings account,.. >= 7 years,4,none,2,unknown / no property,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,5,existing credits paid back duly till now,furniture/equipment,6512,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,divorced/separated/married
no checking account,22,existing credits paid back duly till now,car (new),2493,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,17,critical account/ other credits existing (not at this bank),car (new),2180,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,47,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,1516,... < 100 DM,... < 1 year,2,none,4,real estate,21,none,rent,2,skilled employee / official,1,none,yes,2,male,divorced/separated/married
no checking account,44,existing credits paid back duly till now,radio/television,5472,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
< 0 DM,37,all credits at this bank paid back duly,radio/television,10385,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,30,stores,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,29,existing credits paid back duly till now,radio/television,1389,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,4,existing credits paid back duly till now,car (new),837,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,32,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,car (used),2379,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,71,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,37,critical account/ other credits existing (not at this bank),furniture/equipment,1706,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,25,bank,for free,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,22,delay in paying off in the past,car (used),1561,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
< 0 DM,39,existing credits paid back duly till now,furniture/equipment,1839,100 <= ... < 500 DM,... < 1 year,4,none,2,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,34,existing credits paid back duly till now,car (new),2940,... < 100 DM,4 <= ... < 7 years,4,none,1,unknown / no property,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
< 0 DM,12,existing credits paid back duly till now,radio/television,2373,... < 100 DM,... < 1 year,2,none,1,real estate,43,bank,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
... >= 200 DM / salary assignments for at least 1 year,5,all credits at this bank paid back duly,car (new),2888,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,52,bank,own,1,skilled employee / official,2,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),radio/television,4250,... < 100 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,16,existing credits paid back duly till now,education,1191,unknown/ no savings account,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,26,existing credits paid back duly till now,others,8609,... < 100 DM,1 <= ... < 4 years,4,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",25,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
0 <= ... < 200 DM,28,existing credits paid back duly till now,business,5009,... < 100 DM,... < 1 year,2,co-applicant,4,real estate,25,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
no checking account,25,all credits at this bank paid back duly,business,4028,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",no,2,female,single
no checking account,9,existing credits paid back duly till now,car (new),781,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,55,none,own,2,unskilled - resident,1,none,yes,1,female,single
< 0 DM,42,existing credits paid back duly till now,car (new),3643,... < 100 DM,1 <= ... < 4 years,1,guarantor,4,real estate,25,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,32,delay in paying off in the past,business,6676,100 <= ... < 500 DM,4 <= ... < 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,31,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,452,unknown/ no savings account,1 <= ... < 4 years,1,none,1,real estate,21,none,rent,1,skilled employee / official,1,none,yes,1,female,married/widowed
no checking account,13,existing credits paid back duly till now,car (used),2131,... < 100 DM,4 <= ... < 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
0 <= ... < 200 DM,48,existing credits paid back duly till now,furniture/equipment,5399,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,40,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,33,critical account/ other credits existing (not at this bank),radio/television,6217,unknown/ no savings account,1 <= ... < 4 years,1,none,2,unknown / no property,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),1956,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,41,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,43,critical account/ other credits existing (not at this bank),business,5753,unknown/ no savings account,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
no checking account,49,critical account/ other credits existing (not at this bank),car (used),6083,unknown/ no savings account,1 <= ... < 4 years,4,none,3,unknown / no property,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,32,existing credits paid back duly till now,car (used),1997,... < 100 DM,1 <= ... < 4 years,2,guarantor,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,39,existing credits paid back duly till now,radio/television,2811,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,25,critical account/ other credits existing (not at this bank),furniture/equipment,2564,... < 100 DM,unemployed,2,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,29,existing credits paid back duly till now,car (used),5693,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,furniture/equipment,2169,unknown/ no savings account,1 <= ... < 4 years,1,guarantor,2,if not A121 : building society savings agreement/ life insurance,24,stores,own,1,skilled employee / official,1,none,no,1,male,single
0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),car (used),1560,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
no checking account,24,existing credits paid back duly till now,car (new),907,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,24,existing credits paid back duly till now,car (used),2971,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,29,existing credits paid back duly till now,furniture/equipment,716,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),10371,.. >= 1000 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,married/widowed
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (used),7020,500 <= ... < 1000 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,23,critical account/ other credits existing (not at this bank),radio/television,1800,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,40,critical account/ other credits existing (not at this bank),furniture/equipment,1672,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
< 0 DM,15,existing credits paid back duly till now,radio/television,1490,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,stores,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,9,existing credits paid back duly till now,car (used),2179,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,29,existing credits paid back duly till now,car (new),541,100 <= ... < 500 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,skilled employee / official,2,none,yes,1,male,married/widowed
< 0 DM,13,existing credits paid back duly till now,repairs,766,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,2,male,married/widowed
< 0 DM,19,all credits at this bank paid back duly,business,1590,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,17,delay in paying off in the past,car (new),1331,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,21,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
no checking account,37,existing credits paid back duly till now,radio/television,11365,... < 100 DM,unemployed,2,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,11,existing credits paid back duly till now,radio/television,623,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,17,critical account/ other credits existing (not at this bank),car (new),2003,.. >= 1000 DM,4 <= ... < 7 years,4,none,4,real estate,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),563,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,real estate,23,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,single
no checking account,21,existing credits paid back duly till now,car (used),7754,unknown/ no savings account,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,15,existing credits paid back duly till now,car (used),1788,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,30,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
< 0 DM,20,all credits at this bank paid back duly,business,3195,unknown/ no savings account,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,40,bank,own,2,unskilled - resident,2,none,yes,2,male,single
< 0 DM,21,critical account/ other credits existing (not at this bank),radio/television,2829,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,radio/television,1970,... < 100 DM,4 <= ... < 7 years,1,none,4,real estate,49,none,own,1,unskilled - resident,2,none,yes,1,male,divorced/separated/married
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),2250,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
0 <= ... < 200 DM,29,existing credits paid back duly till now,radio/television,8879,unknown/ no savings account,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,64,existing credits paid back duly till now,radio/television,10975,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
0 <= ... < 200 DM,28,existing credits paid back duly till now,business,1782,... < 100 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),car (new),678,... < 100 DM,.. >= 7 years,2,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,4595,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",44,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
< 0 DM,33,existing credits paid back duly till now,education,3267,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,22,existing credits paid back duly till now,radio/television,6137,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,26,none,own,2,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,37,delay in paying off in the past,furniture/equipment,7588,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,32,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,18,critical account/ other credits existing (not at this bank),radio/television,4491,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
