checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,3404,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,33,bank,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,1901,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1931,100 <= ... < 500 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,car (new),1372,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1084,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,car (new),1258,... < 100 DM,.. >= 7 years,4,none,4,real estate,57,bank,own,1,unskilled - resident,1,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,5802,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,24,all credits at this bank paid back duly,radio/television,1546,... < 100 DM,4 <= ... < 7 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1743,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated
< 0 DM,12,existing credits paid back duly till now,car (new),3655,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1385,100 <= ... < 500 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
< 0 DM,9,existing credits paid back duly till now,furniture/equipment,2308,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),car (new),11127,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,46,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,21,existing credits paid back duly till now,business,3272,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,57,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1935,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,38,bank,own,1,skilled employee / official,2,none,yes,2,male,single
0 <= ... < 200 DM,21,delay in paying off in the past,business,2357,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,24,bank,own,2,skilled employee / official,1,none,yes,2,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),5800,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),952,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,61,none,own,2,unskilled - resident,1,none,yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1503,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,44,none,own,2,skilled employee / official,1,none,yes,1,male,single
< 0 DM,18,existing credits paid back duly till now,car (new),1342,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
no checking account,6,all credits at this bank paid back duly,car (new),2169,unknown/ no savings account,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),business,1564,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,52,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,42,critical account/ other credits existing (not at this bank),business,5942,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),1371,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,36,none,rent,3,skilled employee / official,2,none,no,1,male,single
< 0 DM,60,no credits taken/ all credits paid back duly,business,9836,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,3979,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,car (new),1373,100 <= ... < 500 DM,.. >= 7 years,1,none,4,real estate,46,none,own,1,skilled employee / official,2,none,yes,1,male,single
no checking account,36,critical account/ other credits existing (not at this bank),car (used),5742,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,930,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,65,none,own,4,skilled employee / official,1,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1357,.. >= 1000 DM,.. >= 7 years,4,none,2,real estate,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,retraining,1410,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,31,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,42,critical account/ other credits existing (not at this bank),car (used),4166,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,3959,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
< 0 DM,27,no credits taken/ all credits paid back duly,business,5293,... < 100 DM,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,50,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),8086,100 <= ... < 500 DM,.. >= 7 years,2,none,4,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
no checking account,6,all credits at this bank paid back duly,radio/television,1868,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,49,none,own,1,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,car (new),8086,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1381,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1895,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
0 <= ... < 200 DM,42,existing credits paid back duly till now,radio/television,9084,... < 100 DM,4 <= ... < 7 years,1,none,1,real estate,24,none,own,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1195,... < 100 DM,... < 1 year,4,none,1,real estate,47,bank,own,3,unemployed/ unskilled - non-resident,2,none,yes,1,male,single
< 0 DM,36,critical account/ other credits existing (not at this bank),furniture/equipment,5179,... < 100 DM,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
no checking account,18,existing credits paid back duly till now,radio/television,2169,unknown/ no savings account,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",56,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1882,... < 100 DM,4 <= ... < 7 years,2,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,12,existing credits paid back duly till now,car (new),708,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,46,none,own,1,unskilled - resident,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,car (new),859,.. >= 1000 DM,... < 1 year,2,none,1,real estate,45,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),926,... < 100 DM,unemployed,4,none,3,real estate,66,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,2,male,single
no checking account,9,critical account/ other credits existing (not at this bank),education,1244,unknown/ no savings account,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,41,none,rent,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
< 0 DM,6,existing credits paid back duly till now,repairs,666,.. >= 1000 DM,4 <= ... < 7 years,3,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,real estate,66,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,6,critical account/ other credits existing (not at this bank),car (new),1287,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,37,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),furniture/equipment,2337,... < 100 DM,... < 1 year,4,co-applicant,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,12,existing credits paid back duly till now,radio/television,1963,... < 100 DM,... < 1 year,4,none,2,real estate,27,stores,rent,2,skilled employee / official,1,none,no,1,male,married/widowed
0 <= ... < 200 DM,20,existing credits paid back duly till now,radio/television,1217,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,21,critical account/ other credits existing (not at this bank),car (new),3982,500 <= ... < 1000 DM,... < 1 year,1,none,4,real estate,45,none,own,1,unskilled - resident,2,none,yes,1,male,single
0 <= ... < 200 DM,24,all credits at this bank paid back duly,education,1537,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),655,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",55,bank,own,1,unskilled - resident,1,none,yes,2,male,single
0 <= ... < 200 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3244,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),959,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,934,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,25,none,own,3,skilled employee / official,1,none,yes,1,male,single
no checking account,24,existing credits paid back duly till now,radio/television,1284,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1244,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,1,none,yes,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1221,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),10977,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,47,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,6961,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,unknown / no property,41,none,own,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,12,existing credits paid back duly till now,radio/television,684,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,24,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),3939,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,30,none,rent,2,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),car (new),4087,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),domestic appliances,5221,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
no checking account,39,delay in paying off in the past,education,14864,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,1982,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
no checking account,24,existing credits paid back duly till now,car (new),1287,.. >= 1000 DM,4 <= ... < 7 years,4,none,4,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,18,existing credits paid back duly till now,car (new),3950,... < 100 DM,4 <= ... < 7 years,3,none,4,unknown / no property,31,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,5945,... < 100 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850,... < 100 DM,4 <= ... < 7 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,12,existing credits paid back duly till now,radio/television,1393,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),8229,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,male,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),radio/television,1216,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,3,real estate,37,none,own,2,skilled employee / official,2,none,yes,1,male,single
0 <= ... < 200 DM,28,critical account/ other credits existing (not at this bank),business,2624,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated
< 0 DM,6,existing credits paid back duly till now,furniture/equipment,428,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,49,none,own,1,unskilled - resident,1,none,no,1,male,married/widowed
no checking account,15,existing credits paid back duly till now,car (used),1213,.. >= 1000 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,stores,own,1,skilled employee / official,1,none,yes,1,male,single
0 <= ... < 200 DM,9,delay in paying off in the past,education,1209,.. >= 1000 DM,.. >= 7 years,4,none,3,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,12,critical account/ other credits existing (not at this bank),car (new),926,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),2622,unknown/ no savings account,4 <= ... < 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,32,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
no checking account,36,no credits taken/ all credits paid back duly,business,4291,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1018,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,47,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),1121,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,48,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
< 0 DM,13,critical account/ other credits existing (not at this bank),radio/television,626,... < 100 DM,... < 1 year,4,guarantor,4,real estate,24,none,own,2,unskilled - resident,1,none,yes,1,male,single
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1152,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,30,no credits taken/ all credits paid back duly,business,2238,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,male,single
no checking account,60,critical account/ other credits existing (not at this bank),radio/television,3377,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
no checking account,24,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1397,... < 100 DM,.. >= 7 years,4,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
no checking account,7,existing credits paid back duly till now,business,1397,... < 100 DM,... < 1 year,1,none,1,real estate,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
no checking account,12,existing credits paid back duly till now,car (new),1393,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),4716,unknown/ no savings account,... < 1 year,1,none,3,real estate,44,none,own,1,unskilled - resident,2,none,yes,1,male,single
... >= 200 DM / salary assignments for at least 1 year,36,critical account/ other credits existing (not at this bank),radio/television,2347,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,single
< 0 DM,24,existing credits paid back duly till now,radio/television,1907,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,25,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,12,delay in paying off in the past,radio/television,1804,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,real estate,42,none,own,1,skilled employee / official,1,none,yes,2,male,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,299,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
< 0 DM,48,critical account/ other credits existing (not at this bank),car (used),6143,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,58,stores,for free,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,5048,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1303,... < 100 DM,... < 1 year,4,none,4,real estate,22,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1118,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,no,1,male,single
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1459,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
< 0 DM,36,existing credits paid back duly till now,education,1977,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
< 0 DM,18,existing credits paid back duly till now,car (used),3509,... < 100 DM,4 <= ... < 7 years,4,guarantor,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,2,male,single
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,radio/television,2569,... < 100 DM,.. >= 7 years,4,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1058,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",47,bank,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated
no checking account,12,existing credits paid back duly till now,radio/television,674,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,real estate,50,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
< 0 DM,60,delay in paying off in the past,business,7297,... < 100 DM,.. >= 7 years,4,co-applicant,4,unknown / no property,53,none,rent,1,skilled employee / official,1,none,yes,2,male,single
< 0 DM,21,existing credits paid back duly till now,car (new),3763,unknown/ no savings account,4 <= ... < 7 years,2,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,1,female,divorced/separated/married
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,753,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,64,none,own,1,unskilled - resident,1,none,yes,1,male,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),1209,... < 100 DM,unemployed,1,none,3,if not A121 : building society savings agreement/ life insurance,74,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,2,male,married/widowed
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2964,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,50,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
no checking account,12,existing credits paid back duly till now,car (new),680,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,2,male,single
