dataset,generator,fold,n,p_y1,p_y0,p_s_protected,p_s_privileged,count_s0_y0,p_s0_y0,count_s0_y1,p_s0_y1,count_s1_y0,p_s1_y0,count_s1_y1,p_s1_y1
adult,arf,2,29305,0.2374338850025593,0.7625661149974408,0.33758744241597,0.6624125575840301,13607,0.46432349428425185,5805,0.19808906329977818,8740,0.29824262071318886,1153,0.03934482170278109
adult,ctabgan,2,29305,0.2547005630438492,0.7452994369561508,0.33990786555195357,0.6600921344480464,13420,0.4579423306602969,5924,0.20214980378774952,8421,0.2873571062958539,1540,0.052550759256099644
adult,ctgan,2,29305,0.26381163623954956,0.7361883637604505,0.3236307797304214,0.6763692202695786,13275,0.4529943695615083,6546,0.22337485070807028,8299,0.28319399419894214,1185,0.04043678553147927
adult,ddpm,2,29305,0.23303190581811978,0.7669680941818802,0.33581300119433544,0.6641869988056646,13657,0.4660296877665927,5807,0.19815731103907183,8819,0.3009384064152875,1022,0.034874594779047946
adult,realtabformer,2,29305,0.27316157652277767,0.7268384234772223,0.3148268213615424,0.6851731786384576,13194,0.45023033612011604,6885,0.23494284251834158,8106,0.2766080873571063,1120,0.0382187340044361
adult,tvae,2,29305,0.2378433714383211,0.7621566285616789,0.31707899675823237,0.6829210032417676,14360,0.49001876812830575,5653,0.19290223511346186,7975,0.2721378604333731,1317,0.044941136324859236
adult,real_train,3,29305,0.23927657396348745,0.7607234260365126,0.3296365807882614,0.6703634192117386,13716,0.468042996075755,5929,0.2023204231359836,8577,0.29268042996075755,1083,0.036956150827503836
adult,arf,3,29305,0.23490871864869475,0.7650912813513052,0.3398054939430131,0.6601945060569869,13680,0.46681453676846957,5667,0.1933799692885173,8741,0.2982767445828357,1217,0.04152874936017745
adult,ctabgan,3,29305,0.25746459648524145,0.7425354035147586,0.3227435591196042,0.6772564408803958,13378,0.4565091281351305,6469,0.22074731274526532,8382,0.28602627537962805,1076,0.03671728373997611
adult,ctgan,3,29305,0.24971847807541375,0.7502815219245862,0.3217198430301996,0.6782801569698004,13782,0.470295171472445,6095,0.2079849854973554,8205,0.27998635045214126,1223,0.041733492578058355
adult,ddpm,3,29305,0.22511516806005802,0.774884831939942,0.3266678041289882,0.6733321958710118,14074,0.4802593414093158,5658,0.19307285446169595,8634,0.2946254905306262,939,0.03204231359836206
adult,realtabformer,3,29305,0.2531308650400955,0.7468691349599045,0.2773588124893363,0.7226411875106638,15114,0.5157481658420064,6063,0.20689302166865722,6773,0.23112096911789798,1355,0.04623784337143832
adult,tvae,3,29305,0.25865893192288003,0.74134106807712,0.2908377409998294,0.7091622590001706,14439,0.49271455383040436,6343,0.21644770516976625,7286,0.24862651424671559,1237,0.042211226753113805
adult,real_train,4,29305,0.23927657396348745,0.7607234260365126,0.3273502815219246,0.6726497184780754,13761,0.4695785702098618,5951,0.20307114826821362,8532,0.29114485582665073,1061,0.036205425695273845
adult,arf,4,29305,0.2398908036171302,0.7601091963828698,0.3246203719501792,0.6753796280498208,13829,0.4718989933458454,5963,0.20348063470397543,8446,0.2882102030370244,1067,0.03641016891315475
adult,ctabgan,4,29305,0.3101859750895752,0.6898140249104248,0.3217198430301996,0.6782801569698004,12335,0.4209179320934994,7542,0.25736222487630095,7880,0.26889609281692545,1548,0.052823750213274186
adult,ctgan,4,29305,0.23695615082750385,0.7630438491724961,0.3238013990786555,0.6761986009213445,14069,0.4800887220610817,5747,0.19610987886026277,8292,0.28295512711141446,1197,0.04084627196724108
adult,ddpm,4,29305,0.22726497184780753,0.7727350281521925,0.3178297218904624,0.6821702781095376,14186,0.4840812148097594,5805,0.19808906329977818,8459,0.288653813342433,855,0.029175908548029348
adult,realtabformer,4,29305,0.1963828698174373,0.8036171301825628,0.34434396860603994,0.6556560313939601,14235,0.4857532844224535,4979,0.16990274697150656,9315,0.3178638457601092,776,0.02648012284593073
adult,tvae,4,29305,0.24674970141614058,0.7532502985838594,0.29343115509298756,0.7065688449070124,14458,0.4933629073536939,6248,0.21320593755331854,7616,0.2598873912301655,983,0.03354376386282205
bank_marketing,real_train,0,27126,0.11697264616972647,0.8830273538302735,0.057546265575462656,0.9424537344245374,22887,0.8437292634372926,2678,0.09872447098724471,1066,0.039298090392980906,495,0.01824817518248175
bank_marketing,arf,0,27126,0.10653985106539851,0.8934601489346015,0.05315933053159331,0.9468406694684067,23199,0.8552311435523114,2485,0.09160952591609525,1037,0.03822900538229006,405,0.014930325149303252
bank_marketing,ctabgan,0,27126,0.2872152178721522,0.7127847821278478,0.11885276118852761,0.8811472388114724,17759,0.6546855415468554,6143,0.22646169726461698,1576,0.0580992405809924,1648,0.06075352060753521
bank_marketing,ctgan,0,27126,0.12264985622649856,0.8773501437735014,0.058984000589840005,0.94101599941016,22744,0.8384575683845756,2782,0.1025584310255843,1055,0.03889257538892575,545,0.020091425200914254
bank_marketing,ddpm,0,27126,0.09960923099609231,0.9003907690039077,0.03513234535132345,0.9648676546486765,23823,0.878234903782349,2350,0.0866327508663275,601,0.022155865221558654,352,0.012976480129764802
bank_marketing,realtabformer,0,27126,0.09551721595517217,0.9044827840448278,0.03822900538229006,0.96177099461771,23802,0.8774607387746074,2287,0.08431025584310256,733,0.02702204527022045,304,0.0112069601120696
bank_marketing,tvae,0,27126,0.10414362604143626,0.8958563739585638,0.040883285408832855,0.9591167145911671,23556,0.8683919486839194,2461,0.09072476590724766,745,0.027464425274644252,364,0.0134188601341886
bank_marketing,real_train,1,27126,0.11700951117009512,0.8829904888299049,0.05655091056550911,0.9434490894344909,22880,0.8434712084347121,2712,0.0999778809997788,1072,0.039519280395192806,462,0.0170316301703163
bank_marketing,arf,1,27126,0.10783012607830127,0.8921698739216988,0.050357590503575904,0.9496424094964241,23146,0.853277298532773,2614,0.09636511096365111,1055,0.03889257538892575,311,0.01146501511465015
bank_marketing,ctabgan,1,27126,0.25444223254442233,0.7455577674555777,0.06156455061564551,0.9384354493843545,19483,0.718240802182408,5973,0.22019464720194648,741,0.027316965273169652,929,0.03424758534247585
bank_marketing,ctgan,1,27126,0.11811546118115461,0.8818845388188454,0.05835729558357296,0.9416427044164271,22851,0.8424021234240212,2692,0.0992405809924058,1071,0.03948241539482415,512,0.0188748801887488
bank_marketing,ddpm,1,27126,0.10252156602521566,0.8974784339747843,0.042394750423947504,0.9576052495760525,23535,0.8676177836761778,2441,0.08998746589987466,810,0.029860650298606503,340,0.012534100125341001
bank_marketing,realtabformer,1,27126,0.1431836614318366,0.8568163385681634,0.050505050505050504,0.9494949494949495,22407,0.8260340632603407,3349,0.12346088623460887,835,0.030782275307822755,535,0.019722775197227753
bank_marketing,tvae,1,27126,0.1594779915947799,0.8405220084052201,0.042247290422472904,0.9577527095775271,22179,0.8176288431762885,3801,0.14012386640123867,621,0.02289316522893165,525,0.019354125193541252
bank_marketing,real_train,2,27126,0.11697264616972647,0.8830273538302735,0.058172970581729704,0.9418270294182703,22851,0.8424021234240212,2697,0.09942490599424907,1102,0.0406252304062523,476,0.017547740175477403
bank_marketing,arf,2,27126,0.10790385607903856,0.8920961439209615,0.05017326550173266,0.9498267344982674,23171,0.8541989235419892,2594,0.0956278109562781,1028,0.0378972203789722,333,0.01227604512276045
bank_marketing,ctabgan,2,27126,0.3721521787215218,0.6278478212784782,0.09610705596107055,0.9038929440389294,16038,0.5912408759124088,8481,0.3126520681265207,993,0.036606945366069454,1614,0.059500110595001106
bank_marketing,ctgan,2,27126,0.098060900980609,0.901939099019391,0.040588365405883654,0.9594116345941164,23657,0.8721153137211531,2368,0.08729632087296321,809,0.029823785298237853,292,0.010764580107645801
bank_marketing,ddpm,2,27126,0.1034431910344319,0.8965568089655681,0.04409054044090541,0.9559094595590946,23465,0.8650372336503723,2465,0.09087222590872227,855,0.03151957531519575,341,0.012570965125709651
bank_marketing,realtabformer,2,27126,0.13002285630022856,0.8699771436997714,0.0496940204969402,0.9503059795030598,22741,0.8383469733834698,3037,0.11195900611959006,858,0.031630170316301706,490,0.018063850180638504
bank_marketing,tvae,2,27126,0.13997640639976405,0.860023593600236,0.03808154538081546,0.9619184546191846,22738,0.8382363783823638,3355,0.12368207623682076,591,0.021787215217872153,442,0.0162943301629433
bank_marketing,real_train,3,27126,0.11697264616972647,0.8830273538302735,0.05728821057288211,0.9427117894271179,22878,0.8433974784339748,2694,0.09931431099314311,1075,0.03962987539629875,479,0.017658335176583353
bank_marketing,arf,3,27126,0.10716655607166556,0.8928334439283344,0.0533805205338052,0.9466194794661948,23167,0.8540514635405146,2511,0.09256801592568016,1052,0.038781980387819805,396,0.014598540145985401
bank_marketing,ctabgan,3,27126,0.5046081250460812,0.4953918749539188,0.11557177615571776,0.8844282238442822,12156,0.44813094448130947,11835,0.4362972793629728,1282,0.047260930472609305,1853,0.06831084568310845
bank_marketing,ctgan,3,27126,0.13112880631128807,0.8688711936887119,0.0728452407284524,0.9271547592715476,22131,0.8158593231585932,3019,0.11129543611295437,1438,0.05301187053011871,538,0.019833370198333703
bank_marketing,ddpm,3,27126,0.10628179606281796,0.893718203937182,0.047408390474083906,0.9525916095259161,23322,0.8597655385976554,2518,0.09282607092826071,921,0.03395266533952666,365,0.01345572513455725
bank_marketing,realtabformer,3,27126,0.14447393644473935,0.8555260635552606,0.043279510432795106,0.9567204895672049,22526,0.83042099830421,3426,0.12629949126299492,681,0.025105065251050652,493,0.01817444518174445
bank_marketing,tvae,3,27126,0.11944260119442601,0.8805573988055739,0.043205780432057805,0.9567942195679422,23191,0.8549362235493623,2763,0.10185799601857996,695,0.025621175256211753,477,0.017584605175846053
bank_marketing,real_train,4,27126,0.11697264616972647,0.8830273538302735,0.055739880557398806,0.9442601194426012,22920,0.8449458084494581,2694,0.09931431099314311,1033,0.03808154538081546,479,0.017658335176583353
bank_marketing,arf,4,27126,0.10606060606060606,0.8939393939393939,0.048846125488461255,0.9511538745115388,23243,0.856853203568532,2558,0.0943006709430067,1006,0.0370861903708619,319,0.011759935117599351
bank_marketing,ctabgan,4,27126,0.33974784339747843,0.6602521566025216,0.0750571407505714,0.9249428592494287,17108,0.6306864263068642,7982,0.2942564329425643,802,0.029565730295657303,1234,0.0454914104549141
bank_marketing,ctgan,4,27126,0.1431836614318366,0.8568163385681634,0.06705743567057436,0.9329425643294257,22154,0.8167072181670721,3153,0.11623534616235347,1088,0.04010912040109121,731,0.02694831526948315
bank_marketing,ddpm,4,27126,0.10812504608125047,0.8918749539187495,0.0450490304504903,0.9549509695495098,23322,0.8597655385976554,2582,0.0951854309518543,871,0.032109415321094154,351,0.012939615129396152
bank_marketing,realtabformer,4,27126,0.15730295657302956,0.8426970434269705,0.050283860502838604,0.9497161394971614,22045,0.8126889331268893,3717,0.13702720637027208,814,0.030008110300081103,550,0.0202757502027575
bank_marketing,tvae,4,27126,0.10336946103369461,0.8966305389663054,0.0452702204527022,0.9547297795472978,23575,0.8690923836909238,2323,0.08563739585637396,747,0.027538155275381553,481,0.017732065177320653
compas,real_train,0,4328,0.4507855822550832,0.5492144177449167,0.6698243992606284,0.3301756007393716,876,0.2024029574861368,553,0.12777264325323476,1501,0.34681146025878,1398,0.3230129390018484
compas,arf,0,4328,0.4865988909426987,0.5134011090573013,0.6686691312384473,0.3313308687615527,812,0.1876155268022181,622,0.14371534195933455,1410,0.3257855822550832,1484,0.34288354898336415
compas,ctabgan,0,4328,0.6162199630314233,0.38378003696857665,0.7430683918669131,0.2569316081330869,413,0.09542513863216266,699,0.1615064695009242,1248,0.28835489833641403,1968,0.45471349353049906
compas,ctgan,0,4328,0.5009242144177449,0.49907578558225507,0.6968576709796673,0.30314232902033267,715,0.1652033271719039,597,0.13793900184842883,1445,0.3338724584103512,1571,0.3629852125693161
compas,ddpm,0,4328,0.48151571164510165,0.5184842883548983,0.6709796672828097,0.32902033271719033,800,0.18484288354898337,624,0.14417744916820702,1444,0.333641404805915,1460,0.33733826247689463
compas,realtabformer,0,4328,0.3456561922365989,0.6543438077634012,0.6732902033271719,0.32670979667282807,1033,0.23867837338262476,381,0.08803142329020333,1799,0.41566543438077636,1115,0.2576247689463956
compas,tvae,0,4328,0.49630314232902034,0.5036968576709797,0.697550831792976,0.30244916820702406,679,0.15688539741219962,630,0.1455637707948244,1501,0.34681146025878,1518,0.35073937153419593
compas,real_train,1,4328,0.4507855822550832,0.5492144177449167,0.6520332717190388,0.3479667282809612,933,0.21557301293900186,573,0.13239371534195934,1444,0.333641404805915,1378,0.3183918669131238
compas,arf,1,4328,0.4787430683918669,0.521256931608133,0.660351201478743,0.33964879852125696,830,0.19177449168207025,640,0.1478743068391867,1426,0.32948243992606285,1432,0.33086876155268025
compas,ctabgan,1,4328,0.4944547134935305,0.5055452865064696,0.7155730129390019,0.2844269870609981,743,0.1716728280961183,488,0.11275415896487985,1445,0.3338724584103512,1652,0.38170055452865065
compas,ctgan,1,4328,0.46788354898336415,0.5321164510166358,0.6527264325323475,0.3472735674676525,867,0.20032347504621073,636,0.14695009242144177,1436,0.3317929759704251,1389,0.32093345656192235
compas,ddpm,1,4328,0.47851201478743066,0.5214879852125693,0.6513401109057301,0.3486598890942699,887,0.20494454713493532,622,0.14371534195933455,1370,0.316543438077634,1449,0.3347966728280961
compas,realtabformer,1,4328,0.4313770794824399,0.5686229205175601,0.7054066543438078,0.2945933456561922,860,0.1987060998151571,415,0.09588724584103513,1601,0.36991682070240295,1452,0.33548983364140483
compas,tvae,1,4328,0.48844731977818856,0.5115526802218114,0.6961645101663586,0.3038354898336414,748,0.17282809611829944,567,0.13100739371534195,1466,0.338724584103512,1547,0.3574399260628466
compas,real_train,2,4328,0.4507855822550832,0.5492144177449167,0.6545748613678374,0.3454251386321626,908,0.2097966728280961,587,0.13562846580406654,1469,0.3394177449168207,1364,0.31515711645101663
compas,arf,2,4328,0.47088724584103514,0.5291127541589649,0.6557301293900185,0.3442698706099815,878,0.20286506469500923,612,0.1414048059149723,1412,0.32624768946395566,1426,0.32948243992606285
compas,ctabgan,2,4328,0.46233826247689463,0.5376617375231054,0.6913123844731978,0.30868761552680224,832,0.1922365988909427,504,0.11645101663585952,1495,0.3454251386321627,1497,0.34588724584103514
compas,ctgan,2,4328,0.4787430683918669,0.521256931608133,0.6409426987060998,0.35905730129390023,864,0.19963031423290203,690,0.15942698706099814,1392,0.32162661737523107,1382,0.31931608133086875
compas,ddpm,2,4328,0.47989833641404805,0.5201016635859519,0.6536506469500925,0.34634935304990755,827,0.19108133086876156,672,0.15526802218114602,1424,0.3290203327171904,1405,0.324630314232902
compas,realtabformer,2,4328,0.4209796672828096,0.5790203327171903,0.6192236598890942,0.3807763401109058,1024,0.2365988909426987,624,0.14417744916820702,1482,0.3424214417744917,1198,0.2768022181146026
compas,tvae,2,4328,0.47435304990757854,0.5256469500924215,0.6358595194085028,0.3641404805914972,808,0.1866913123844732,768,0.17744916820702403,1467,0.33895563770794823,1285,0.29690388170055454
compas,real_train,3,4328,0.45055452865064693,0.5494454713493531,0.6617375231053605,0.3382624768946395,900,0.20794824399260628,564,0.13031423290203328,1478,0.34149722735674676,1386,0.3202402957486137
compas,arf,3,4328,0.4745841035120148,0.5254158964879851,0.6564232902033271,0.3435767097966729,864,0.19963031423290203,623,0.14394639556377078,1410,0.3257855822550832,1431,0.330637707948244
compas,ctabgan,3,4328,0.4602587800369686,0.5397412199630314,0.7375231053604436,0.26247689463955637,737,0.17028650646950091,399,0.09219038817005545,1599,0.3694547134935305,1593,0.36806839186691315
compas,ctgan,3,4328,0.5057763401109058,0.4942236598890942,0.6820702402957486,0.3179297597042514,754,0.17421441774491683,622,0.14371534195933455,1385,0.3200092421441775,1567,0.36206099815157117
compas,ddpm,3,4328,0.48775415896487984,0.5122458410351202,0.6617375231053605,0.3382624768946395,812,0.1876155268022181,652,0.15064695009242143,1405,0.324630314232902,1459,0.33710720887245843
compas,realtabformer,3,4328,0.42467652495378927,0.5753234750462107,0.6513401109057301,0.3486598890942699,997,0.23036044362292052,512,0.11829944547134935,1493,0.3449630314232902,1326,0.3063770794824399
compas,tvae,3,4328,0.4789741219963031,0.5210258780036969,0.6446395563770795,0.3553604436229205,927,0.21418669131238446,611,0.14117375231053605,1328,0.3068391866913124,1462,0.3378003696857671
compas,real_train,4,4329,0.45068145068145066,0.5493185493185493,0.6562716562716563,0.3437283437283437,898,0.20743820743820743,590,0.13629013629013628,1480,0.3418803418803419,1361,0.3143913143913144
compas,arf,4,4329,0.4781704781704782,0.5218295218295218,0.6565026565026565,0.3434973434973435,836,0.19311619311619313,651,0.15038115038115038,1423,0.3287133287133287,1419,0.3277893277893278
compas,ctabgan,4,4329,0.7154077154077154,0.2845922845922846,0.8200508200508201,0.17994917994917992,294,0.06791406791406791,485,0.11203511203511203,938,0.21667821667821668,2612,0.6033726033726033
compas,ctgan,4,4329,0.47193347193347196,0.528066528066528,0.6722106722106722,0.3277893277893278,805,0.18595518595518595,614,0.14183414183414184,1481,0.3421113421113421,1429,0.3300993300993301
compas,ddpm,4,4329,0.48348348348348347,0.5165165165165165,0.6583506583506583,0.3416493416493417,806,0.18618618618618618,673,0.15546315546315545,1430,0.3303303303303303,1420,0.32802032802032804
compas,realtabformer,4,4329,0.4696234696234696,0.5303765303765304,0.7177177177177178,0.28228228228228225,701,0.16193116193116194,521,0.12035112035112035,1595,0.36844536844536846,1512,0.3492723492723493
compas,tvae,4,4329,0.4557634557634558,0.5442365442365442,0.6426426426426426,0.3573573573573574,955,0.22060522060522061,592,0.13675213675213677,1401,0.32363132363132363,1381,0.319011319011319
german,real_train,0,600,0.3,0.7,0.31,0.69,296,0.49333333333333335,118,0.19666666666666666,124,0.20666666666666667,62,0.10333333333333333
german,arf,0,600,0.2783333333333333,0.7216666666666667,0.30666666666666664,0.6933333333333334,305,0.5083333333333333,111,0.185,128,0.21333333333333335,56,0.09333333333333334
german,ctabgan,0,600,0.15833333333333333,0.8416666666666667,0.29,0.71,380,0.6333333333333333,46,0.07666666666666666,125,0.20833333333333334,49,0.08166666666666667
german,ctgan,0,600,0.2833333333333333,0.7166666666666667,0.3466666666666667,0.6533333333333333,287,0.47833333333333333,105,0.175,143,0.23833333333333334,65,0.10833333333333334
german,ddpm,0,600,0.2633333333333333,0.7366666666666667,0.38333333333333336,0.6166666666666667,277,0.46166666666666667,93,0.155,165,0.275,65,0.10833333333333334
german,realtabformer,0,600,0.34,0.6599999999999999,0.26666666666666666,0.7333333333333334,298,0.49666666666666665,142,0.23666666666666666,98,0.16333333333333333,62,0.10333333333333333
german,tvae,0,600,0.32666666666666666,0.6733333333333333,0.30333333333333334,0.6966666666666667,296,0.49333333333333335,122,0.20333333333333334,108,0.18,74,0.12333333333333334
german,real_train,1,600,0.3,0.7,0.285,0.7150000000000001,307,0.5116666666666667,122,0.20333333333333334,113,0.18833333333333332,58,0.09666666666666666
german,arf,1,600,0.2966666666666667,0.7033333333333334,0.30666666666666664,0.6933333333333334,293,0.48833333333333334,123,0.205,129,0.215,55,0.09166666666666666
german,ctabgan,1,600,0.23166666666666666,0.7683333333333333,0.27666666666666667,0.7233333333333334,354,0.59,80,0.13333333333333333,107,0.17833333333333334,59,0.09833333333333333
german,ctgan,1,600,0.35,0.65,0.26666666666666666,0.7333333333333334,289,0.4816666666666667,151,0.25166666666666665,101,0.16833333333333333,59,0.09833333333333333
german,ddpm,1,600,0.3233333333333333,0.6766666666666667,0.37166666666666665,0.6283333333333334,297,0.495,80,0.13333333333333333,109,0.18166666666666667,114,0.19
german,realtabformer,1,600,0.36,0.64,0.24,0.76,289,0.4816666666666667,167,0.2783333333333333,95,0.15833333333333333,49,0.08166666666666667
german,tvae,1,600,0.34,0.6599999999999999,0.21833333333333332,0.7816666666666667,317,0.5283333333333333,152,0.25333333333333335,79,0.13166666666666665,52,0.08666666666666667
german,real_train,2,600,0.3,0.7,0.31,0.69,295,0.49166666666666664,119,0.19833333333333333,125,0.20833333333333334,61,0.10166666666666667
german,arf,2,600,0.2916666666666667,0.7083333333333333,0.28833333333333333,0.7116666666666667,313,0.5216666666666666,114,0.19,112,0.18666666666666668,61,0.10166666666666667
german,ctabgan,2,600,0.325,0.675,0.29333333333333333,0.7066666666666667,271,0.45166666666666666,153,0.255,134,0.22333333333333333,42,0.07
german,ctgan,2,600,0.36833333333333335,0.6316666666666666,0.36,0.64,259,0.43166666666666664,125,0.20833333333333334,120,0.2,96,0.16
german,ddpm,2,600,0.26666666666666666,0.7333333333333334,0.3566666666666667,0.6433333333333333,283,0.4716666666666667,103,0.17166666666666666,157,0.26166666666666666,57,0.095
german,realtabformer,2,600,0.26666666666666666,0.7333333333333334,0.2966666666666667,0.7033333333333334,309,0.515,113,0.18833333333333332,131,0.21833333333333332,47,0.07833333333333334
german,tvae,2,600,0.31,0.69,0.345,0.655,287,0.47833333333333333,106,0.17666666666666667,127,0.21166666666666667,80,0.13333333333333333
german,real_train,3,600,0.3,0.7,0.325,0.675,295,0.49166666666666664,110,0.18333333333333332,125,0.20833333333333334,70,0.11666666666666667
german,arf,3,600,0.2916666666666667,0.7083333333333333,0.3233333333333333,0.6766666666666667,294,0.49,112,0.18666666666666668,131,0.21833333333333332,63,0.105
german,ctabgan,3,600,0.2916666666666667,0.7083333333333333,0.32166666666666666,0.6783333333333333,308,0.5133333333333333,99,0.165,117,0.195,76,0.12666666666666668
german,ctgan,3,600,0.37166666666666665,0.6283333333333334,0.37166666666666665,0.6283333333333334,251,0.41833333333333333,126,0.21,126,0.21,97,0.16166666666666665
german,ddpm,3,600,0.26166666666666666,0.7383333333333333,0.4116666666666667,0.5883333333333334,246,0.41,107,0.17833333333333334,197,0.3283333333333333,50,0.08333333333333333
german,realtabformer,3,600,0.3566666666666667,0.6433333333333333,0.36833333333333335,0.6316666666666666,270,0.45,109,0.18166666666666667,116,0.19333333333333333,105,0.175
german,tvae,3,600,0.345,0.655,0.3466666666666667,0.6533333333333333,268,0.44666666666666666,124,0.20666666666666667,125,0.20833333333333334,83,0.13833333333333334
german,real_train,4,600,0.3,0.7,0.29,0.71,308,0.5133333333333333,118,0.19666666666666666,112,0.18666666666666668,62,0.10333333333333333
german,arf,4,600,0.31,0.69,0.25666666666666665,0.7433333333333334,309,0.515,137,0.22833333333333333,105,0.175,49,0.08166666666666667
german,ctabgan,4,600,0.16166666666666665,0.8383333333333334,0.08333333333333333,0.9166666666666666,464,0.7733333333333333,86,0.14333333333333334,39,0.065,11,0.018333333333333333
german,ctgan,4,600,0.3516666666666667,0.6483333333333333,0.3,0.7,268,0.44666666666666666,152,0.25333333333333335,121,0.20166666666666666,59,0.09833333333333333
german,ddpm,4,600,0.23833333333333334,0.7616666666666667,0.3016666666666667,0.6983333333333333,324,0.54,95,0.15833333333333333,133,0.22166666666666668,48,0.08
german,realtabformer,4,600,0.29333333333333333,0.7066666666666667,0.255,0.745,316,0.5266666666666666,131,0.21833333333333332,108,0.18,45,0.075
german,tvae,4,600,0.3383333333333333,0.6616666666666666,0.225,0.775,304,0.5066666666666667,161,0.2683333333333333,93,0.155,42,0.07
