age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18, Private,357159, 11th,7, Never-married, Priv-house-serv, Own-child, White, Male,0,42,30, Thailand, <=50K
41, Self-emp-inc,235674, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,499,51, United-States, >50K
24, Private,196780, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,28, United-States, <=50K
46, Private,352972, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, >50K
45, Private,202109, 1st-4th,4, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,18, Honduras, <=50K
42, Local-gov,208528, Doctorate,13, Married-civ-spouse, Protective-serv, Husband, White, Male,9777,0,48, United-States, >50K
31, Local-gov,171638, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,39, United-States, <=50K
25, Private,243939, Preschool,9, Never-married, Sales, Unmarried, White, Male,0,1631,45, United-States, <=50K
63, Private,189644, Assoc-voc,6, Widowed, Armed-Forces, Unmarried, White, Female,0,0,40, Ireland, <=50K
61, Private,283298, 5th-6th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,88,38, Taiwan, <=50K
23, Private,163777, Some-college,10, Never-married, Armed-Forces, Own-child, White, Female,91,162,36, United-States, <=50K
34, Private,78008, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
40, Private,109844, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private,26871, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,46009, Some-college,10, Divorced, Craft-repair, Husband, White, Male,2253,0,38, United-States, <=50K
28, Private,330113, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,195,0,43, United-States, >50K
27, Private,237587, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,32, Portugal, <=50K
61, Private,196726, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Male,482,0,50, United-States, <=50K
62, Private,280828, 7th-8th,4, Separated, Handlers-cleaners, Own-child, White, Female,0,0,27, Puerto-Rico, <=50K
50, ?,150431, 11th,8, Married-civ-spouse, ?, Husband, White, Male,0,0,42, United-States, <=50K
47, Private,178500, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,47, United-States, <=50K
48, Private,26347, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, United-States, >50K
20, Self-emp-not-inc,132928, 1st-4th,5, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,185835, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,210921, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
49, Local-gov,114562, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,7082,0,38, United-States, >50K
40, Private,288647, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
37, Private,133553, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
44, Private,24319, Assoc-voc,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,551,690,57, United-States, >50K
26, Self-emp-not-inc,195225, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Peru, <=50K
50, Private,122341, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,41,42, United-States, <=50K
49, Private,241782, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,7,41, United-States, <=50K
36, Self-emp-inc,266316, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
24, State-gov,107407, Doctorate,7, Never-married, Other-service, Own-child, White, Female,2929,0,50, United-States, <=50K
40, Private,242356, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,7,32, United-States, <=50K
55, State-gov,135024, HS-grad,15, Divorced, Priv-house-serv, Husband, White, Male,0,1156,71, United-States, <=50K
52, Private,43794, 7th-8th,4, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,345,40, United-States, <=50K
27, Private,27706, Masters,10, Never-married, ?, Not-in-family, White, Male,0,0,53, United-States, >50K
17, ?,228303, Some-college,10, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,61, United-States, <=50K
26, Private,39478, Assoc-voc,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,57,49, Scotland, <=50K
19, Private,230203, Some-college,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,13, United-States, <=50K
52, Federal-gov,331260, Bachelors,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,9587,0,53, Thailand, >50K
20, Private,254555, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private,225569, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1216,47, United-States, >50K
43, Self-emp-not-inc,85506, Prof-school,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,65, United-States, >50K
51, Self-emp-inc,361951, Prof-school,9, Divorced, Other-service, Unmarried, White, Male,802,0,40, United-States, <=50K
48, Private,429482, HS-grad,9, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,87077, Prof-school,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,34, United-States, <=50K
48, Private,81380, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1659,45, United-States, <=50K
49, Private,165102, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Male,0,0,37, United-States, <=50K
28, Federal-gov,294995, Bachelors,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,172364, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,59, United-States, >50K
25, Federal-gov,356589, 9th,11, Never-married, Priv-house-serv, Wife, Black, Female,0,0,40, Vietnam, >50K
31, Federal-gov,122768, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,41, United-States, <=50K
18, Private,188338, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private,32308, Some-college,10, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,166736, 12th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,47, Japan, <=50K
32, ?,204491, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,823,37, United-States, <=50K
36, Private,249992, 9th,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,11, Dominican-Republic, <=50K
23, Private,174198, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,309,36,50, United-States, <=50K
63, Local-gov,112952, Preschool,13, Never-married, Prof-specialty, Own-child, White, Female,2450,309,34, United-States, <=50K
33, Private,212714, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,636,47, Trinadad&Tobago, <=50K
30, Self-emp-not-inc,404730, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,329,59, Peru, >50K
18, Private,106954, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,17, United-States, <=50K
22, Private,129752, Bachelors,13, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private,141084, 10th,8, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,44, Canada, <=50K
31, Federal-gov,84645, Doctorate,12, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Local-gov,156560, Masters,14, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,4654,0,34, Taiwan, >50K
31, Private,181238, HS-grad,9, Divorced, Farming-fishing, Husband, White, Male,0,0,33, Yugoslavia, <=50K
67, Self-emp-not-inc,168122, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,18, United-States, <=50K
46, State-gov,452913, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
40, State-gov,358027, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,203,40, United-States, >50K
28, Private,455211, HS-grad,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,1595,0,54, Puerto-Rico, <=50K
26, Private,324192, HS-grad,9, Divorced, Tech-support, Husband, White, Female,5065,0,50, United-States, <=50K
38, Federal-gov,467399, Some-college,10, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,42, United-States, <=50K
29, Private,242690, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,461,0,28, United-States, >50K
68, Private,170541, Assoc-voc,13, Widowed, ?, Not-in-family, White, Female,0,3491,31, United-States, >50K
38, Private,406406, Preschool,6, Divorced, ?, Not-in-family, Black, Male,0,53,36, United-States, <=50K
52, Private,100398, Prof-school,10, Married-civ-spouse, Tech-support, Husband, White, Male,1974,0,45, United-States, <=50K
33, State-gov,188954, HS-grad,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,2482,0,30, Cambodia, <=50K
32, Private,552552, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,363,0,35, United-States, <=50K
25, Private,153754, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States, >50K
26, Private,34626, Masters,9, Never-married, Sales, Not-in-family, White, Female,0,205,40, United-States, <=50K
66, Self-emp-inc,131190, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,66,26,38, United-States, <=50K
48, Self-emp-inc,309947, Assoc-voc,13, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,39, Portugal, <=50K
46, Private,319536, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1931,54, United-States, >50K
34, Private,215526, HS-grad,9, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private,214436, HS-grad,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,32, United-States, <=50K
42, Private,137189, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,69986,0,48, United-States, >50K
22, Private,128688, Bachelors,11, Never-married, Prof-specialty, Unmarried, Black, Male,713,50,43, United-States, <=50K
55, Private,154967, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,62753, Doctorate,12, Never-married, ?, Not-in-family, White, Male,4155,0,39, United-States, <=50K
58, Private,182789, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc,108948, 12th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,49, United-States, >50K
38, Self-emp-inc,138843, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,41, United-States, >50K
20, Private,118974, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
43, Private,115811, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,33, United-States, >50K
33, Private,482829, Some-college,10, Never-married, Priv-house-serv, Own-child, Black, Male,1250,0,52, United-States, <=50K
48, Self-emp-not-inc,74574, Bachelors,14, Divorced, Machine-op-inspct, Not-in-family, White, Female,269,0,75, United-States, <=50K
24, Private,204985, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
22, Private,148329, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,908,78, United-States, <=50K
20, Private,236539, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private,29090, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
40, Private,194685, Assoc-acdm,5, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, England, <=50K
21, Private,359586, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
35, Private,135629, HS-grad,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,425,40, United-States, >50K
54, Self-emp-inc,201087, Assoc-voc,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,539,14, United-States, <=50K
20, State-gov,126760, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,34, United-States, <=50K
19, Private,208847, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,23, United-States, <=50K
33, Private,105331, Assoc-voc,9, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K
37, Private,169951, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, >50K
40, Private,258162, HS-grad,11, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,9124,0,42, United-States, >50K
23, Federal-gov,159257, HS-grad,12, Married-civ-spouse, Armed-Forces, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private,188492, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private,301624, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,341,40, United-States, >50K
39, Self-emp-inc,183159, Assoc-voc,13, Divorced, Craft-repair, Not-in-family, White, Male,17864,0,31, United-States, >50K
30, Private,207357, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Federal-gov,210476, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,1691,0,40, United-States, <=50K
31, State-gov,55381, Preschool,11, Never-married, Craft-repair, Husband, White, Male,1837,270,42, Taiwan, >50K
32, Private,193082, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
30, Local-gov,213900, HS-grad,9, Never-married, Armed-Forces, Other-relative, Black, Female,0,0,39, United-States, <=50K
17, Private,239761, 1st-4th,5, Never-married, Priv-house-serv, Own-child, Other, Female,0,690,17, Portugal, <=50K
76, Self-emp-not-inc,231665, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2323,0,24, United-States, <=50K
24, Federal-gov,394506, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
40, Private,42388, Bachelors,13, Never-married, Tech-support, Husband, White, Male,25428,0,49, United-States, >50K
46, Local-gov,289044, Bachelors,13, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,773,20, South, >50K
26, Private,219852, 12th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,41, Nicaragua, <=50K
49, Local-gov,183842, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,37, United-States, >50K
44, Private,272663, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,105,31, United-States, >50K
28, Private,170492, Some-college,10, Never-married, Handlers-cleaners, Husband, White, Male,0,0,39, Taiwan, <=50K
53, Self-emp-inc,102603, Bachelors,13, Never-married, Craft-repair, Husband, White, Male,2972,0,37, United-States, <=50K
22, Private,181463, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,39, United-States, <=50K
58, Local-gov,233006, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1812,298,48, United-States, <=50K
39, Private,49485, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,548,610,38, United-States, <=50K
18, Private,266583, Some-college,8, Never-married, Handlers-cleaners, Own-child, White, Male,849,0,30, United-States, <=50K
36, ?,129723, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,33, United-States, <=50K
68, ?,69062, Masters,14, Married-civ-spouse, ?, Not-in-family, White, Male,0,0,36, United-States, <=50K
68, ?,159294, Prof-school,10, Married-civ-spouse, ?, Husband, White, Male,3555,0,17, Taiwan, >50K
18, Private,243458, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,19, United-States, <=50K
27, Private,193714, Doctorate,12, Married-civ-spouse, Sales, Not-in-family, White, Male,0,2031,67, United-States, <=50K
37, Private,236464, HS-grad,9, Married-spouse-absent, Armed-Forces, Not-in-family, White, Male,0,0,40, Mexico, <=50K
66, Private,120454, Prof-school,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,1703,0,39, United-States, <=50K
21, Local-gov,153660, HS-grad,9, Never-married, Tech-support, Own-child, Black, Female,1833,0,38, United-States, <=50K
26, Private,262119, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,39, India, <=50K
47, Private,36185, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,243,50, United-States, <=50K
64, Local-gov,275223, 5th-6th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,3455,0,61, United-States, <=50K
47, Private,296789, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,47, Taiwan, <=50K
57, Self-emp-not-inc,214961, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, >50K
43, Private,52749, Bachelors,13, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,28, Thailand, <=50K
68, Private,197534, Some-college,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,41, United-States, <=50K
59, State-gov,266383, Assoc-acdm,11, Married-civ-spouse, Farming-fishing, Husband, Black, Male,824,217,63, United-States, <=50K
28, Private,141525, HS-grad,9, Never-married, Armed-Forces, Other-relative, White, Male,0,0,46, United-States, <=50K
17, ?,299894, 10th,6, Never-married, ?, Own-child, White, Male,0,0,12, Japan, <=50K
46, State-gov,158172, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,74, United-States, <=50K
42, Federal-gov,130587, Masters,14, Divorced, Exec-managerial, Not-in-family, Black, Female,0,322,18, Peru, >50K
49, Private,59283, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,3065,2045,50, United-States, >50K
49, Self-emp-not-inc,86333, Assoc-voc,11, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,65, United-States, <=50K
50, Local-gov,382886, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1792,266,43, United-States, >50K
57, Federal-gov,109394, HS-grad,9, Never-married, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Male,381,44,30, Thailand, <=50K
66, Private,267649, Bachelors,13, Divorced, Machine-op-inspct, Unmarried, White, Female,1903,0,13, England, <=50K
17, Local-gov,205390, 1st-4th,7, Never-married, Other-service, Own-child, White, Female,0,0,19, Vietnam, <=50K
47, Local-gov,146412, Bachelors,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
37, Private,113334, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,226391, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,34, United-States, <=50K
22, Private,425738, Bachelors,8, Never-married, Armed-Forces, Not-in-family, White, Male,127,603,40, Columbia, <=50K
19, Private,53243, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,343,40, United-States, <=50K
50, Self-emp-inc,149100, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,292,0,40, United-States, <=50K
56, Local-gov,206308, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,437,0,35, United-States, >50K
22, Private,208722, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,39, United-States, <=50K
41, Private,91305, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
51, Private,266038, 5th-6th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
43, Private,288812, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,47, United-States, <=50K
42, Private,134442, Assoc-acdm,11, Never-married, Tech-support, Own-child, White, Female,1623,0,35, Thailand, <=50K
18, ?,225724, 1st-4th,7, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
55, Private,128381, Some-college,10, Widowed, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private,237683, HS-grad,9, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,37, Thailand, <=50K
44, Self-emp-not-inc,192698, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,21, United-States, >50K
59, State-gov,107518, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,1400,0,68, United-States, <=50K
25, Private,414309, Assoc-acdm,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,22, United-States, <=50K
29, Private,38686, HS-grad,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,462085, 1st-4th,4, Never-married, Handlers-cleaners, Husband, Black, Male,847,0,53, Thailand, <=50K
55, Private,202369, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,237,45, Scotland, <=50K
33, State-gov,194713, Doctorate,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,224076, Preschool,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
44, Private,204983, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,1038,0,40, United-States, <=50K
39, Private,150183, Bachelors,13, Divorced, Handlers-cleaners, Unmarried, Black, Male,7027,0,45, United-States, <=50K
25, Private,282264, 1st-4th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, South, <=50K
20, Private,253529, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
36, Private,32356, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,71, United-States, >50K
38, Self-emp-not-inc,295591, 10th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
18, Private,261102, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,26, United-States, <=50K
32, Private,221182, 1st-4th,4, Never-married, Protective-serv, Own-child, Black, Male,0,0,25, United-States, <=50K
23, Private,76249, 11th,7, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
50, Self-emp-not-inc,220259, 12th,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,38, United-States, <=50K
44, ?,257403, Doctorate,14, Never-married, ?, Not-in-family, Black, Male,15681,0,54, United-States, >50K
24, Self-emp-not-inc,512668, Assoc-acdm,14, Never-married, Tech-support, Not-in-family, White, Male,0,565,27, United-States, <=50K
42, Private,122416, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,34, Japan, <=50K
21, Private,328373, Some-college,10, Never-married, Other-service, Unmarried, White, Female,374,0,24, Thailand, <=50K
37, Private,98969, Assoc-acdm,11, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, Private,345125, Masters,14, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,811,52, Thailand, >50K
26, Private,208445, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Female,0,0,33, United-States, <=50K
47, Self-emp-not-inc,388864, Doctorate,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,32, Trinadad&Tobago, >50K
56, Private,169028, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Female,747,0,51, United-States, <=50K
32, Private,117235, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,5340,1446,31, United-States, >50K
42, Private,128653, Prof-school,9, Married-civ-spouse, Tech-support, Husband, White, Male,2748,0,50, United-States, >50K
46, Private,171549, HS-grad,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, Laos, <=50K
26, Private,337889, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,41, United-States, <=50K
