age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30, Private,179460, Doctorate,8, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,39, Trinadad&Tobago, <=50K
41, Self-emp-not-inc,282500, 10th,12, Married-civ-spouse, Sales, Husband, White, Male,1,0,44, El-Salvador, <=50K
52, Private,198582, Assoc-acdm,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,6,0,40, Trinadad&Tobago, >50K
21, Private,214155, Assoc-voc,12, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
57, Self-emp-not-inc,113094, 10th,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,16, Trinadad&Tobago, <=50K
17, Self-emp-not-inc,39487, Prof-school,9, Never-married, Machine-op-inspct, Own-child, White, Male,7,0,36, United-States, <=50K
48, Self-emp-inc,95416, 5th-6th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, >50K
22, Private,571562, Doctorate,8, Never-married, Craft-repair, Own-child, White, Male,1,0,36, Trinadad&Tobago, <=50K
70, Private,186429, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Female,2920,0,25, Trinadad&Tobago, <=50K
27, Local-gov,179438, Masters,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Taiwan, <=50K
25, Federal-gov,55421, Doctorate,9, Never-married, Exec-managerial, Own-child, White, Male,5,0,37, Trinadad&Tobago, <=50K
57, Self-emp-inc,104246, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1819,39, Trinadad&Tobago, >50K
40, Private,121076, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,39, Trinadad&Tobago, <=50K
53, Private,357643, Assoc-voc,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
43, Private,105626, 10th,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
30, Private,110634, Prof-school,9, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private,141320, Prof-school,9, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private,201299, Doctorate,8, Never-married, Other-service, Not-in-family, Black, Male,0,0,54, Trinadad&Tobago, <=50K
52, Local-gov,35780, Masters,14, Separated, Priv-house-serv, Husband, White, Female,0,0,20, Trinadad&Tobago, >50K
41, Self-emp-not-inc,239526, Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
50, Private,383458, Doctorate,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Ireland, >50K
35, Self-emp-not-inc,106840, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,0,54, Trinadad&Tobago, <=50K
18, Private,49076, 10th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1842,40, United-States, <=50K
38, Federal-gov,431844, Assoc-voc,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,3307,0,40, Laos, <=50K
41, Local-gov,149894, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, Trinadad&Tobago, >50K
65, Private,226557, 10th,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,5,0,40, Laos, <=50K
34, Private,322594, Assoc-voc,12, Married-civ-spouse, Sales, Husband, White, Male,2,0,14, Trinadad&Tobago, >50K
30, Self-emp-not-inc,357128, Doctorate,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
37, Private,216498, Doctorate,8, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
50, Local-gov,103668, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,39, Trinadad&Tobago, <=50K
19, Private,36736, Doctorate,8, Never-married, Other-service, Not-in-family, Black, Female,15,0,40, El-Salvador, <=50K
29, ?,254921, Doctorate,8, Never-married, Handlers-cleaners, Husband, White, Male,0,0,39, United-States, <=50K
30, Private,208896, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,31, Trinadad&Tobago, <=50K
42, Private,102317, Doctorate,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
37, Private,446200, Doctorate,8, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private,121958, Assoc-voc,12, Never-married, Sales, Own-child, White, Male,0,0,53, Trinadad&Tobago, <=50K
19, Private,57805, Prof-school,10, Never-married, Sales, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
53, Self-emp-not-inc,344933, Masters,14, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,39, Trinadad&Tobago, >50K
29, Private,199280, Doctorate,8, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
46, Local-gov,123006, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,14667,0,59, Trinadad&Tobago, <=50K
17, Private,232141, Some-college,10, Never-married, Sales, Other-relative, White, Male,9,0,24, United-States, <=50K
41, Private,415397, Doctorate,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
52, Private,125132, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, Trinadad&Tobago, <=50K
59, Private,202733, Doctorate,8, Married-civ-spouse, Exec-managerial, Wife, White, Female,3499,0,36, Trinadad&Tobago, >50K
37, Private,118696, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private,114622, Prof-school,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, Trinadad&Tobago, <=50K
46, Private,226554, Doctorate,8, Married-civ-spouse, Transport-moving, Husband, White, Male,7,0,50, Trinadad&Tobago, <=50K
18, Private,98041, Some-college,6, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ireland, <=50K
32, Local-gov,65472, Doctorate,8, Separated, Tech-support, Not-in-family, White, Male,3104,0,40, El-Salvador, <=50K
26, Private,144037, Assoc-acdm,8, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private,199335, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,73, Trinadad&Tobago, <=50K
17, Private,276534, HS-grad,9, Never-married, Sales, Own-child, White, Female,7,0,40, Trinadad&Tobago, <=50K
39, Private,312774, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,39, Trinadad&Tobago, <=50K
45, Self-emp-inc,309134, Bachelors,14, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,54, Trinadad&Tobago, <=50K
19, Private,117093, Assoc-voc,10, Never-married, Protective-serv, Not-in-family, White, Male,3122,0,59, Trinadad&Tobago, <=50K
45, Private,36145, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Trinadad&Tobago, >50K
39, Self-emp-not-inc,222464, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,3,0,17, Trinadad&Tobago, <=50K
43, Private,165837, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Trinadad&Tobago, >50K
30, Private,129219, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,5,0,40, Trinadad&Tobago, <=50K
40, Private,295953, Doctorate,9, Married-civ-spouse, Sales, Husband, White, Male,7,0,15, Trinadad&Tobago, >50K
69, ?,134477, Prof-school,9, Never-married, ?, Not-in-family, White, Male,4,0,39, United-States, <=50K
45, ?,142315, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,6,0,60, United-States, >50K
33, Private,403164, Prof-school,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,60, Trinadad&Tobago, <=50K
39, Private,98675, HS-grad,13, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,39, Trinadad&Tobago, <=50K
31, Private,171597, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
48, Private,248835, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private,357287, Prof-school,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1,0,54, Trinadad&Tobago, <=50K
24, Private,39003, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
22, Self-emp-not-inc,236553, Bachelors,12, Never-married, Sales, Other-relative, Black, Male,0,0,40, Philippines, <=50K
25, Self-emp-not-inc,188698, HS-grad,9, Divorced, ?, Not-in-family, White, Male,11,0,37, Trinadad&Tobago, <=50K
39, Private,330783, Doctorate,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private,236571, Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Trinadad&Tobago, <=50K
20, Private,420984, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,25, Iran, <=50K
56, Self-emp-not-inc,327522, Prof-school,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
45, Private,365717, HS-grad,8, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
55, Self-emp-not-inc,187806, 10th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
47, Private,209076, Some-college,9, Divorced, Exec-managerial, Not-in-family, White, Female,6,0,50, Trinadad&Tobago, <=50K
48, Self-emp-inc,141070, Assoc-voc,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7581,141,49, Trinadad&Tobago, >50K
37, Private,28858, Some-college,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, Trinadad&Tobago, <=50K
63, Private,42952, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female,0,0,36, Trinadad&Tobago, <=50K
32, Private,109559, Doctorate,8, Divorced, Handlers-cleaners, Husband, White, Male,0,1808,20, Laos, <=50K
40, Private,176895, Doctorate,8, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private,362872, Prof-school,10, Never-married, Craft-repair, Own-child, White, Male,4,0,20, Trinadad&Tobago, <=50K
38, Self-emp-inc,116175, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,49, Trinadad&Tobago, <=50K
62, Private,232975, Doctorate,7, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private,181916, Doctorate,9, Never-married, Craft-repair, Not-in-family, White, Female,5,0,40, Trinadad&Tobago, <=50K
38, Self-emp-not-inc,200073, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
29, Private,271932, Doctorate,8, Separated, Sales, Not-in-family, White, Female,0,0,25, Trinadad&Tobago, <=50K
58, Local-gov,175341, Prof-school,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1805,40, Trinadad&Tobago, <=50K
23, Private,157431, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,36, Trinadad&Tobago, <=50K
50, Private,183810, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,55, Trinadad&Tobago, <=50K
23, Private,96326, 10th,8, Never-married, Other-service, Other-relative, White, Male,0,0,50, Trinadad&Tobago, <=50K
55, Private,191455, Assoc-voc,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
49, Private,58176, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private,44541, Doctorate,8, Married-civ-spouse, ?, Husband, White, Male,0,0,44, Trinadad&Tobago, <=50K
21, Private,130119, 10th,9, Never-married, Other-service, Other-relative, Black, Female,0,67,39, Trinadad&Tobago, <=50K
56, Self-emp-not-inc,181561, Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,40, Trinadad&Tobago, <=50K
56, Private,216894, Bachelors,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private,121337, Prof-school,9, Never-married, Tech-support, Own-child, White, Female,0,0,39, Mexico, <=50K
32, Private,230114, Doctorate,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,12, Trinadad&Tobago, <=50K
38, ?,95241, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,7,0,69, Trinadad&Tobago, <=50K
53, Private,53986, Doctorate,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
33, Local-gov,157242, Doctorate,8, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
34, Private,73962, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
45, Private,238726, Doctorate,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States, <=50K
68, ?,209770, Doctorate,8, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,19, Trinadad&Tobago, <=50K
19, Private,198667, Some-college,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Trinadad&Tobago, <=50K
45, Self-emp-inc,307022, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3192,0,40, Trinadad&Tobago, >50K
40, Private,167267, Prof-school,9, Divorced, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
49, Private,91549, Doctorate,9, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
19, Self-emp-not-inc,345756, Prof-school,10, Never-married, Exec-managerial, Own-child, White, Male,7591,0,49, Trinadad&Tobago, >50K
18, Private,128478, Prof-school,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private,300505, Doctorate,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, Trinadad&Tobago, <=50K
47, Private,169642, Prof-school,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,55, Philippines, <=50K
35, State-gov,321419, Doctorate,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
36, Private,31383, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, State-gov,343135, Assoc-voc,12, Married-civ-spouse, Sales, Husband, White, Male,14798,0,40, Trinadad&Tobago, >50K
30, Private,48102, Prof-school,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
19, Private,89951, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,69, Trinadad&Tobago, <=50K
34, Private,160787, Doctorate,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private,379988, Doctorate,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, El-Salvador, <=50K
42, Private,193400, Prof-school,9, Married-civ-spouse, Exec-managerial, Wife, Black, Male,9,0,60, Trinadad&Tobago, <=50K
31, Private,125742, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
22, Private,379061, Some-college,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
64, ?,174334, Prof-school,9, Married-civ-spouse, ?, Wife, White, Male,0,0,34, United-States, >50K
44, Private,110435, 10th,5, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
40, Private,175087, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Female,5,0,72, Trinadad&Tobago, <=50K
55, ?,125195, 10th,6, Divorced, Adm-clerical, Own-child, White, Female,3,0,30, Trinadad&Tobago, <=50K
54, Private,119611, Doctorate,9, Never-married, Sales, Own-child, White, Female,0,0,47, Trinadad&Tobago, <=50K
35, Private,68710, Preschool,11, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
57, Private,24344, HS-grad,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
26, Self-emp-inc,53313, Doctorate,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
21, Private,34696, Prof-school,9, Never-married, Sales, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, State-gov,205567, HS-grad,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,7465,0,54, Trinadad&Tobago, <=50K
27, Self-emp-inc,313185, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
49, Local-gov,220065, Doctorate,8, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
46, Private,199223, Doctorate,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
64, Private,389269, Assoc-voc,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,4,0,29, Trinadad&Tobago, <=50K
56, Self-emp-inc,265959, Prof-school,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
33, Private,191517, Prof-school,9, Widowed, Protective-serv, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
60, Private,103646, Prof-school,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
47, Private,205116, Prof-school,9, Divorced, Sales, Unmarried, White, Female,7285,0,34, Trinadad&Tobago, <=50K
34, Self-emp-not-inc,125557, Doctorate,8, Never-married, Sales, Not-in-family, White, Female,0,0,49, Trinadad&Tobago, <=50K
19, Private,178299, 10th,6, Never-married, Sales, Own-child, White, Female,2,0,20, United-States, <=50K
51, Private,183515, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,24271,0,40, Trinadad&Tobago, >50K
39, State-gov,84948, Assoc-voc,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
59, Private,319350, 10th,5, Separated, Other-service, Other-relative, White, Female,0,0,39, Trinadad&Tobago, <=50K
36, Private,129310, Doctorate,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,6,0,36, Trinadad&Tobago, <=50K
53, Private,352274, Prof-school,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,8,0,50, United-States, <=50K
28, Private,155278, HS-grad,13, Separated, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private,210716, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
27, Private,49303, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,74, Trinadad&Tobago, <=50K
40, Private,112435, Prof-school,9, Divorced, Adm-clerical, Unmarried, Black, Female,4,0,40, Trinadad&Tobago, <=50K
52, Self-emp-inc,171691, 5th-6th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, <=50K
23, Private,245887, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,29, Trinadad&Tobago, <=50K
57, Self-emp-inc,142912, Prof-school,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
41, Private,189219, Prof-school,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private,193560, Assoc-acdm,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4,0,48, Trinadad&Tobago, <=50K
67, Private,276878, Doctorate,8, Widowed, Other-service, Wife, White, Female,0,0,44, El-Salvador, <=50K
29, Private,243070, Doctorate,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7,0,68, Trinadad&Tobago, <=50K
34, Local-gov,189074, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-not-inc,43062, Doctorate,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, Private,233254, 10th,5, Divorced, Tech-support, Not-in-family, White, Female,2,0,11, Trinadad&Tobago, <=50K
18, Private,127810, Prof-school,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, Trinadad&Tobago, <=50K
18, Private,371228, Bachelors,6, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
52, Self-emp-inc,204627, Doctorate,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,49, Trinadad&Tobago, <=50K
28, Private,196997, 10th,6, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
21, Private,96955, HS-grad,8, Never-married, Adm-clerical, Own-child, White, Male,23,0,25, Trinadad&Tobago, <=50K
35, Private,141428, 10th,14, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,36, Trinadad&Tobago, <=50K
37, Private,213846, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3461,0,40, Trinadad&Tobago, >50K
38, Private,99298, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,9,0,39, El-Salvador, <=50K
24, ?,172741, Some-college,10, Separated, ?, Not-in-family, White, Female,0,0,49, El-Salvador, <=50K
24, Private,96857, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,8,0,40, Trinadad&Tobago, >50K
30, Private,54485, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Trinadad&Tobago, <=50K
63, ?,114407, Prof-school,9, Widowed, ?, Own-child, Asian-Pac-Islander, Female,2,0,40, Laos, <=50K
23, ?,292117, Some-college,9, Never-married, ?, Not-in-family, White, Male,5,0,45, Trinadad&Tobago, <=50K
48, Local-gov,186938, Prof-school,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
31, Private,188526, Doctorate,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Philippines, <=50K
38, Private,110130, Doctorate,9, Separated, Sales, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
54, Private,167595, Prof-school,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3184,0,39, United-States, >50K
35, Private,185399, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
60, Private,167330, Assoc-voc,2, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, Private,118420, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
62, Private,199296, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1773,44, Trinadad&Tobago, >50K
32, Local-gov,48826, 1st-4th,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
