age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36, Self-emp-inc,109535, Bachelors,12, Never-married, Sales, Not-in-family, White, Male,1093,0,40, United-States, <=50K
31, Private,216467, Preschool,10, Divorced, Farming-fishing, Unmarried, White, Male,0,0,39, United-States, <=50K
42, Private,324817, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,52,47, Puerto-Rico, <=50K
36, Self-emp-inc,170981, Prof-school,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,8,41, United-States, >50K
55, Local-gov,111323, Prof-school,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,597,52, United-States, <=50K
27, Private,167046, Masters,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, El-Salvador, <=50K
38, Self-emp-inc,214848, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,31, United-States, >50K
45, Private,229403, Doctorate,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
32, Private,377801, HS-grad,9, Divorced, Armed-Forces, Unmarried, White, Female,463,0,40, United-States, <=50K
53, Private,167415, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,2903,0,36, United-States, <=50K
26, Local-gov,45489, Assoc-acdm,10, Never-married, Sales, Not-in-family, White, Male,0,0,71, United-States, <=50K
47, Private,255626, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
38, Local-gov,169603, Bachelors,13, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,35, United-States, >50K
42, Private,33945, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Vietnam, >50K
45, Private,158816, Bachelors,14, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,20, Thailand, <=50K
33, Private,31194, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,27, United-States, <=50K
30, Private,227835, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,47, United-States, <=50K
48, Self-emp-not-inc,270447, Bachelors,11, Divorced, Protective-serv, Not-in-family, White, Male,189,0,60, United-States, <=50K
35, Private,206937, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,107467, 7th-8th,4, Separated, Other-service, Wife, White, Female,0,0,40, Guatemala, <=50K
24, Private,254242, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private,196639, Masters,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,15844,0,58, United-States, >50K
22, Local-gov,124446, HS-grad,9, Never-married, ?, Not-in-family, White, Female,301,0,40, United-States, <=50K
26, Private,258181, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,52, Scotland, <=50K
48, Private,127068, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
24, Private,126479, HS-grad,9, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,146881, Masters,9, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,33, United-States, <=50K
32, Private,248562, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,47, Vietnam, <=50K
52, Local-gov,80969, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,52, United-States, <=50K
45, Self-emp-not-inc,127418, Assoc-voc,11, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
26, Private,195992, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,34, United-States, <=50K
24, Private,185889, Doctorate,11, Never-married, Priv-house-serv, Own-child, White, Female,0,46,16, United-States, <=50K
32, Private,463999, Doctorate,11, Separated, Prof-specialty, Own-child, Black, Female,0,0,39, United-States, <=50K
34, Local-gov,159841, Doctorate,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1034,41, Poland, >50K
43, Private,72213, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,401,274,44, United-States, >50K
18, Private,131428, Preschool,11, Never-married, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
44, Private,291514, Doctorate,9, Married-civ-spouse, Sales, Husband, Black, Male,0,1764,68, Scotland, >50K
31, ?,23263, Assoc-acdm,11, Married-civ-spouse, ?, Wife, White, Male,0,0,25, United-States, <=50K
74, ?,78559, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,13, United-States, <=50K
32, Private,169719, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,94807, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,62, United-States, >50K
41, Private,162630, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,48, United-States, <=50K
39, Private,52702, HS-grad,9, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov,311162, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,469,40, United-States, >50K
65, Private,63106, Masters,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,2307,21, Scotland, <=50K
42, Private,161180, HS-grad,9, Divorced, Armed-Forces, Unmarried, White, Female,0,0,63, United-States, <=50K
56, Private,375694, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, >50K
17, Private,202067, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
59, Private,196485, Doctorate,13, Married-civ-spouse, Priv-house-serv, Husband, White, Male,3875,0,41, United-States, >50K
45, Private,104981, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,846,40, United-States, <=50K
32, Private,144632, Doctorate,10, Never-married, Handlers-cleaners, Own-child, White, Male,828,0,40, United-States, <=50K
26, Private,60996, Prof-school,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,70383, Assoc-voc,12, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
28, ?,592325, Masters,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private,406422, 11th,6, Never-married, Armed-Forces, Own-child, White, Male,0,0,51, United-States, <=50K
24, Private,184735, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,416998, HS-grad,9, Married-civ-spouse, Armed-Forces, Husband, White, Male,5097,0,42, Philippines, >50K
72, Private,188365, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,2878,1, United-States, >50K
27, Local-gov,243352, Preschool,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private,152660, Bachelors,13, Never-married, Priv-house-serv, Own-child, White, Female,0,0,17, United-States, <=50K
25, Private,235536, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Taiwan, <=50K
47, Self-emp-not-inc,128488, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
39, Private,86232, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1275,43, United-States, <=50K
50, Private,193895, Prof-school,15, Never-married, Prof-specialty, Husband, White, Male,0,1992,75, United-States, >50K
27, Self-emp-not-inc,82310, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,61, United-States, <=50K
47, Self-emp-inc,244562, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3924,573,40, United-States, >50K
44, Private,123348, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,39, Thailand, <=50K
47, ?,60192, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,31, United-States, <=50K
29, ?,288358, Some-college,10, Never-married, ?, Unmarried, Black, Male,246,0,37, Trinadad&Tobago, <=50K
28, Private,373117, HS-grad,12, Never-married, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
63, Private,243135, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3638,778,49, Japan, >50K
41, Self-emp-inc,347702, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1967,44, United-States, >50K
53, ?,45552, Masters,9, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
40, Private,62050, 11th,7, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private,89695, Some-college,10, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,222389, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,46, United-States, <=50K
53, Federal-gov,254876, Masters,10, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
30, Private,135700, HS-grad,9, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private,114565, Doctorate,7, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,41, Outlying-US(Guam-USVI-etc), <=50K
49, Private,314979, HS-grad,9, Widowed, Sales, Unmarried, Black, Female,0,0,49, United-States, <=50K
27, Private,98011, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,37, United-States, <=50K
22, Private,343266, Masters,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
28, Private,186544, Prof-school,10, Separated, Sales, Not-in-family, White, Male,7140,0,53, United-States, <=50K
29, Private,231781, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,41, United-States, <=50K
51, Private,361165, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,41, Taiwan, <=50K
22, Private,174141, Assoc-voc,11, Never-married, Protective-serv, Own-child, White, Female,0,0,44, United-States, <=50K
22, Private,138540, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Male,0,0,47, Taiwan, <=50K
42, Private,252583, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Female,0,0,23, Trinadad&Tobago, <=50K
21, ?,99042, Some-college,10, Never-married, ?, Own-child, White, Male,0,463,32, United-States, <=50K
20, Private,160742, Some-college,10, Never-married, Protective-serv, Unmarried, White, Female,0,0,36, United-States, <=50K
66, Self-emp-not-inc,227010, HS-grad,9, Married-civ-spouse, Armed-Forces, Husband, White, Male,271,0,42, United-States, <=50K
39, Private,77888, Masters,12, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
65, Private,97455, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, Iran, <=50K
42, Private,273249, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
43, Private,101674, Assoc-acdm,11, Divorced, Craft-repair, Husband, White, Male,0,0,41, United-States, >50K
40, Private,305421, Masters,11, Never-married, Armed-Forces, Own-child, White, Female,0,0,43, United-States, <=50K
32, Private,159900, HS-grad,9, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,53, United-States, >50K
46, Local-gov,406275, HS-grad,11, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, Thailand, >50K
51, Private,118540, HS-grad,10, Widowed, Tech-support, Unmarried, White, Female,0,0,36, United-States, <=50K
57, Private,108585, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, <=50K
36, Private,118634, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,224,41, United-States, >50K
41, ?,26077, 5th-6th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,49, United-States, <=50K
37, Private,133555, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,46, United-States, <=50K
17, Self-emp-inc,39832, Preschool,10, Never-married, Sales, Not-in-family, White, Male,0,0,57, United-States, <=50K
24, State-gov,160074, Assoc-voc,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-inc,246695, Prof-school,15, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
56, Self-emp-not-inc,107857, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
37, Private,81057, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,25,38, Trinadad&Tobago, <=50K
42, Private,137334, HS-grad,14, Never-married, Exec-managerial, Not-in-family, White, Male,6293,0,44, United-States, <=50K
34, Private,227240, Assoc-acdm,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,73,38, Taiwan, >50K
43, Private,263624, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
30, Private,245063, 9th,9, Widowed, Tech-support, Unmarried, Black, Female,0,0,38, United-States, <=50K
45, Private,154354, Bachelors,11, Never-married, Priv-house-serv, Own-child, White, Male,88867,0,48, United-States, >50K
20, Private,85882, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
37, Private,324181, Doctorate,8, Divorced, Exec-managerial, Unmarried, White, Male,0,0,32, Guatemala, <=50K
55, Local-gov,234335, Masters,8, Divorced, ?, Unmarried, Black, Female,0,0,47, United-States, >50K
37, Local-gov,115487, HS-grad,9, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc,113152, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
28, Private,101725, Bachelors,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,490,35, Trinadad&Tobago, <=50K
58, Private,236188, 7th-8th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3398,0,40, China, <=50K
38, State-gov,193885, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1030,40, United-States, <=50K
31, ?,43011, 12th,10, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,0,0,15, United-States, <=50K
41, Private,172325, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,234,0,48, Hong, <=50K
27, Private,86529, 11th,7, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private,171868, 10th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc,173345, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,60, United-States, >50K
68, Self-emp-not-inc,131421, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4093,0,28, Mexico, <=50K
39, Private,317633, 12th,8, Never-married, ?, Unmarried, White, Female,938,0,40, United-States, <=50K
44, Private,104141, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,57, United-States, <=50K
56, Private,145683, Assoc-voc,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
19, Private,244595, HS-grad,9, Never-married, Tech-support, Other-relative, Black, Male,0,0,21, United-States, <=50K
41, Private,171697, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,588,0,50, United-States, >50K
61, Private,172935, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Female,8983,0,35, United-States, <=50K
59, ?,117845, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,153445, 10th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
23, Private,236428, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc,79735, 9th,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States, <=50K
17, Self-emp-not-inc,288081, 9th,5, Never-married, Prof-specialty, Own-child, White, Male,0,0,32, Philippines, <=50K
20, Private,548164, Some-college,9, Never-married, Priv-house-serv, Other-relative, White, Male,0,0,33, Vietnam, <=50K
29, Private,163914, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, United-States, >50K
42, ?,214334, HS-grad,9, Married-civ-spouse, ?, Own-child, Black, Female,0,32,28, United-States, <=50K
24, Private,211194, 5th-6th,2, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,44, Germany, <=50K
32, Private,214472, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Private,221395, Doctorate,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
29, Private,116205, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
20, Private,223732, Masters,10, Never-married, Protective-serv, Own-child, White, Male,0,362,40, United-States, <=50K
62, Private,103066, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,13786,0,38, United-States, <=50K
25, Private,327850, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, White, Male,0,403,40, South, <=50K
46, Private,181000, Preschool,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
74, ?,54398, 1st-4th,5, Widowed, ?, Husband, Black, Female,921,0,4, United-States, <=50K
39, Private,243973, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,10319,0,44, United-States, >50K
40, Private,269394, HS-grad,8, Divorced, Transport-moving, Not-in-family, White, Female,11039,0,41, United-States, >50K
48, Local-gov,154664, Doctorate,14, Divorced, Priv-house-serv, Husband, White, Male,24333,0,45, United-States, >50K
30, Private,28917, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
56, Private,238326, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,43, Thailand, <=50K
57, Private,206243, Masters,14, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, England, >50K
32, ?,875909, Doctorate,10, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private,187468, Masters,12, Never-married, Tech-support, Husband, White, Male,0,0,39, United-States, <=50K
23, ?,129854, Bachelors,13, Never-married, ?, Own-child, White, Female,0,677,26, United-States, >50K
54, Local-gov,206126, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,248695, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,1364,0,38, Vietnam, <=50K
59, Private,161216, Doctorate,8, Widowed, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
25, Self-emp-inc,173612, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,173,40, United-States, <=50K
51, Private,169432, Bachelors,13, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,37, United-States, >50K
40, Private,238614, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,43, United-States, >50K
41, Self-emp-inc,94254, Preschool,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,18609,0,53, United-States, >50K
41, Private,218888, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9440,0,50, United-States, >50K
22, Private,238384, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
52, Self-emp-inc,233210, Bachelors,5, Married-civ-spouse, ?, Husband, White, Male,0,1881,44, Cambodia, >50K
48, Private,183299, Some-college,10, Divorced, Farming-fishing, Other-relative, White, Female,0,358,36, Vietnam, <=50K
55, Self-emp-not-inc,455945, Masters,15, Never-married, Prof-specialty, Not-in-family, White, Female,8509,0,50, United-States, >50K
47, Private,214040, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, Trinadad&Tobago, >50K
44, Private,231549, Doctorate,9, Divorced, Craft-repair, Own-child, White, Male,0,0,55, United-States, <=50K
41, Private,147598, 10th,1, Married-spouse-absent, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,36, Hungary, <=50K
36, Private,137795, 5th-6th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,990,41, United-States, <=50K
24, Private,340595, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Female,812,0,40, United-States, <=50K
48, Private,322927, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,13695,0,47, United-States, >50K
31, Private,174186, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23, Private,124708, Doctorate,8, Never-married, Craft-repair, Not-in-family, White, Male,3848,0,40, United-States, <=50K
63, Self-emp-not-inc,125323, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,10, United-States, <=50K
60, Self-emp-not-inc,82109, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,19169,0,47, United-States, >50K
40, Self-emp-not-inc,260970, Assoc-voc,12, Married-civ-spouse, Sales, Husband, White, Male,29921,0,70, United-States, >50K
26, ?,474199, Masters,9, Married-civ-spouse, ?, Husband, White, Male,0,88,11, Portugal, <=50K
49, Self-emp-not-inc,120568, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,222,47, United-States, <=50K
35, Private,102714, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,56, United-States, <=50K
26, Private,96387, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,22, United-States, <=50K
39, Self-emp-not-inc,46771, 10th,12, Married-civ-spouse, Armed-Forces, Wife, White, Male,0,0,22, United-States, <=50K
50, Self-emp-not-inc,123497, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,71, Thailand, <=50K
58, Private,222985, Doctorate,10, Married-civ-spouse, Sales, Husband, White, Male,11342,0,32, United-States, >50K
28, Self-emp-not-inc,28013, 10th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
26, Private,80672, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, <=50K
55, Federal-gov,292654, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,39, United-States, >50K
19, Private,283772, Masters,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
24, Private,90415, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,17, Puerto-Rico, <=50K
40, Private,235872, Doctorate,6, Married-civ-spouse, Armed-Forces, Wife, Black, Female,0,0,41, United-States, <=50K
62, Private,184640, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov,388387, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22, United-States, <=50K
61, Private,207886, 7th-8th,4, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,57, Vietnam, <=50K
27, Private,157819, Some-college,9, Never-married, Tech-support, Own-child, White, Male,77,0,31, Taiwan, <=50K
21, Private,60059, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,104781, Masters,14, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
43, Private,187504, HS-grad,9, Married-civ-spouse, Armed-Forces, Husband, Black, Male,472,0,36, United-States, <=50K
39, Private,96626, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,2380,89,56, United-States, >50K
40, Private,309679, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2511,0,46, Thailand, >50K
45, Private,208549, 9th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,3750,0,63, Portugal, <=50K
58, Private,212710, Doctorate,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,226,40, United-States, <=50K
20, Private,25251, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,112,21, United-States, <=50K
45, Local-gov,184791, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, United-States, <=50K
57, Private,219326, Preschool,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1599,37, United-States, <=50K
37, Private,102613, 10th,6, Separated, Handlers-cleaners, Not-in-family, White, Female,579,25,40, United-States, <=50K
46, State-gov,280957, Bachelors,13, Divorced, Handlers-cleaners, Not-in-family, White, Male,1674,440,27, Trinadad&Tobago, >50K
27, Local-gov,433394, Some-college,10, Never-married, Craft-repair, Husband, White, Female,174,0,41, Mexico, <=50K
47, Private,149714, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
22, Private,159948, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, Thailand, <=50K
19, ?,373894, Some-college,10, Never-married, ?, Own-child, White, Female,0,403,40, United-States, <=50K
47, Self-emp-inc,206863, 12th,8, Married-civ-spouse, Prof-specialty, Wife, White, Female,13416,0,32, United-States, >50K
19, Private,226060, Masters,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
