age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39, Federal-gov,318717, Bachelors,13.000080352839438, Married-civ-spouse, Exec-managerial, Husband, White, Male,5724,0,50, United-States, <=50K
42, Private,423207, Some-college,9.999516001818549, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,34, United-States, <=50K
41, Private,173327, Bachelors,13.001224084602299, Married-civ-spouse, Sales, Husband, White, Male,0,1984,50, United-States, >50K
67, Private,71540, Some-college,9.999610907022152, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
32, Private,166365, HS-grad,9.000124478647994, Never-married, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Private,184114, Some-college,9.999804601039163, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
41, Private,134119, Some-college,9.999537067825312, Divorced, Adm-clerical, Unmarried, White, Female,0,829,43, United-States, <=50K
27, Private,164456, HS-grad,8.999322765358578, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,32305, Some-college,9.999966734133405, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc,158326, Assoc-voc,10.961370300814067, Married-civ-spouse, Craft-repair, Husband, White, Male,3365,0,50, United-States, <=50K
55, Private,183655, Bachelors,13.000548628724541, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private,119357, 9th,3.3235304717329313, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Columbia, <=50K
44, Private,320511, Assoc-voc,10.57852660777556, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4969,0,50, United-States, <=50K
32, Private,985461, HS-grad,9.00107420728238, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private,367979, Assoc-voc,11.165580960847356, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,207200, HS-grad,8.999274310379034, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,194009, Masters,13.998317710881208, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private,99929, Some-college,9.999930945378521, Never-married, Sales, Other-relative, White, Female,0,2337,40, United-States, <=50K
26, Private,89478, Some-college,10.00072265897481, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,12, Italy, <=50K
42, Local-gov,138293, Some-college,6.002471193428937, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,319201, Prof-school,14.87651632981532, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,215679, Some-college,9.999872848469378, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,319396, HS-grad,8.999279055338658, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
41, Private,132778, Assoc-voc,11.259009439332775, Married-civ-spouse, Craft-repair, Husband, White, Male,14853,0,40, United-States, >50K
18, Private,50782, 10th,3.8675386306197517, Never-married, Farming-fishing, Own-child, White, Female,0,0,12, United-States, <=50K
30, State-gov,186237, 9th,4.843291039683656, Separated, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
72, Private,91641, 9th,5.41557726991811, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private,179114, Some-college,9.999754777933699, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,117078, Assoc-voc,11.063446839177624, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,71256, HS-grad,8.999878920345841, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, ?, <=50K
21, Private,210470, 11th,7.0010194187451535, Divorced, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
26, Private,65755, Some-college,10.000132935734635, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Germany, <=50K
68, Private,194111, Bachelors,13.0008879240636, Widowed, Sales, Husband, White, Male,7232,0,40, Germany, >50K
17, ?,41223, HS-grad,8.999148589611844, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov,183071, Assoc-voc,11.057480325072826, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,127012, HS-grad,8.998604618943844, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private,256107, 10th,5.906265680020072, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, El-Salvador, <=50K
30, Private,32395, HS-grad,9.000202967396078, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Local-gov,54915, Some-college,9.999891213254159, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, >50K
55, Private,158151, Some-college,9.999443792045787, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,23343, Some-college,10.00005511561451, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
78, Self-emp-not-inc,247868, 12th,7.907063584539724, Never-married, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
18, ?,250712, Some-college,9.999545722714608, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,27, Vietnam, <=50K
25, State-gov,29755, HS-grad,8.998162916381302, Never-married, Other-service, Own-child, White, Female,0,0,34, United-States, <=50K
30, Private,115823, Assoc-voc,11.264997066314708, Never-married, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
31, Local-gov,264218, Bachelors,13.002198288574114, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Local-gov,14349, HS-grad,8.998984132948854, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc,222864, HS-grad,8.999101858219525, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
36, Private,173709, Bachelors,13.002549871898673, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
27, Private,122266, HS-grad,8.999456585560903, Never-married, Farming-fishing, Other-relative, White, Male,0,0,45, United-States, <=50K
50, Private,315403, 12th,8.0066056974279, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Self-emp-inc,179439, Bachelors,13.00043088414214, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,279572, Masters,13.99768042424835, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1923,41, United-States, >50K
35, Local-gov,207224, Bachelors,13.000466725164943, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private,202033, Some-college,9.99815896069961, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
24, State-gov,158033, Bachelors,12.999839951135835, Never-married, Prof-specialty, Own-child, White, Male,0,0,6, United-States, <=50K
29, Self-emp-not-inc,86285, HS-grad,8.999465890820227, Separated, Farming-fishing, Unmarried, White, Female,0,0,51, United-States, <=50K
57, Federal-gov,185351, Some-college,10.000139260585165, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,178095, Some-college,9.999772544195848, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,85467, Masters,14.029925085967673, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,149382, HS-grad,8.999182729729169, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Cuba, <=50K
35, Private,288046, Masters,13.999165114845464, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Private,146804, HS-grad,8.99936373545212, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,304789, Some-college,10.000162415489115, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc,54458, Bachelors,13.000994214961873, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,71, United-States, >50K
44, Private,155481, HS-grad,8.998972995565639, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,34, United-States, <=50K
19, Private,292778, 11th,7.002124261720225, Never-married, Craft-repair, Unmarried, Black, Male,0,0,21, United-States, <=50K
43, Private,70580, HS-grad,8.999377544585702, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,147591, Masters,13.996069417891185, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,105417, Bachelors,13.000959704391933, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private,80754, HS-grad,8.999210468737697, Never-married, Other-service, Not-in-family, White, Female,0,1754,40, United-States, <=50K
26, State-gov,262445, Bachelors,13.00012602769935, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,146381, Assoc-acdm,11.043568126171799, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc,96557, HS-grad,8.999419595277553, Married-civ-spouse, Craft-repair, Husband, Black, Male,14848,0,50, United-States, >50K
35, Federal-gov,149469, Some-college,10.000016703138472, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,34, United-States, <=50K
20, ?,183564, 11th,8.999830455006496, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
53, Private,367017, Some-college,9.980997105752762, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private,195404, Masters,13.99870079893936, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2339,45, China, >50K
47, Self-emp-inc,113592, Bachelors,6.004208170718661, Widowed, Sales, Unmarried, White, Female,0,0,41, United-States, <=50K
30, State-gov,100483, Bachelors,13.00068001025595, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,21, United-States, <=50K
36, Private,200418, Bachelors,12.999910541934636, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private,105901, HS-grad,8.99909077056336, Married-civ-spouse, Adm-clerical, Husband, White, Male,14844,0,50, United-States, >50K
51, Self-emp-not-inc,147140, 11th,7.005537886854845, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,19, United-States, <=50K
59, Private,86038, HS-grad,8.998456497957276, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,34, United-States, <=50K
45, Private,92989, Doctorate,11.732947533452013, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
37, Private,115842, 5th-6th,3.0747499555383015, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, ?, <=50K
48, Self-emp-not-inc,402932, HS-grad,9.000716679445262, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private,335078, Bachelors,13.001192540033234, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc,193638, 9th,4.86025811683312, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18, Private,31675, Some-college,10.000315142633607, Never-married, Sales, Own-child, White, Male,0,0,34, United-States, <=50K
48, Local-gov,34499, Some-college,9.999544022859487, Married-civ-spouse, Prof-specialty, Wife, White, Female,14846,0,34, United-States, >50K
37, Private,353284, Some-college,10.000015137585683, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
35, Private,114927, Bachelors,12.99924235727788, Divorced, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
42, State-gov,253690, Some-college,9.999687558909713, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,83209, Doctorate,15.500103623201387, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
55, Private,30149, Some-college,10.000059379266336, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, ?,186138, 11th,6.998746661745469, Divorced, ?, Unmarried, Black, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc,59905, Masters,14.001044297091886, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
56, Private,93651, HS-grad,9.00016944155115, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2337,40, United-States, <=50K
44, Private,170955, Masters,13.998910421233713, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov,39073, Some-college,9.999277373847127, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov,640931, 5th-6th,1.5704005869992739, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
55, Private,45380, Masters,13.997522352342651, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,21, United-States, <=50K
23, Private,148931, 11th,8.99929187691347, Divorced, Sales, Unmarried, White, Female,0,0,34, United-States, <=50K
45, Private,148996, Assoc-voc,11.157841055225122, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,34, Germany, <=50K
51, Private,216284, Doctorate,14.057656264812586, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, ?, >50K
35, Private,160307, HS-grad,8.97804677233989, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,186897, Some-college,10.000315104969946, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, <=50K
31, Private,155216, HS-grad,8.998946223680107, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,44, United-States, <=50K
39, Self-emp-not-inc,36607, Prof-school,15.091447725879341, Married-civ-spouse, Prof-specialty, Husband, White, Male,14862,0,44, United-States, >50K
41, Private,44355, Assoc-voc,10.999205658577782, Married-civ-spouse, Exec-managerial, Husband, White, Male,14864,0,50, United-States, >50K
66, Private,74032, Some-college,9.999416722043643, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,186739, HS-grad,8.999124625488108, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private,159294, HS-grad,8.999098510839769, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private,109071, Some-college,9.998262609584588, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,41, United-States, <=50K
25, Private,213284, HS-grad,8.999171854264455, Never-married, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
27, Private,171109, Some-college,10.00013452068421, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1626,40, United-States, <=50K
25, Private,398734, Bachelors,12.999781600338084, Never-married, Prof-specialty, Not-in-family, White, Male,2274,0,14, United-States, <=50K
46, Self-emp-not-inc,103792, HS-grad,9.000186673559773, Married-civ-spouse, Farming-fishing, Husband, White, Male,6583,0,40, United-States, <=50K
