age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40, Private,183693, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1127,43, United-States, >50K
28, Private,36084, Assoc-voc,13, Never-married, Priv-house-serv, Not-in-family, White, Female,337,0,46, United-States, <=50K
35, Private,187792, Doctorate,10, Divorced, Transport-moving, Unmarried, White, Female,0,0,48, United-States, <=50K
40, Private,191074, Bachelors,13, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,46,40, Portugal, <=50K
58, Private,235058, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
67, Private,200355, 7th-8th,4, Never-married, Sales, Not-in-family, White, Male,0,0,47, Puerto-Rico, <=50K
65, ?,177593, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,9, United-States, <=50K
20, Private,221351, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private,64512, Preschool,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private,67793, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Federal-gov,181770, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,3312,303,49, South, <=50K
30, Private,265008, Doctorate,13, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,37, ?, <=50K
44, Private,128675, HS-grad,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,39, United-States, >50K
72, Private,154467, Masters,10, Never-married, ?, Not-in-family, White, Female,604,0,30, United-States, <=50K
59, Private,159623, Bachelors,12, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,74, Yugoslavia, <=50K
18, Private,135988, Preschool,7, Never-married, Sales, Other-relative, White, Male,457,1018,42, United-States, <=50K
30, Private,101196, Some-college,8, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, United-States, <=50K
52, Private,147963, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,664,0,39, United-States, >50K
30, Private,134270, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,123,38, United-States, >50K
36, Private,251157, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,266,48, Mexico, <=50K
42, Private,98056, Preschool,9, Never-married, Craft-repair, Own-child, White, Female,0,519,35, United-States, <=50K
29, Private,27228, Preschool,9, Never-married, Protective-serv, Own-child, White, Female,0,0,22, United-States, <=50K
39, Private,174922, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,65, United-States, <=50K
35, Private,150001, Preschool,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,12, United-States, <=50K
27, Local-gov,216948, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,38, United-States, <=50K
32, Private,265190, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,42, United-States, <=50K
50, Private,210143, 1st-4th,4, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,42, Trinadad&Tobago, <=50K
21, Private,214812, 10th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1182,45, United-States, <=50K
40, Private,142433, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,314,63, United-States, <=50K
55, Private,74865, Some-college,10, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,44, United-States, >50K
43, Local-gov,331971, Assoc-voc,13, Divorced, Priv-house-serv, Not-in-family, White, Female,2846,0,52, United-States, >50K
37, Self-emp-not-inc,24385, Masters,10, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,70, United-States, <=50K
48, Private,156991, 9th,10, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,42, ?, <=50K
65, ?,327080, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,728,1933,14, Trinadad&Tobago, >50K
38, Private,243452, Some-college,10, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,36, United-States, <=50K
64, Private,197011, Assoc-acdm,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, <=50K
40, Self-emp-not-inc,118708, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,580,53, United-States, <=50K
40, State-gov,155647, 9th,12, Divorced, Priv-house-serv, Unmarried, White, Female,0,477,39, Scotland, <=50K
54, Private,150241, 9th,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,37, Thailand, <=50K
29, Private,66861, Bachelors,8, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,35, United-States, <=50K
21, Private,255064, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
52, ?,206104, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3599,0,44, Ecuador, <=50K
35, Private,103601, 10th,6, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States, <=50K
26, Private,191199, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
18, Local-gov,252310, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,42,31, United-States, <=50K
26, Self-emp-not-inc,451920, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, ?,200726, 10th,6, Never-married, ?, Own-child, White, Female,0,0,1, Trinadad&Tobago, <=50K
35, Private,190756, Prof-school,11, Divorced, Exec-managerial, Unmarried, White, Female,1543,0,41, Cambodia, <=50K
41, Private,91506, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,57, United-States, <=50K
55, Local-gov,22161, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,713,68, United-States, <=50K
73, Local-gov,120914, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States, <=50K
34, Self-emp-not-inc,105575, Prof-school,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private,231779, Assoc-acdm,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,86,0,42, Puerto-Rico, <=50K
60, Private,186248, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,10991,0,53, Cambodia, >50K
34, Private,151303, 7th-8th,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,37, United-States, <=50K
33, ?,171816, Assoc-voc,8, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female,0,854,22, United-States, <=50K
28, Private,298312, Bachelors,6, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, Columbia, <=50K
74, Self-emp-inc,195714, Bachelors,15, Married-civ-spouse, Protective-serv, Husband, White, Male,99999,0,65, United-States, >50K
34, Private,113666, Preschool,11, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,40, Scotland, <=50K
49, Private,173582, Some-college,10, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
28, Private,134152, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, United-States, <=50K
54, Private,173929, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, >50K
28, Private,351420, Some-college,10, Never-married, Sales, Husband, Black, Female,0,0,61, United-States, <=50K
37, Local-gov,40926, HS-grad,9, Married-spouse-absent, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,231303, Doctorate,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,49, United-States, <=50K
20, Private,137346, Some-college,10, Never-married, Tech-support, Own-child, White, Male,1356,0,36, United-States, <=50K
38, Private,264144, 9th,5, Never-married, ?, Not-in-family, Black, Male,0,0,37, Vietnam, <=50K
41, ?,290282, Doctorate,9, Married-civ-spouse, ?, Husband, White, Male,0,0,21, United-States, <=50K
33, Private,483890, 9th,12, Married-civ-spouse, Craft-repair, Husband, White, Male,2286,591,62, United-States, >50K
53, Local-gov,127831, Doctorate,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,629,190,44, United-States, >50K
39, Self-emp-inc,147281, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,661,70,49, South, >50K
42, Self-emp-not-inc,436814, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,37, South, <=50K
58, Private,307868, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,8060,0,58, United-States, >50K
39, Local-gov,103754, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,48, United-States, <=50K
56, Private,217013, 7th-8th,9, Divorced, ?, Not-in-family, White, Female,0,0,43, United-States, <=50K
42, Private,22461, Doctorate,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5662,0,36, United-States, >50K
43, State-gov,161544, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Black, Male,1196,0,40, United-States, <=50K
57, Self-emp-inc,78739, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, >50K
60, Private,221298, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,39, United-States, <=50K
36, Private,135597, Bachelors,12, Divorced, Craft-repair, Not-in-family, White, Female,6777,0,45, Trinadad&Tobago, >50K
22, Private,276813, Doctorate,10, Never-married, Sales, Not-in-family, White, Male,0,0,23, United-States, <=50K
36, Private,250907, 11th,7, Divorced, Prof-specialty, Unmarried, White, Female,0,0,42, United-States, <=50K
27, Private,90465, Doctorate,9, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,596,0,30, United-States, <=50K
22, Private,627944, Assoc-acdm,11, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,31, Mexico, <=50K
34, State-gov,140876, Assoc-voc,13, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
51, Private,139481, 11th,8, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,28, Trinadad&Tobago, <=50K
27, Private,151982, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,486177, 7th-8th,6, Never-married, Handlers-cleaners, Unmarried, Black, Male,737,0,40, Taiwan, <=50K
50, Private,162963, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,58, United-States, >50K
34, Private,87481, Preschool,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,37, Puerto-Rico, <=50K
52, State-gov,33969, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,73,45, Japan, >50K
82, Self-emp-not-inc,213026, Masters,14, Never-married, Farming-fishing, Not-in-family, White, Female,39408,0,22, United-States, >50K
21, Private,90443, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,24, United-States, <=50K
68, Self-emp-not-inc,239975, Prof-school,8, Never-married, Handlers-cleaners, Not-in-family, White, Female,2441,0,40, United-States, <=50K
43, Self-emp-not-inc,195031, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
52, Private,47483, Doctorate,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,529643, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private,48603, Preschool,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,2075,0,58, United-States, >50K
30, Self-emp-inc,125847, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,49, United-States, <=50K
38, Private,493448, Doctorate,9, Divorced, Adm-clerical, Unmarried, White, Female,6682,0,44, United-States, <=50K
34, Private,48878, HS-grad,9, Separated, ?, Not-in-family, White, Female,0,0,34, United-States, <=50K
25, Private,212662, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private,470837, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,49, United-States, >50K
40, Private,226265, Masters,9, Never-married, Exec-managerial, Other-relative, White, Female,0,0,39, Taiwan, <=50K
43, Self-emp-inc,232864, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
19, Private,311072, HS-grad,7, Never-married, Sales, Own-child, Other, Female,0,0,31, Yugoslavia, <=50K
19, Private,277988, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Male,0,0,8, United-States, <=50K
35, Self-emp-inc,156492, Prof-school,9, Never-married, Sales, Not-in-family, White, Male,685,0,52, Thailand, <=50K
56, Private,100069, Assoc-voc,12, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,38, Trinadad&Tobago, <=50K
44, Private,307768, Bachelors,11, Widowed, Priv-house-serv, Unmarried, White, Male,8540,0,43, Peru, >50K
58, Private,276080, 7th-8th,4, Never-married, ?, Husband, Black, Male,0,0,44, United-States, <=50K
57, Private,29002, Doctorate,8, Married-civ-spouse, Priv-house-serv, Husband, White, Male,819,151,50, United-States, >50K
26, Private,143621, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,38, Puerto-Rico, <=50K
61, Private,223855, 10th,5, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,39, United-States, <=50K
17, Private,121328, 11th,7, Never-married, Exec-managerial, Own-child, White, Male,273,0,18, United-States, <=50K
48, Private,245061, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,68, United-States, <=50K
53, Self-emp-inc,97400, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
48, State-gov,66590, HS-grad,8, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
30, Private,168630, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,13, United-States, <=50K
21, ?,269038, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,21, United-States, <=50K
19, Private,116859, Prof-school,8, Never-married, Sales, Own-child, Black, Female,0,0,17, United-States, <=50K
51, Private,149834, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
20, Private,175121, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,27, United-States, <=50K
24, ?,215197, 5th-6th,3, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,38, Mexico, <=50K
36, Self-emp-inc,84659, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,2073,38, Hungary, >50K
41, Private,92228, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,6, United-States, <=50K
42, Private,48895, 12th,8, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,34, Scotland, <=50K
20, Private,71781, Masters,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,193792, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
22, Private,118020, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,37, Yugoslavia, <=50K
25, Private,224233, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,43, Yugoslavia, <=50K
42, Local-gov,215867, Doctorate,11, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, >50K
27, Private,95957, Assoc-acdm,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,677,308,44, United-States, <=50K
30, Private,130250, 11th,7, Never-married, Sales, Own-child, Black, Male,0,0,49, United-States, <=50K
33, Self-emp-not-inc,50286, Preschool,12, Never-married, Armed-Forces, Not-in-family, White, Female,0,0,59, United-States, <=50K
61, Private,413573, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,27, United-States, >50K
45, Private,57330, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3474,319,39, United-States, >50K
35, Private,137510, Doctorate,13, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,48, Haiti, <=50K
30, Self-emp-not-inc,146039, Bachelors,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,245,70, United-States, >50K
38, Local-gov,223637, Assoc-voc,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, Puerto-Rico, <=50K
50, Private,192001, Some-college,10, Widowed, Armed-Forces, Not-in-family, White, Female,0,0,34, United-States, <=50K
59, ?,115966, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,1118,791,72, Puerto-Rico, <=50K
34, Private,181551, 12th,8, Never-married, Farming-fishing, Other-relative, Black, Female,108,0,43, Germany, <=50K
65, Private,176093, Prof-school,8, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,1909,37, United-States, >50K
46, Private,254227, Masters,12, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,58, Trinadad&Tobago, <=50K
33, Private,72303, Prof-school,8, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private,34026, Doctorate,12, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Local-gov,241428, Assoc-voc,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,41, United-States, >50K
38, Private,168552, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,98,0,33, United-States, <=50K
39, Private,386459, Prof-school,9, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private,409735, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
23, Private,41488, Preschool,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,44, Vietnam, <=50K
20, ?,119758, Prof-school,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,125222, 12th,7, Never-married, Sales, Own-child, Black, Female,672,0,19, United-States, <=50K
53, Local-gov,223516, Doctorate,12, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,2691,958,38, Trinadad&Tobago, >50K
